,datetime,UPPER_KLAMATH_LAKE_NR_K.FALLS(WEIGHT-MEAN_ELEV)_OR.tsv
0,2013-01-01,8281.72
1,2013-01-02,8281.75
2,2013-01-03,8281.77
3,2013-01-04,8281.81
4,2013-01-05,8281.84
5,2013-01-06,8281.89
6,2013-01-07,8281.93
7,2013-01-08,8281.98
8,2013-01-09,8282.03
9,2013-01-10,8282.07
10,2013-01-11,8282.11
11,2013-01-12,8282.130000000001
12,2013-01-13,8282.15
13,2013-01-14,8282.17
14,2013-01-15,8282.16
15,2013-01-16,8282.17
16,2013-01-17,8282.18
17,2013-01-18,8282.21
18,2013-01-19,8282.23
19,2013-01-20,8282.24
20,2013-01-21,8282.25
21,2013-01-22,8282.27
22,2013-01-23,8282.33
23,2013-01-24,8282.41
24,2013-01-25,8282.47
25,2013-01-26,8282.57
26,2013-01-27,8282.619999999999
27,2013-01-28,8282.67
28,2013-01-29,8282.75
29,2013-01-30,8282.81
30,2013-01-31,8282.89
31,2013-02-01,8282.96
32,2013-02-02,8283.01
33,2013-02-03,8283.07
34,2013-02-04,8283.130000000001
35,2013-02-05,8283.2
36,2013-02-06,8283.25
37,2013-02-07,8283.31
38,2013-02-08,8283.369999999999
39,2013-02-09,8283.43
40,2013-02-10,8283.49
41,2013-02-11,8283.55
42,2013-02-12,8283.59
43,2013-02-13,8283.630000000001
44,2013-02-14,8283.69
45,2013-02-15,8283.75
46,2013-02-16,8283.81
47,2013-02-17,8283.86
48,2013-02-18,8283.91
49,2013-02-19,8283.99
50,2013-02-20,8284.05
51,2013-02-21,8284.11
52,2013-02-22,8284.17
53,2013-02-23,8284.25
54,2013-02-24,8284.31
55,2013-02-25,8284.380000000001
56,2013-02-26,8284.43
57,2013-02-27,8284.49
58,2013-02-28,8284.55
59,2013-03-01,8284.6
60,2013-03-02,8284.630000000001
61,2013-03-03,8284.67
62,2013-03-04,8284.71
63,2013-03-05,8284.73
64,2013-03-06,8284.77
65,2013-03-07,8284.85
66,2013-03-08,8284.93
67,2013-03-09,8284.95
68,2013-03-10,8284.97
69,2013-03-11,8285.01
70,2013-03-12,8285.05
71,2013-03-13,8285.09
72,2013-03-14,8285.12
73,2013-03-15,8285.17
74,2013-03-16,8285.19
75,2013-03-17,8285.25
76,2013-03-18,8285.29
77,2013-03-19,8285.29
78,2013-03-20,8285.35
79,2013-03-21,8285.51
80,2013-03-22,8285.57
81,2013-03-23,8285.55
82,2013-03-24,8285.61
83,2013-03-25,8285.65
84,2013-03-26,8285.69
85,2013-03-27,8285.71
86,2013-03-28,8285.77
87,2013-03-29,8285.81
88,2013-03-30,8285.84
89,2013-03-31,8285.83
90,2013-04-01,8285.97
91,2013-04-02,8286.03
92,2013-04-03,8286.09
93,2013-04-04,8286.04
94,2013-04-05,8286.130000000001
95,2013-04-06,8286.21
96,2013-04-07,8286.369999999999
97,2013-04-08,8286.6
98,2013-04-09,8286.55
99,2013-04-10,8286.59
100,2013-04-11,8286.65
101,2013-04-12,8286.69
102,2013-04-13,8286.76
103,2013-04-14,8286.75
104,2013-04-15,8286.84
105,2013-04-16,8286.85
106,2013-04-17,8286.83
107,2013-04-18,8286.79
108,2013-04-19,8286.81
109,2013-04-20,8286.81
110,2013-04-21,8286.85
111,2013-04-22,8286.89
112,2013-04-23,8286.89
113,2013-04-24,8286.869999999999
114,2013-04-25,8286.85
115,2013-04-26,8286.85
116,2013-04-27,8286.85
117,2013-04-28,8286.84
118,2013-04-29,8286.84
119,2013-04-30,8286.83
120,2013-05-01,8286.73
121,2013-05-02,8286.69
122,2013-05-03,8286.69
123,2013-05-04,8286.630000000001
124,2013-05-05,8286.53
125,2013-05-06,8286.47
126,2013-05-07,8286.45
127,2013-05-08,8286.48
128,2013-05-09,8286.53
129,2013-05-10,8286.51
130,2013-05-11,8286.49
131,2013-05-12,8286.45
132,2013-05-13,8286.45
133,2013-05-14,8286.45
134,2013-05-15,8286.39
135,2013-05-16,8286.33
136,2013-05-17,8286.33
137,2013-05-18,8286.27
138,2013-05-19,8286.25
139,2013-05-20,8286.23
140,2013-05-21,8286.19
141,2013-05-22,8286.15
142,2013-05-23,8286.14
143,2013-05-24,8286.09
144,2013-05-25,8286.07
145,2013-05-26,8286.03
146,2013-05-27,8285.97
147,2013-05-28,8286.07
148,2013-05-29,8286.05
149,2013-05-30,8286.060000000001
150,2013-05-31,8286.03
151,2013-06-01,8286.02
152,2013-06-02,8285.99
153,2013-06-03,8285.95
154,2013-06-04,8285.89
155,2013-06-05,8285.83
156,2013-06-06,8285.73
157,2013-06-07,8285.69
158,2013-06-08,8285.61
159,2013-06-09,8285.55
160,2013-06-10,8285.47
161,2013-06-11,8285.32
162,2013-06-12,8285.25
163,2013-06-13,8285.130000000001
164,2013-06-14,8284.99
165,2013-06-15,8284.93
166,2013-06-16,8284.83
167,2013-06-17,8284.73
168,2013-06-18,8284.65
169,2013-06-19,8284.57
170,2013-06-20,8284.49
171,2013-06-21,8284.43
172,2013-06-22,8284.369999999999
173,2013-06-23,8284.29
174,2013-06-24,8284.21
175,2013-06-25,8284.17
176,2013-06-26,8284.21
177,2013-06-27,8284.27
178,2013-06-28,8284.29
179,2013-06-29,8284.28
180,2013-06-30,8284.25
181,2013-07-01,8284.21
182,2013-07-02,8284.17
183,2013-07-03,8284.1
184,2013-07-04,8284.03
185,2013-07-05,8283.99
186,2013-07-06,8283.88
187,2013-07-07,8283.77
188,2013-07-08,8283.67
189,2013-07-09,8283.57
190,2013-07-10,8283.51
191,2013-07-11,8283.43
192,2013-07-12,8283.33
193,2013-07-13,8283.27
194,2013-07-14,8283.17
195,2013-07-15,8283.09
196,2013-07-16,8282.99
197,2013-07-17,8282.93
198,2013-07-18,8282.89
199,2013-07-19,8282.83
200,2013-07-20,8282.73
201,2013-07-21,8282.65
202,2013-07-22,8282.57
203,2013-07-23,8282.49
204,2013-07-24,8282.39
205,2013-07-25,8282.33
206,2013-07-26,8282.23
207,2013-07-27,8282.19
208,2013-07-28,8282.09
209,2013-07-29,8281.97
210,2013-07-30,8281.89
211,2013-07-31,8281.83
212,2013-08-01,8281.79
213,2013-08-02,8281.69
214,2013-08-03,8281.630000000001
215,2013-08-04,8281.57
216,2013-08-05,8281.5
217,2013-08-06,8281.45
218,2013-08-07,8281.39
219,2013-08-08,8281.31
220,2013-08-09,8281.25
221,2013-08-10,8281.2
222,2013-08-11,8281.19
223,2013-08-12,8281.17
224,2013-08-13,8281.11
225,2013-08-14,8281.04
226,2013-08-15,8280.97
227,2013-08-16,8280.95
228,2013-08-17,8280.91
229,2013-08-18,8280.85
230,2013-08-19,8280.79
231,2013-08-20,8280.73
232,2013-08-21,8280.630000000001
233,2013-08-22,8280.55
234,2013-08-23,8280.55
235,2013-08-24,8280.49
236,2013-08-25,8280.45
237,2013-08-26,8280.47
238,2013-08-27,8280.43
239,2013-08-28,8280.39
240,2013-08-29,8280.35
241,2013-08-30,8280.35
242,2013-08-31,8280.29
243,2013-09-01,8280.17
244,2013-09-02,8280.16
245,2013-09-03,8280.130000000001
246,2013-09-04,8280.060000000001
247,2013-09-05,8280.03
248,2013-09-06,8279.97
249,2013-09-07,8279.93
250,2013-09-08,8279.93
251,2013-09-09,8279.869999999999
252,2013-09-10,8279.81
253,2013-09-11,8279.75
254,2013-09-12,8279.71
255,2013-09-13,8279.67
256,2013-09-14,8279.630000000001
257,2013-09-15,8279.49
258,2013-09-16,8279.55
259,2013-09-17,8279.57
260,2013-09-18,8279.47
261,2013-09-19,8279.45
262,2013-09-20,8279.41
263,2013-09-21,8279.41
264,2013-09-22,8279.35
265,2013-09-23,8279.369999999999
266,2013-09-24,8279.41
267,2013-09-25,8279.43
268,2013-09-26,8279.47
269,2013-09-27,8279.41
270,2013-09-28,8279.3
271,2013-09-29,8279.33
272,2013-09-30,8279.61
273,2013-10-01,8279.65
274,2013-10-02,8279.67
275,2013-10-03,8279.71
276,2013-10-04,8279.69
277,2013-10-05,8279.65
278,2013-10-06,8279.65
279,2013-10-07,8279.69
280,2013-10-08,8279.69
281,2013-10-09,8279.79
282,2013-10-10,8279.66
283,2013-10-11,8279.65
284,2013-10-12,8279.67
285,2013-10-13,8279.71
286,2013-10-14,8279.69
287,2013-10-15,8279.71
288,2013-10-16,8279.67
289,2013-10-17,8279.7
290,2013-10-18,8279.73
291,2013-10-19,8279.75
292,2013-10-20,8279.77
293,2013-10-21,8279.779999999999
294,2013-10-22,8279.79
295,2013-10-23,8279.81
296,2013-10-24,8279.83
297,2013-10-25,8279.85
298,2013-10-26,8279.86
299,2013-10-27,8279.91
300,2013-10-28,8280.09
301,2013-10-29,8279.89
302,2013-10-30,8279.869999999999
303,2013-10-31,8279.89
304,2013-11-01,8279.91
305,2013-11-02,8279.93
306,2013-11-03,8279.9
307,2013-11-04,8279.93
308,2013-11-05,8279.91
309,2013-11-06,8279.98
310,2013-11-07,8279.97
311,2013-11-08,8280.03
312,2013-11-09,8280.05
313,2013-11-10,8280.07
314,2013-11-11,8280.07
315,2013-11-12,8280.09
316,2013-11-13,8280.130000000001
317,2013-11-14,8280.16
318,2013-11-15,8280.17
319,2013-11-16,8280.15
320,2013-11-17,8280.17
321,2013-11-18,8280.15
322,2013-11-19,8280.17
323,2013-11-20,8280.45
324,2013-11-21,8280.51
325,2013-11-22,8280.39
326,2013-11-23,8280.369999999999
327,2013-11-24,8280.29
328,2013-11-25,8280.29
329,2013-11-26,8280.31
330,2013-11-27,8280.33
331,2013-11-28,8280.35
332,2013-11-29,8280.369999999999
333,2013-11-30,8280.41
334,2013-12-01,8280.4
335,2013-12-02,8280.29
336,2013-12-03,8280.61
337,2013-12-04,8280.57
338,2013-12-05,8280.546666666667
339,2013-12-06,8280.563333333334
340,2013-12-07,8280.61
341,2013-12-08,8280.61
342,2013-12-09,8280.59
343,2013-12-10,8280.57
344,2013-12-11,8280.57
345,2013-12-12,8280.59
346,2013-12-13,8280.61
347,2013-12-14,8280.630000000001
348,2013-12-15,8280.67
349,2013-12-16,8280.69
350,2013-12-17,8280.73
351,2013-12-18,8280.75
352,2013-12-19,8280.79
353,2013-12-20,8280.83
354,2013-12-21,8280.85
355,2013-12-22,8280.89
356,2013-12-23,8280.91
357,2013-12-24,8280.95
358,2013-12-25,8280.99
359,2013-12-26,8281.04
360,2013-12-27,8281.09
361,2013-12-28,8281.130000000001
362,2013-12-29,8281.17
363,2013-12-30,8281.21
364,2013-12-31,8281.23
365,2014-01-01,8281.27
366,2014-01-02,8281.31
367,2014-01-03,8281.35
368,2014-01-04,8281.369999999999
369,2014-01-05,8281.41
370,2014-01-06,8281.45
371,2014-01-07,8281.51
372,2014-01-08,8281.55
373,2014-01-09,8281.57
374,2014-01-10,8281.65
375,2014-01-11,8281.67
376,2014-01-12,8281.79
377,2014-01-13,8281.8325
378,2014-01-14,8281.865
379,2014-01-15,8281.9375
380,2014-01-16,8281.97
381,2014-01-17,8282.03
382,2014-01-18,8282.07
383,2014-01-19,8282.11
384,2014-01-20,8282.15
385,2014-01-21,8282.19
386,2014-01-22,8282.23
387,2014-01-23,8282.27
388,2014-01-24,8282.31
389,2014-01-25,8282.33
390,2014-01-26,8282.369999999999
391,2014-01-27,8282.41
392,2014-01-28,8282.45
393,2014-01-29,8282.49
394,2014-01-30,8282.59
395,2014-01-31,8282.630000000001
396,2014-02-01,8282.71
397,2014-02-02,8282.73
398,2014-02-03,8282.75
399,2014-02-04,8282.79
400,2014-02-05,8282.83
401,2014-02-06,8282.83
402,2014-02-07,8282.85
403,2014-02-08,8282.95
404,2014-02-09,8283.09
405,2014-02-10,8283.14
406,2014-02-11,8283.17
407,2014-02-12,8283.27
408,2014-02-13,8283.49
409,2014-02-14,8283.71
410,2014-02-15,8283.9
411,2014-02-16,8284.15
412,2014-02-17,8284.19
413,2014-02-18,8284.35
414,2014-02-19,8284.55
415,2014-02-20,8284.57
416,2014-02-21,8284.67
417,2014-02-22,8284.72
418,2014-02-23,8284.77
419,2014-02-24,8284.81
420,2014-02-25,8284.869999999999
421,2014-02-26,8284.89
422,2014-02-27,8284.97
423,2014-02-28,8285.060000000001
424,2014-03-01,8285.05
425,2014-03-02,8285.03
426,2014-03-03,8285.09
427,2014-03-04,8285.17
428,2014-03-05,8285.15
429,2014-03-06,8285.29
430,2014-03-07,8285.39
431,2014-03-08,8285.43
432,2014-03-09,8285.47
433,2014-03-10,8285.75
434,2014-03-11,8285.79
435,2014-03-12,8285.85
436,2014-03-13,8285.93
437,2014-03-14,8285.99
438,2014-03-15,8286.05
439,2014-03-16,8286.05
440,2014-03-17,8286.24
441,2014-03-18,8286.21
442,2014-03-19,8286.21
443,2014-03-20,8286.23
444,2014-03-21,8286.27
445,2014-03-22,8286.21
446,2014-03-23,8286.19
447,2014-03-24,8286.17
448,2014-03-25,8286.11
449,2014-03-26,8286.17
450,2014-03-27,8286.19
451,2014-03-28,8286.19
452,2014-03-29,8286.35
453,2014-03-30,8286.43
454,2014-03-31,8286.35
455,2014-04-01,8286.51
456,2014-04-02,8286.57
457,2014-04-03,8286.57
458,2014-04-04,8286.65
459,2014-04-05,8286.67
460,2014-04-06,8286.73
461,2014-04-07,8286.77
462,2014-04-08,8286.79
463,2014-04-09,8286.81
464,2014-04-10,8286.81
465,2014-04-11,8286.83
466,2014-04-12,8286.85
467,2014-04-13,8286.81
468,2014-04-14,8286.77
469,2014-04-15,8286.79
470,2014-04-16,8286.79
471,2014-04-17,8286.77
472,2014-04-18,8286.71
473,2014-04-19,8286.71
474,2014-04-20,8286.67
475,2014-04-21,8286.53
476,2014-04-22,8286.65
477,2014-04-23,8286.5
478,2014-04-24,8286.47
479,2014-04-25,8286.55
480,2014-04-26,8286.49
481,2014-04-27,8286.45
482,2014-04-28,8286.49
483,2014-04-29,8286.47
484,2014-04-30,8286.45
485,2014-05-01,8286.43
486,2014-05-02,8286.39
487,2014-05-03,8286.35
488,2014-05-04,8286.33
489,2014-05-05,8286.369999999999
490,2014-05-06,8286.36
491,2014-05-07,8286.25
492,2014-05-08,8286.15
493,2014-05-09,8286.17
494,2014-05-10,8286.23
495,2014-05-11,8286.16
496,2014-05-12,8286.15
497,2014-05-13,8286.09
498,2014-05-14,8286.07
499,2014-05-15,8286.05
500,2014-05-16,8286.03
501,2014-05-17,8285.95
502,2014-05-18,8285.89
503,2014-05-19,8285.83
504,2014-05-20,8285.91
505,2014-05-21,8285.85
506,2014-05-22,8285.77
507,2014-05-23,8285.71
508,2014-05-24,8285.67
509,2014-05-25,8285.630000000001
510,2014-05-26,8285.57
511,2014-05-27,8285.53
512,2014-05-28,8285.44
513,2014-05-29,8285.36
514,2014-05-30,8285.31
515,2014-05-31,8285.220000000001
516,2014-06-01,8285.17
517,2014-06-02,8285.1
518,2014-06-03,8285.01
519,2014-06-04,8284.93
520,2014-06-05,8284.88
521,2014-06-06,8284.83
522,2014-06-07,8284.75
523,2014-06-08,8284.65
524,2014-06-09,8284.61
525,2014-06-10,8284.49
526,2014-06-11,8284.41
527,2014-06-12,8284.29
528,2014-06-13,8284.23
529,2014-06-14,8284.11
530,2014-06-15,8284.060000000001
531,2014-06-16,8283.99
532,2014-06-17,8283.89
533,2014-06-18,8283.77
534,2014-06-19,8283.67
535,2014-06-20,8283.61
536,2014-06-21,8283.55
537,2014-06-22,8283.47
538,2014-06-23,8283.369999999999
539,2014-06-24,8283.25
540,2014-06-25,8283.15
541,2014-06-26,8283.09
542,2014-06-27,8283.01
543,2014-06-28,8282.97
544,2014-06-29,8282.92
545,2014-06-30,8282.89
546,2014-07-01,8282.81
547,2014-07-02,8282.71
548,2014-07-03,8282.630000000001
549,2014-07-04,8282.55
550,2014-07-05,8282.49
551,2014-07-06,8282.43
552,2014-07-07,8282.39
553,2014-07-08,8282.29
554,2014-07-09,8282.17
555,2014-07-10,8282.15
556,2014-07-11,8282.05
557,2014-07-12,8282.03
558,2014-07-13,8281.97
559,2014-07-14,8281.89
560,2014-07-15,8281.83
561,2014-07-16,8281.72
562,2014-07-17,8281.65
563,2014-07-18,8281.55
564,2014-07-19,8281.49
565,2014-07-20,8281.35
566,2014-07-21,8281.21
567,2014-07-22,8281.130000000001
568,2014-07-23,8281.05
569,2014-07-24,8281.03
570,2014-07-25,8280.97
571,2014-07-26,8280.869999999999
572,2014-07-27,8280.79
573,2014-07-28,8280.73
574,2014-07-29,8280.65
575,2014-07-30,8280.57
576,2014-07-31,8280.53
577,2014-08-01,8280.49
578,2014-08-02,8280.41
579,2014-08-03,8280.35
580,2014-08-04,8280.29
581,2014-08-05,8280.23
582,2014-08-06,8280.19
583,2014-08-07,8280.17
584,2014-08-08,8280.130000000001
585,2014-08-09,8280.09
586,2014-08-10,8280.03
587,2014-08-11,8279.97
588,2014-08-12,8279.93
589,2014-08-13,8279.95
590,2014-08-14,8279.91
591,2014-08-15,8279.89
592,2014-08-16,8279.89
593,2014-08-17,8279.86
594,2014-08-18,8279.83
595,2014-08-19,8279.79
596,2014-08-20,8279.73
597,2014-08-21,8279.69
598,2014-08-22,8279.71
599,2014-08-23,8279.66
600,2014-08-24,8279.61
601,2014-08-25,8279.57
602,2014-08-26,8279.47
603,2014-08-27,8279.41
604,2014-08-28,8279.35
605,2014-08-29,8279.33
606,2014-08-30,8279.23
607,2014-08-31,8279.21
608,2014-09-01,8279.130000000001
609,2014-09-02,8279.11
610,2014-09-03,8279.05
611,2014-09-04,8279.01
612,2014-09-05,8278.95
613,2014-09-06,8278.85
614,2014-09-07,8278.77
615,2014-09-08,8278.73
616,2014-09-09,8278.67
617,2014-09-10,8278.630000000001
618,2014-09-11,8278.71
619,2014-09-12,8278.55
620,2014-09-13,8278.49
621,2014-09-14,8278.47
622,2014-09-15,8278.369999999999
623,2014-09-16,8278.35
624,2014-09-17,8278.21
625,2014-09-18,8278.29
626,2014-09-19,8278.29
627,2014-09-20,8278.28
628,2014-09-21,8278.23
629,2014-09-22,8278.17
630,2014-09-23,8278.04
631,2014-09-24,8278.03
632,2014-09-25,8278.23
633,2014-09-26,8278.35
634,2014-09-27,8278.48
635,2014-09-28,8278.39
636,2014-09-29,8278.29
637,2014-09-30,8278.41
638,2014-10-01,8278.33
639,2014-10-02,8278.31
640,2014-10-03,8278.33
641,2014-10-04,8278.35
642,2014-10-05,8278.369999999999
643,2014-10-06,8278.369999999999
644,2014-10-07,8278.369999999999
645,2014-10-08,8278.35
646,2014-10-09,8278.31
647,2014-10-10,8278.27
648,2014-10-11,8278.23
649,2014-10-12,8278.19
650,2014-10-13,8278.130000000001
651,2014-10-14,8278.01
652,2014-10-15,8278.03
653,2014-10-16,8278.11
654,2014-10-17,8278.05
655,2014-10-18,8278.15
656,2014-10-19,8278.130000000001
657,2014-10-20,8278.1
658,2014-10-21,8278.130000000001
659,2014-10-22,8278.07
660,2014-10-23,8278.03
661,2014-10-24,8278.25
662,2014-10-25,8277.93
663,2014-10-26,8278.39
664,2014-10-27,8278.47
665,2014-10-28,8278.47
666,2014-10-29,8278.51
667,2014-10-30,8278.55
668,2014-10-31,8278.55
669,2014-11-01,8278.73
670,2014-11-02,8278.67
671,2014-11-03,8278.69
672,2014-11-04,8278.69
673,2014-11-05,8278.75
674,2014-11-06,8278.74
675,2014-11-07,8278.779999999999
676,2014-11-08,8278.79
677,2014-11-09,8278.77
678,2014-11-10,8278.83
679,2014-11-11,8278.96
680,2014-11-12,8278.97
681,2014-11-13,8278.85
682,2014-11-14,8278.85
683,2014-11-15,8279.05
684,2014-11-16,8279.0
685,2014-11-17,8278.97
686,2014-11-18,8278.97
687,2014-11-19,8278.97
688,2014-11-20,8279.05
689,2014-11-21,8279.01
690,2014-11-22,8279.21
691,2014-11-23,8279.35
692,2014-11-24,8279.43
693,2014-11-25,8279.44
694,2014-11-26,8279.51
695,2014-11-27,8279.53
696,2014-11-28,8279.49
697,2014-11-29,8279.630000000001
698,2014-11-30,8279.81
699,2014-12-01,8279.73
700,2014-12-02,8279.81
701,2014-12-03,8279.85
702,2014-12-04,8279.91
703,2014-12-05,8279.89
704,2014-12-06,8280.01
705,2014-12-07,8280.07
706,2014-12-08,8280.07
707,2014-12-09,8280.130000000001
708,2014-12-10,8280.05
709,2014-12-11,8280.07
710,2014-12-12,8280.49
711,2014-12-13,8280.57
712,2014-12-14,8280.630000000001
713,2014-12-15,8280.65
714,2014-12-16,8280.71
715,2014-12-17,8280.79
716,2014-12-18,8280.853333333333
717,2014-12-19,8280.926666666666
718,2014-12-20,8280.99
719,2014-12-21,8281.25
720,2014-12-22,8281.630000000001
721,2014-12-23,8281.91
722,2014-12-24,8282.18
723,2014-12-25,8282.369999999999
724,2014-12-26,8282.43
725,2014-12-27,8282.53
726,2014-12-28,8282.630000000001
727,2014-12-29,8282.83
728,2014-12-30,8283.03
729,2014-12-31,8282.83
730,2015-01-01,8282.85
731,2015-01-02,8282.89
732,2015-01-03,8282.95
733,2015-01-04,8282.99
734,2015-01-05,8283.03
735,2015-01-06,8283.03
736,2015-01-07,8283.03
737,2015-01-08,8283.02
738,2015-01-09,8283.03
739,2015-01-10,8283.05
740,2015-01-11,8283.09
741,2015-01-12,8283.130000000001
742,2015-01-13,8283.15
743,2015-01-14,8283.17
744,2015-01-15,8283.19
745,2015-01-16,8283.25
746,2015-01-17,8283.31
747,2015-01-18,8283.43
748,2015-01-19,8283.52
749,2015-01-20,8283.6
750,2015-01-21,8283.630000000001
751,2015-01-22,8283.67
752,2015-01-23,8283.73
753,2015-01-24,8283.79
754,2015-01-25,8283.83
755,2015-01-26,8283.88
756,2015-01-27,8283.93
757,2015-01-28,8283.97
758,2015-01-29,8284.03
759,2015-01-30,8284.130000000001
760,2015-01-31,8284.11
761,2015-02-01,8284.130000000001
762,2015-02-02,8284.21
763,2015-02-03,8284.369999999999
764,2015-02-04,8284.45
765,2015-02-05,8284.33
766,2015-02-06,8284.39
767,2015-02-07,8284.85
768,2015-02-08,8284.97
769,2015-02-09,8285.130000000001
770,2015-02-10,8285.369999999999
771,2015-02-11,8285.49
772,2015-02-12,8285.59
773,2015-02-13,8285.69
774,2015-02-14,8285.79
775,2015-02-15,8285.89
776,2015-02-16,8285.96
777,2015-02-17,8285.99
778,2015-02-18,8286.07
779,2015-02-19,8286.130000000001
780,2015-02-20,8286.19
781,2015-02-21,8286.29
782,2015-02-22,8286.41
783,2015-02-23,8286.4
784,2015-02-24,8286.35
785,2015-02-25,8286.39
786,2015-02-26,8286.43
787,2015-02-27,8286.49
788,2015-02-28,8286.65
789,2015-03-01,8286.630000000001
790,2015-03-02,8286.67
791,2015-03-03,8286.67
792,2015-03-04,8286.69
793,2015-03-05,8286.71
794,2015-03-06,8286.74
795,2015-03-07,8286.77
796,2015-03-08,8286.81
797,2015-03-09,8286.83
798,2015-03-10,8286.85
799,2015-03-11,8286.89
