,datetime,BIG_CLIFF_LAKE_NEAR_NIAGARA__OR.
290,2014-05-18,1200.5
291,2014-05-19,1199.77
292,2014-05-20,1199.32
293,2014-05-21,1198.04
294,2014-05-22,1197.71
295,2014-05-23,1198.1
296,2014-05-24,1197.53
297,2014-05-25,1197.58
298,2014-05-26,1197.35
299,2014-05-27,1197.77
300,2014-05-28,1197.51
301,2014-05-29,1193.15
302,2014-05-30,1196.5
303,2014-05-31,1201.85
304,2014-06-01,1202.27
305,2014-06-02,1202.44
306,2014-06-03,1202.44
307,2014-06-04,1201.41
308,2014-06-05,1202.77
309,2014-06-06,1200.79
310,2014-06-07,1202.01
311,2014-06-08,1201.41
312,2014-06-09,1200.0
313,2014-06-10,1202.49
314,2014-06-11,1202.61
315,2014-06-12,1202.87
316,2014-06-13,1203.15
317,2014-06-14,1201.94
318,2014-06-15,1201.49
319,2014-06-16,1201.92
320,2014-06-17,1202.47
321,2014-06-18,1202.16
322,2014-06-19,1202.79
323,2014-06-20,1204.02
324,2014-06-21,1203.62
325,2014-06-22,1202.93
326,2014-06-23,1202.12
327,2014-06-24,1201.82
328,2014-06-25,1203.57
329,2014-06-26,1204.1
330,2014-06-27,1204.71
331,2014-06-28,1204.33
332,2014-06-29,1204.38
333,2014-06-30,1204.99
334,2014-07-01,1204.67
335,2014-07-02,1204.24
336,2014-07-03,1204.11
337,2014-07-04,1204.38
338,2014-07-05,1203.59
339,2014-07-06,1204.31
340,2014-07-07,1204.28
341,2014-07-08,1204.23
342,2014-07-09,1203.81
343,2014-07-10,1203.39
344,2014-07-11,1203.68
345,2014-07-12,1204.0
346,2014-07-13,1204.14
347,2014-07-14,1204.16
348,2014-07-15,1204.08
349,2014-07-16,1204.29
350,2014-07-17,1204.38
351,2014-07-18,1203.78
352,2014-07-19,1203.76
353,2014-07-20,1204.41
354,2014-07-21,1202.82
355,2014-07-22,1203.19
356,2014-07-23,1202.47
357,2014-07-24,1203.53
358,2014-07-25,1202.72
359,2014-07-26,1202.29
360,2014-07-27,1203.22
361,2014-07-28,1203.38
362,2014-07-29,1203.7
363,2014-07-30,1202.92
364,2014-07-31,1201.48
365,2014-08-01,1201.34
366,2014-08-02,1200.87
367,2014-08-03,1201.0
368,2014-08-04,1200.88
369,2014-08-05,1201.09
370,2014-08-06,1201.68
371,2014-08-07,1202.66
372,2014-08-08,1202.49
373,2014-08-09,1201.86
374,2014-08-10,1202.21
375,2014-08-11,1201.2
376,2014-08-12,1202.02
377,2014-08-13,1201.48
378,2014-08-14,1201.83
379,2014-08-15,1201.95
380,2014-08-16,1201.04
381,2014-08-17,1201.39
382,2014-08-18,1201.65
383,2014-08-19,1201.79
384,2014-08-20,1202.25
385,2014-08-21,1201.86
386,2014-08-22,1202.04
387,2014-08-23,1202.31
388,2014-08-24,1201.65
389,2014-08-25,1201.6
390,2014-08-26,1200.97
391,2014-08-27,1201.91
392,2014-08-28,1202.05
393,2014-08-29,1202.29
394,2014-08-30,1202.71
395,2014-08-31,1203.03
396,2014-09-01,1203.21
397,2014-09-02,1203.37
398,2014-09-03,1202.07
399,2014-09-04,1202.3
400,2014-09-05,1202.19
401,2014-09-06,1201.97
402,2014-09-07,1202.2
403,2014-09-08,1202.04
404,2014-09-09,1202.33
405,2014-09-10,1202.75
406,2014-09-11,1201.81
407,2014-09-12,1202.38
408,2014-09-13,1202.02
409,2014-09-14,1202.04
410,2014-09-15,1202.01
411,2014-09-16,1201.38
412,2014-09-17,1201.86
413,2014-09-18,1202.02
414,2014-09-19,1202.39
415,2014-09-20,1201.22
416,2014-09-21,1201.25
417,2014-09-22,1201.39
418,2014-09-23,1201.43
419,2014-09-24,1201.49
420,2014-09-25,1199.56
421,2014-09-26,1198.45
422,2014-09-27,1198.17
423,2014-09-28,1196.77
424,2014-09-29,1197.79
425,2014-09-30,1199.16
426,2014-10-01,1199.64
427,2014-10-02,1200.31
428,2014-10-03,1200.88
429,2014-10-04,1200.67
430,2014-10-05,1200.73
431,2014-10-06,1200.27
432,2014-10-07,1201.11
433,2014-10-08,1200.94
434,2014-10-09,1200.29
435,2014-10-10,1200.06
436,2014-10-11,1200.09
437,2014-10-12,1200.04
438,2014-10-13,1199.7
439,2014-10-14,1199.57
440,2014-10-15,1201.14
441,2014-10-16,1201.2
442,2014-10-17,1198.32
443,2014-10-18,1201.58
444,2014-10-19,1201.58
445,2014-10-20,1196.16
446,2014-10-21,1199.76
447,2014-10-22,1203.14
448,2014-10-23,1198.46
449,2014-10-24,1195.25
450,2014-10-25,1200.13
451,2014-10-26,1201.77
452,2014-10-27,1202.84
453,2014-10-28,1199.43
454,2014-10-29,1197.01
455,2014-10-30,1197.16
456,2014-10-31,1196.6
457,2014-11-01,1197.8
458,2014-11-02,1196.28
459,2014-11-03,1194.59
460,2014-11-04,1200.33
461,2014-11-05,1197.04
462,2014-11-06,1199.51
463,2014-11-07,1196.95
464,2014-11-08,1197.05
465,2014-11-09,1197.47
466,2014-11-10,1197.41
467,2014-11-11,1197.31
468,2014-11-12,1197.28
469,2014-11-13,1197.89
470,2014-11-14,1192.88
471,2014-11-15,1192.77
472,2014-11-16,1192.36
473,2014-11-17,1192.96
474,2014-11-18,1197.76
475,2014-11-19,1202.29
476,2014-11-20,1200.4
477,2014-11-21,1200.35
478,2014-11-22,1199.31
479,2014-11-23,1200.3
480,2014-11-24,1199.9
481,2014-11-25,1202.34
482,2014-11-26,1199.89
483,2014-11-27,1200.69
484,2014-11-28,1200.37
485,2014-11-29,1200.45
486,2014-11-30,1201.52
487,2014-12-01,1200.96
488,2014-12-02,1200.95
489,2014-12-03,1201.09
490,2014-12-04,1201.04
491,2014-12-05,1201.1
492,2014-12-06,1202.25
493,2014-12-07,1201.92
494,2014-12-08,1195.14
495,2014-12-09,1194.27
496,2014-12-10,1197.47
497,2014-12-11,1195.29
498,2014-12-12,1199.39
499,2014-12-13,1200.24
500,2014-12-14,1199.27
501,2014-12-15,1198.39
502,2014-12-16,1198.83
503,2014-12-17,1201.0
504,2014-12-18,1199.74
505,2014-12-19,1200.54
506,2014-12-20,1202.97
507,2014-12-21,1201.22
508,2014-12-22,1198.15
509,2014-12-23,1195.34
510,2014-12-24,1194.93
511,2014-12-25,1193.57
512,2014-12-26,1193.59
513,2014-12-27,1193.81
514,2014-12-28,1193.31
515,2014-12-29,1193.17
516,2014-12-30,1194.41
517,2014-12-31,1193.11
518,2015-01-01,1197.76
519,2015-01-02,1191.5
520,2015-01-03,1197.02
521,2015-01-04,1195.39
522,2015-01-05,1198.59
523,2015-01-06,1200.12
524,2015-01-07,1196.75
525,2015-01-08,1197.61
526,2015-01-09,1196.92
527,2015-01-10,1197.21
528,2015-01-11,1197.37
529,2015-01-12,1197.86
530,2015-01-13,1197.62
531,2015-01-14,1197.73
532,2015-01-15,1197.42
533,2015-01-16,1197.78
534,2015-01-17,1202.17
535,2015-01-18,1197.71
536,2015-01-19,1198.79
537,2015-01-20,1197.44
538,2015-01-21,1195.13
539,2015-01-22,1194.44
540,2015-01-23,1197.19
541,2015-01-24,1196.02
542,2015-01-25,1196.35
543,2015-01-26,1197.01
544,2015-01-27,1200.09
545,2015-01-28,1200.68
546,2015-01-29,1200.25
547,2015-01-30,1201.46
548,2015-01-31,1201.72
549,2015-02-01,1201.34
550,2015-02-02,1201.09
551,2015-02-03,1200.79
552,2015-02-04,1200.35
553,2015-02-05,1202.15
554,2015-02-06,1202.53
555,2015-02-07,1203.31
556,2015-02-08,1203.12
557,2015-02-09,1203.46
558,2015-02-10,1203.3
559,2015-02-11,1197.08
560,2015-02-12,1198.57
561,2015-02-13,1201.62
562,2015-02-14,1200.65
563,2015-02-15,1201.35
564,2015-02-16,1201.48
565,2015-02-17,1201.03
566,2015-02-18,1200.69
567,2015-02-19,1200.04
568,2015-02-20,1200.76
569,2015-02-21,1201.1
570,2015-02-22,1201.26
571,2015-02-23,1200.85
572,2015-02-24,1200.55
573,2015-02-25,1200.12
574,2015-02-26,1200.54
575,2015-02-27,1201.01
576,2015-02-28,1201.48
577,2015-03-01,1202.07
578,2015-03-02,1201.58
579,2015-03-03,1200.54
580,2015-03-04,1201.28
581,2015-03-05,1201.37
582,2015-03-06,1201.94
583,2015-03-07,1201.92
584,2015-03-08,1202.34
585,2015-03-09,1202.15
586,2015-03-10,1201.24
587,2015-03-11,1202.04
588,2015-03-12,1202.1
589,2015-03-13,1202.09
590,2015-03-14,1202.15
591,2015-03-15,1202.72
592,2015-03-16,1201.85
593,2015-03-17,1200.67
594,2015-03-18,1201.69
595,2015-03-19,1202.01
596,2015-03-20,1201.06
597,2015-03-21,1198.73
598,2015-03-22,1200.32
599,2015-03-23,1200.18
600,2015-03-24,1200.93
601,2015-03-25,1201.32
602,2015-03-26,1200.71
603,2015-03-27,1199.9
604,2015-03-28,1199.93
605,2015-03-29,1200.18
606,2015-03-30,1200.21
607,2015-03-31,1200.35
608,2015-04-01,1202.21
609,2015-04-02,1201.86
610,2015-04-03,1200.67
611,2015-04-04,1200.91
612,2015-04-05,1200.99
613,2015-04-06,1200.17
614,2015-04-07,1200.75
615,2015-04-08,1200.36
616,2015-04-09,1200.14
617,2015-04-10,1200.17
618,2015-04-11,1201.63
619,2015-04-12,1202.26
620,2015-04-13,1201.46
621,2015-04-14,1201.92
622,2015-04-15,1201.27
623,2015-04-16,1200.88
624,2015-04-17,1201.53
625,2015-04-18,1201.6
626,2015-04-19,1201.35
627,2015-04-20,1199.95
628,2015-04-21,1199.9
629,2015-04-22,1198.94
630,2015-04-23,1199.97
631,2015-04-24,1202.47
632,2015-04-25,1202.91
633,2015-04-26,1202.64
634,2015-04-27,1202.64
635,2015-04-28,1202.56
636,2015-04-29,1202.65
637,2015-04-30,1200.36
638,2015-05-01,1198.5
639,2015-05-02,1199.9
640,2015-05-03,1201.01
641,2015-05-04,1201.89
642,2015-05-05,1203.18
643,2015-05-06,1203.49
644,2015-05-07,1202.86
645,2015-05-08,1200.56
646,2015-05-09,1202.0
647,2015-05-10,1203.34
648,2015-05-11,1203.36
649,2015-05-12,1202.83
650,2015-05-13,1202.44
651,2015-05-14,1202.78
652,2015-05-15,1203.06
653,2015-05-16,1202.85
654,2015-05-17,1203.06
655,2015-05-18,1202.97
656,2015-05-19,1203.45
657,2015-05-20,1202.45
658,2015-05-21,1202.22
659,2015-05-22,1202.42
660,2015-05-23,1203.08
661,2015-05-24,1203.08
662,2015-05-25,1203.17
663,2015-05-26,1202.85
664,2015-05-27,1202.33
665,2015-05-28,1203.38
666,2015-05-29,1203.24
667,2015-05-30,1202.0
668,2015-05-31,1202.0
669,2015-06-01,1202.44
670,2015-06-02,1203.32
671,2015-06-03,1203.47
672,2015-06-04,1203.1
