,datetime,LOWER_TWIN_LAKE_NR_BRIDGEPORT__CA.tsv
1128,2016-02-04,10874.192
1129,2016-02-05,10892.569333333335
1130,2016-02-06,10910.946666666667
1131,2016-02-07,10929.324
1132,2016-02-08,10947.701333333334
1133,2016-02-09,10966.078666666666
1134,2016-02-10,10984.456
1135,2016-02-11,11002.833333333334
1136,2016-02-12,11021.210666666666
1137,2016-02-13,11039.588
1138,2016-02-14,11057.965333333334
1139,2016-02-15,11076.342666666667
1140,2016-02-16,11094.720000000001
1141,2016-02-17,11113.097333333333
1142,2016-02-18,11131.474666666667
1143,2016-02-19,11149.851999999999
1144,2016-02-20,11168.229333333335
1145,2016-02-21,11186.606666666667
1146,2016-02-22,11204.984
1147,2016-02-23,11223.361333333334
1148,2016-02-24,11241.738666666666
1149,2016-02-25,11260.116
1150,2016-02-26,11278.493333333334
1151,2016-02-27,11296.870666666666
1152,2016-02-28,11315.248
1153,2016-02-29,11333.625333333333
1154,2016-03-01,11352.002666666667
1155,2016-03-02,11370.380000000001
1156,2016-03-03,11374.055666666667
1157,2016-03-04,11377.731333333333
1158,2016-03-05,11381.407
1159,2016-03-06,11385.082666666667
1160,2016-03-07,11388.758333333333
1161,2016-03-08,11392.434000000001
1162,2016-03-09,11396.109666666667
1163,2016-03-10,11399.785333333333
1164,2016-03-11,11403.461
1165,2016-03-12,11407.136666666667
1166,2016-03-13,11410.812333333333
1167,2016-03-14,11414.488000000001
1168,2016-03-15,11418.163666666667
1169,2016-03-16,11421.839333333333
1170,2016-03-17,11425.515
1171,2016-03-18,11429.190666666665
1172,2016-03-19,11432.866333333332
1173,2016-03-20,11436.542
1174,2016-03-21,11440.217666666667
1175,2016-03-22,11443.893333333333
1176,2016-03-23,11447.569
1177,2016-03-24,11451.244666666666
1178,2016-03-25,11454.920333333332
1179,2016-03-26,11458.596
1180,2016-03-27,11462.271666666667
1181,2016-03-28,11465.947333333334
1182,2016-03-29,11469.623
1183,2016-03-30,11473.298666666666
1184,2016-03-31,11476.974333333332
1185,2016-04-01,11480.65
1186,2016-04-02,11486.469677419354
1187,2016-04-03,11492.289354838711
1188,2016-04-04,11498.109032258064
1189,2016-04-05,11503.928709677419
1190,2016-04-06,11509.748387096774
1191,2016-04-07,11515.56806451613
1192,2016-04-08,11521.387741935483
1193,2016-04-09,11527.207419354838
1194,2016-04-10,11533.027096774193
1195,2016-04-11,11538.84677419355
1196,2016-04-12,11544.666451612902
1197,2016-04-13,11550.486129032259
1198,2016-04-14,11556.305806451612
1199,2016-04-15,11562.125483870968
1200,2016-04-16,11567.945161290321
1201,2016-04-17,11573.764838709678
1202,2016-04-18,11579.584516129033
1203,2016-04-19,11585.404193548387
1204,2016-04-20,11591.223870967742
1205,2016-04-21,11597.043548387097
1206,2016-04-22,11602.863225806452
1207,2016-04-23,11608.682903225807
1208,2016-04-24,11614.502580645163
1209,2016-04-25,11620.322258064516
1210,2016-04-26,11626.14193548387
1211,2016-04-27,11631.961612903226
1212,2016-04-28,11637.781290322582
1213,2016-04-29,11643.600967741935
1214,2016-04-30,11649.42064516129
1215,2016-05-01,11655.240322580645
1216,2016-05-02,11661.060000000001
1217,2016-05-03,11672.420333333333
1218,2016-05-04,11683.780666666667
1219,2016-05-05,11695.141
1220,2016-05-06,11706.501333333334
1221,2016-05-07,11717.861666666668
1222,2016-05-08,11729.222000000002
1223,2016-05-09,11740.582333333334
1224,2016-05-10,11751.942666666666
1225,2016-05-11,11763.303
1226,2016-05-12,11774.663333333334
1227,2016-05-13,11786.023666666668
1228,2016-05-14,11797.384
1229,2016-05-15,11808.744333333332
1230,2016-05-16,11820.104666666666
1231,2016-05-17,11831.465
1232,2016-05-18,11842.825333333334
1233,2016-05-19,11854.185666666668
1234,2016-05-20,11865.546
1235,2016-05-21,11876.906333333332
1236,2016-05-22,11888.266666666666
1237,2016-05-23,11899.627
1238,2016-05-24,11910.987333333334
1239,2016-05-25,11922.347666666667
1240,2016-05-26,11933.707999999999
1241,2016-05-27,11945.068333333333
1242,2016-05-28,11956.428666666667
1243,2016-05-29,11967.789
1244,2016-05-30,11979.149333333333
1245,2016-05-31,11990.509666666667
1246,2016-06-01,12001.869999999999
1247,2016-06-02,12051.9825
1248,2016-06-03,12102.095000000001
1249,2016-06-04,12152.2075
1250,2016-06-05,12202.32
1251,2016-06-06,12252.432499999999
1252,2016-06-07,12302.545
1253,2016-06-08,12352.657500000001
1254,2016-06-09,12402.77
1255,2016-06-10,12392.291818181819
1256,2016-06-11,12381.813636363637
1257,2016-06-12,12371.335454545455
1258,2016-06-13,12360.857272727273
1259,2016-06-14,12350.379090909091
1260,2016-06-15,12339.90090909091
1261,2016-06-16,12329.422727272728
1262,2016-06-17,12318.944545454546
1263,2016-06-18,12308.466363636364
1264,2016-06-19,12297.988181818182
1265,2016-06-20,12287.51
1266,2016-06-21,12277.031818181818
1267,2016-06-22,12266.553636363637
1268,2016-06-23,12256.075454545455
1269,2016-06-24,12245.597272727273
1270,2016-06-25,12235.119090909091
1271,2016-06-26,12224.64090909091
1272,2016-06-27,12214.162727272727
1273,2016-06-28,12203.684545454546
1274,2016-06-29,12193.206363636364
1275,2016-06-30,12182.728181818182
1276,2016-07-01,12172.25
1277,2016-07-02,12154.79064516129
1278,2016-07-03,12137.331290322581
1279,2016-07-04,12119.871935483872
1280,2016-07-05,12102.412580645161
1281,2016-07-06,12084.953225806452
1282,2016-07-07,12067.493870967743
1283,2016-07-08,12050.034516129032
1284,2016-07-09,12032.575161290322
1285,2016-07-10,12015.115806451613
1286,2016-07-11,11997.656451612904
1287,2016-07-12,11980.197096774195
1288,2016-07-13,11962.737741935485
1289,2016-07-14,11945.278387096776
1290,2016-07-15,11927.819032258065
1291,2016-07-16,11910.359677419356
1292,2016-07-17,11892.900322580645
1293,2016-07-18,11875.440967741935
1294,2016-07-19,11857.981612903226
1295,2016-07-20,11840.522258064517
1296,2016-07-21,11823.062903225808
1297,2016-07-22,11805.603548387096
1298,2016-07-23,11788.144193548387
1299,2016-07-24,11770.684838709676
1300,2016-07-25,11753.225483870967
1301,2016-07-26,11735.766129032258
1302,2016-07-27,11718.306774193548
1303,2016-07-28,11700.847419354839
1304,2016-07-29,11683.38806451613
1305,2016-07-30,11665.92870967742
1306,2016-07-31,11648.469354838711
1307,2016-08-01,11631.01
1308,2016-08-02,11578.548333333334
1309,2016-08-03,11526.086666666666
1310,2016-08-04,11473.625
1311,2016-08-05,11421.163333333334
1312,2016-08-06,11368.701666666668
1313,2016-08-07,11316.24
1314,2016-08-08,11263.778333333334
1315,2016-08-09,11211.316666666668
1316,2016-08-10,11158.855
1317,2016-08-11,11106.393333333333
1318,2016-08-12,11053.931666666667
1319,2016-08-13,11001.470000000001
1320,2016-08-14,10949.008333333333
1321,2016-08-15,10896.546666666665
1322,2016-08-16,10844.085
1323,2016-08-17,10791.623333333333
1324,2016-08-18,10739.161666666667
1325,2016-08-19,10686.7
1326,2016-08-20,10634.238333333333
1327,2016-08-21,10581.776666666667
1328,2016-08-22,10529.314999999999
1329,2016-08-23,10476.853333333333
1330,2016-08-24,10424.391666666666
1331,2016-08-25,10371.93
1332,2016-08-26,10319.468333333332
1333,2016-08-27,10267.006666666666
1334,2016-08-28,10214.545
1335,2016-08-29,10162.083333333334
1336,2016-08-30,10109.621666666666
1337,2016-08-31,10057.16
1338,2016-09-01,10044.795333333333
1339,2016-09-02,10032.430666666667
1340,2016-09-03,10020.065999999999
1341,2016-09-04,10007.701333333333
1342,2016-09-05,9995.336666666666
1343,2016-09-06,9982.972
1344,2016-09-07,9970.607333333333
1345,2016-09-08,9958.242666666667
1346,2016-09-09,9945.878
1347,2016-09-10,9933.513333333332
1348,2016-09-11,9921.148666666666
1349,2016-09-12,9908.784
1350,2016-09-13,9896.419333333333
1351,2016-09-14,9884.054666666667
1352,2016-09-15,9871.69
1353,2016-09-16,9859.325333333334
1354,2016-09-17,9846.960666666668
1355,2016-09-18,9834.596000000001
1356,2016-09-19,9822.231333333333
1357,2016-09-20,9809.866666666667
1358,2016-09-21,9797.502
1359,2016-09-22,9785.137333333334
1360,2016-09-23,9772.772666666668
1361,2016-09-24,9760.408
1362,2016-09-25,9748.043333333333
1363,2016-09-26,9735.678666666667
1364,2016-09-27,9723.314
1365,2016-09-28,9710.949333333334
1366,2016-09-29,9698.584666666668
1367,2016-09-30,9686.220000000001
1368,2016-10-01,9740.040312500001
1369,2016-10-02,9793.860625000001
1370,2016-10-03,9847.680937500001
1371,2016-10-04,9901.501250000001
1372,2016-10-05,9955.321562500001
1373,2016-10-06,10009.141875000001
1374,2016-10-07,10062.962187500001
1375,2016-10-08,10116.782500000001
1376,2016-10-09,10170.602812500001
1377,2016-10-10,10224.423125000001
1378,2016-10-11,10278.243437500001
1379,2016-10-12,10332.063750000001
1380,2016-10-13,10385.884062500001
1381,2016-10-14,10439.704375000001
1382,2016-10-15,10493.524687500001
1383,2016-10-16,10547.345000000001
1384,2016-10-17,10601.165312500001
1385,2016-10-18,10654.985625000001
1386,2016-10-19,10708.805937500001
1387,2016-10-20,10762.626250000001
1388,2016-10-21,10816.446562500001
1389,2016-10-22,10870.266875000001
1390,2016-10-23,10924.087187500001
1391,2016-10-24,10977.907500000001
1392,2016-10-25,11031.727812500001
1393,2016-10-26,11085.548125000001
1394,2016-10-27,11139.368437500001
1395,2016-10-28,11193.188750000001
1396,2016-10-29,11247.009062500001
1397,2016-10-30,11300.829375000001
1398,2016-10-31,11354.649687500001
1399,2016-11-01,11408.470000000001
1400,2016-11-02,11409.982033898305
1401,2016-11-03,11411.494067796611
1402,2016-11-04,11413.006101694915
1403,2016-11-05,11414.518135593222
1404,2016-11-06,11416.030169491525
1405,2016-11-07,11417.542203389832
1406,2016-11-08,11419.054237288135
1407,2016-11-09,11420.56627118644
1408,2016-11-10,11422.078305084746
1409,2016-11-11,11423.590338983051
1410,2016-11-12,11425.102372881356
1411,2016-11-13,11426.614406779661
1412,2016-11-14,11428.126440677966
1413,2016-11-15,11429.638474576272
1414,2016-11-16,11431.150508474577
1415,2016-11-17,11432.66254237288
1416,2016-11-18,11434.174576271187
1417,2016-11-19,11435.686610169492
1418,2016-11-20,11437.198644067797
1419,2016-11-21,11438.7106779661
1420,2016-11-22,11440.222711864408
1421,2016-11-23,11441.734745762711
1422,2016-11-24,11443.246779661018
1423,2016-11-25,11444.758813559321
1424,2016-11-26,11446.270847457628
1425,2016-11-27,11447.782881355932
1426,2016-11-28,11449.294915254237
1427,2016-11-29,11450.806949152542
1428,2016-11-30,11452.318983050849
1429,2016-12-01,11453.831016949152
1430,2016-12-02,11455.343050847458
1431,2016-12-03,11456.855084745763
1432,2016-12-04,11458.367118644068
1433,2016-12-05,11459.879152542373
1434,2016-12-06,11461.391186440678
1435,2016-12-07,11462.903220338983
1436,2016-12-08,11464.415254237289
1437,2016-12-09,11465.927288135594
1438,2016-12-10,11467.439322033899
1439,2016-12-11,11468.951355932204
1440,2016-12-12,11470.463389830507
1441,2016-12-13,11471.975423728814
1442,2016-12-14,11473.48745762712
1443,2016-12-15,11474.999491525425
1444,2016-12-16,11476.511525423728
1445,2016-12-17,11478.023559322035
1446,2016-12-18,11479.535593220338
1447,2016-12-19,11481.047627118645
1448,2016-12-20,11482.559661016949
1449,2016-12-21,11484.071694915256
1450,2016-12-22,11485.583728813559
1451,2016-12-23,11487.095762711864
1452,2016-12-24,11488.60779661017
1453,2016-12-25,11490.119830508476
1454,2016-12-26,11491.63186440678
1455,2016-12-27,11493.143898305085
1456,2016-12-28,11494.65593220339
1457,2016-12-29,11496.167966101695
1458,2016-12-30,11497.68
1459,2016-12-31,11497.909142857145
1460,2017-01-01,11498.138285714285
1461,2017-01-02,11498.36742857143
1462,2017-01-03,11498.596571428572
1463,2017-01-04,11498.825714285715
1464,2017-01-05,11499.054857142857
1465,2017-01-06,11499.284
1466,2017-01-07,11499.513142857144
1467,2017-01-08,11499.742285714285
1468,2017-01-09,11499.971428571429
1469,2017-01-10,11500.200571428571
1470,2017-01-11,11500.429714285714
1471,2017-01-12,11500.658857142858
1472,2017-01-13,11500.887999999999
1473,2017-01-14,11501.117142857143
1474,2017-01-15,11501.346285714286
1475,2017-01-16,11501.575428571428
1476,2017-01-17,11501.804571428573
1477,2017-01-18,11502.033714285713
1478,2017-01-19,11502.262857142858
1479,2017-01-20,11502.492
1480,2017-01-21,11502.721142857143
1481,2017-01-22,11502.950285714285
1482,2017-01-23,11503.179428571428
1483,2017-01-24,11503.408571428572
1484,2017-01-25,11503.637714285715
1485,2017-01-26,11503.866857142857
1486,2017-01-27,11504.096
1487,2017-01-28,11504.325142857142
1488,2017-01-29,11504.554285714286
1489,2017-01-30,11504.783428571427
1490,2017-01-31,11505.012571428571
1491,2017-02-01,11505.241714285716
1492,2017-02-02,11505.470857142856
1493,2017-02-03,11505.7
1494,2017-02-04,11508.283076923077
1495,2017-02-05,11510.866153846153
1496,2017-02-06,11513.44923076923
1497,2017-02-07,11516.032307692309
1498,2017-02-08,11518.615384615383
1499,2017-02-09,11521.19846153846
1500,2017-02-10,11523.781538461539
1501,2017-02-11,11526.364615384617
1502,2017-02-12,11528.94769230769
1503,2017-02-13,11531.530769230769
1504,2017-02-14,11534.113846153847
1505,2017-02-15,11536.696923076923
1506,2017-02-16,11539.279999999999
1507,2017-02-17,11541.863076923077
1508,2017-02-18,11544.446153846153
1509,2017-02-19,11547.02923076923
1510,2017-02-20,11549.612307692307
1511,2017-02-21,11552.195384615385
1512,2017-02-22,11554.77846153846
1513,2017-02-23,11557.361538461539
1514,2017-02-24,11559.944615384615
1515,2017-02-25,11562.527692307693
1516,2017-02-26,11565.110769230769
1517,2017-02-27,11567.693846153847
1518,2017-02-28,11570.276923076923
1519,2017-03-01,11572.86
1520,2017-03-02,11576.401666666667
1521,2017-03-03,11579.943333333333
1522,2017-03-04,11583.485
1523,2017-03-05,11587.026666666667
1524,2017-03-06,11590.568333333333
1525,2017-03-07,11594.11
1526,2017-03-08,11597.651666666667
1527,2017-03-09,11601.193333333333
1528,2017-03-10,11604.735
1529,2017-03-11,11608.276666666665
1530,2017-03-12,11611.818333333333
1531,2017-03-13,11615.36
1532,2017-03-14,11618.901666666667
1533,2017-03-15,11622.443333333333
1534,2017-03-16,11625.985
1535,2017-03-17,11629.526666666667
1536,2017-03-18,11633.068333333333
1537,2017-03-19,11636.61
1538,2017-03-20,11640.151666666667
1539,2017-03-21,11643.693333333333
1540,2017-03-22,11647.235
1541,2017-03-23,11650.776666666667
1542,2017-03-24,11654.318333333333
1543,2017-03-25,11657.86
1544,2017-03-26,11661.401666666665
1545,2017-03-27,11664.943333333333
1546,2017-03-28,11668.485
1547,2017-03-29,11672.026666666667
1548,2017-03-30,11675.568333333333
1549,2017-03-31,11679.11
1550,2017-04-01,11649.425806451613
1551,2017-04-02,11619.741612903224
1552,2017-04-03,11590.057419354838
1553,2017-04-04,11560.373225806452
1554,2017-04-05,11530.689032258064
1555,2017-04-06,11501.004838709676
1556,2017-04-07,11471.32064516129
1557,2017-04-08,11441.636451612903
1558,2017-04-09,11411.952258064517
1559,2017-04-10,11382.268064516129
1560,2017-04-11,11352.583870967741
1561,2017-04-12,11322.899677419355
1562,2017-04-13,11293.215483870968
1563,2017-04-14,11263.53129032258
1564,2017-04-15,11233.847096774192
1565,2017-04-16,11204.162903225806
1566,2017-04-17,11174.47870967742
1567,2017-04-18,11144.794516129032
1568,2017-04-19,11115.110322580646
1569,2017-04-20,11085.426129032257
1570,2017-04-21,11055.741935483871
1571,2017-04-22,11026.057741935483
1572,2017-04-23,10996.373548387097
1573,2017-04-24,10966.689354838709
1574,2017-04-25,10937.005161290323
1575,2017-04-26,10907.320967741936
1576,2017-04-27,10877.636774193548
1577,2017-04-28,10847.95258064516
1578,2017-04-29,10818.268387096774
1579,2017-04-30,10788.584193548386
1580,2017-05-01,10758.9
1581,2017-05-02,10798.478064516128
1582,2017-05-03,10838.056129032258
1583,2017-05-04,10877.634193548387
1584,2017-05-05,10917.212258064515
1585,2017-05-06,10956.790322580644
1586,2017-05-07,10996.368387096774
1587,2017-05-08,11035.946451612903
1588,2017-05-09,11075.524516129033
1589,2017-05-10,11115.102580645162
1590,2017-05-11,11154.68064516129
1591,2017-05-12,11194.258709677419
1592,2017-05-13,11233.836774193547
1593,2017-05-14,11273.414838709676
1594,2017-05-15,11312.992903225806
1595,2017-05-16,11352.570967741935
1596,2017-05-17,11392.149032258065
1597,2017-05-18,11431.727096774193
1598,2017-05-19,11471.305161290322
1599,2017-05-20,11510.88322580645
1600,2017-05-21,11550.46129032258
1601,2017-05-22,11590.03935483871
1602,2017-05-23,11629.61741935484
1603,2017-05-24,11669.195483870968
1604,2017-05-25,11708.773548387097
1605,2017-05-26,11748.351612903225
1606,2017-05-27,11787.929677419354
1607,2017-05-28,11827.507741935484
1608,2017-05-29,11867.085806451614
1609,2017-05-30,11906.663870967743
1610,2017-05-31,11946.241935483871
1611,2017-06-01,11985.82
1612,2017-06-02,11994.564137931035
1613,2017-06-03,12003.30827586207
1614,2017-06-04,12012.052413793102
1615,2017-06-05,12020.796551724137
1616,2017-06-06,12029.540689655172
1617,2017-06-07,12038.284827586205
1618,2017-06-08,12047.028965517242
1619,2017-06-09,12055.773103448275
1620,2017-06-10,12064.517241379312
1621,2017-06-11,12073.261379310345
1622,2017-06-12,12082.00551724138
1623,2017-06-13,12090.749655172414
1624,2017-06-14,12099.493793103447
1625,2017-06-15,12108.237931034482
1626,2017-06-16,12116.982068965517
1627,2017-06-17,12125.72620689655
1628,2017-06-18,12134.470344827587
1629,2017-06-19,12143.21448275862
1630,2017-06-20,12151.958620689655
1631,2017-06-21,12160.70275862069
1632,2017-06-22,12169.446896551723
1633,2017-06-23,12178.19103448276
1634,2017-06-24,12186.935172413792
1635,2017-06-25,12195.679310344827
1636,2017-06-26,12204.423448275862
1637,2017-06-27,12213.167586206895
1638,2017-06-28,12221.911724137932
1639,2017-06-29,12230.655862068965
1640,2017-06-30,12239.4
1641,2017-07-01,12212.3996875
1642,2017-07-02,12185.399375
1643,2017-07-03,12158.3990625
1644,2017-07-04,12131.39875
1645,2017-07-05,12104.3984375
1646,2017-07-06,12077.398125
1647,2017-07-07,12050.3978125
1648,2017-07-08,12023.3975
1649,2017-07-09,11996.397187499999
1650,2017-07-10,11969.396874999999
1651,2017-07-11,11942.3965625
1652,2017-07-12,11915.39625
1653,2017-07-13,11888.3959375
1654,2017-07-14,11861.395625000001
1655,2017-07-15,11834.3953125
1656,2017-07-16,11807.395
1657,2017-07-17,11780.3946875
1658,2017-07-18,11753.394375
1659,2017-07-19,11726.3940625
1660,2017-07-20,11699.39375
1661,2017-07-21,11672.393437499999
1662,2017-07-22,11645.393125
1663,2017-07-23,11618.3928125
1664,2017-07-24,11591.3925
1665,2017-07-25,11564.392187500001
1666,2017-07-26,11537.391875000001
1667,2017-07-27,11510.3915625
1668,2017-07-28,11483.39125
1669,2017-07-29,11456.3909375
1670,2017-07-30,11429.390625
1671,2017-07-31,11402.3903125
1672,2017-08-01,11375.39
1673,2017-08-02,11330.667096774194
1674,2017-08-03,11285.944193548388
1675,2017-08-04,11241.22129032258
1676,2017-08-05,11196.498387096774
1677,2017-08-06,11151.775483870968
1678,2017-08-07,11107.052580645162
1679,2017-08-08,11062.329677419355
1680,2017-08-09,11017.606774193548
1681,2017-08-10,10972.883870967742
1682,2017-08-11,10928.160967741936
1683,2017-08-12,10883.438064516129
1684,2017-08-13,10838.715161290322
1685,2017-08-14,10793.992258064516
1686,2017-08-15,10749.26935483871
1687,2017-08-16,10704.546451612903
1688,2017-08-17,10659.823548387096
1689,2017-08-18,10615.10064516129
1690,2017-08-19,10570.377741935485
1691,2017-08-20,10525.654838709677
1692,2017-08-21,10480.93193548387
1693,2017-08-22,10436.209032258064
1694,2017-08-23,10391.486129032257
1695,2017-08-24,10346.763225806451
1696,2017-08-25,10302.040322580646
1697,2017-08-26,10257.317419354838
1698,2017-08-27,10212.594516129033
1699,2017-08-28,10167.871612903225
1700,2017-08-29,10123.148709677418
1701,2017-08-30,10078.425806451613
1702,2017-08-31,10033.702903225807
1703,2017-09-01,9988.98
1704,2017-09-02,9954.68
1705,2017-09-03,9920.38
1706,2017-09-04,9886.08
1707,2017-09-05,9851.78
1708,2017-09-06,9817.48
1709,2017-09-07,9783.18
1710,2017-09-08,9748.88
1711,2017-09-09,9714.58
1712,2017-09-10,9680.279999999999
1713,2017-09-11,9645.98
1714,2017-09-12,9611.68
1715,2017-09-13,9577.380000000001
1716,2017-09-14,9543.08
1717,2017-09-15,9508.779999999999
1718,2017-09-16,9474.48
1719,2017-09-17,9440.18
1720,2017-09-18,9405.880000000001
1721,2017-09-19,9371.58
1722,2017-09-20,9337.279999999999
1723,2017-09-21,9302.98
1724,2017-09-22,9268.68
1725,2017-09-23,9234.38
1726,2017-09-24,9200.08
1727,2017-09-25,9165.779999999999
1728,2017-09-26,9131.48
1729,2017-09-27,9097.18
1730,2017-09-28,9062.88
1731,2017-09-29,9028.58
1732,2017-09-30,9022.686666666666
1733,2017-10-01,9016.793333333333
1734,2017-10-02,9010.9
1735,2017-10-03,9005.006666666666
1736,2017-10-04,8999.113333333333
1737,2017-10-05,8993.22
1738,2017-10-06,8987.326666666666
1739,2017-10-07,8981.433333333334
1740,2017-10-08,8975.54
1741,2017-10-09,8969.646666666667
1742,2017-10-10,8963.753333333334
1743,2017-10-11,8957.86
1744,2017-10-12,8951.966666666667
1745,2017-10-13,8946.073333333334
1746,2017-10-14,8940.18
1747,2017-10-15,8934.286666666667
1748,2017-10-16,8928.393333333333
1749,2017-10-17,8922.5
1750,2017-10-18,8916.606666666667
1751,2017-10-19,8910.713333333333
1752,2017-10-20,8904.82
1753,2017-10-21,8898.926666666666
1754,2017-10-22,8893.033333333333
1755,2017-10-23,8887.14
1756,2017-10-24,8881.246666666666
1757,2017-10-25,8875.353333333334
1758,2017-10-26,8869.460000000001
1759,2017-10-27,8863.566666666668
1760,2017-10-28,8857.673333333334
1761,2017-10-29,8851.78
1762,2017-10-30,8845.886666666667
1763,2017-10-31,8839.993333333334
1764,2017-11-01,8834.1
1765,2017-11-02,8893.982666666667
1766,2017-11-03,8953.865333333333
1767,2017-11-04,9013.748000000001
1768,2017-11-05,9073.630666666668
1769,2017-11-06,9133.513333333334
1770,2017-11-07,9193.396
1771,2017-11-08,9253.278666666667
1772,2017-11-09,9313.161333333333
1773,2017-11-10,9373.044
1774,2017-11-11,9432.926666666666
1775,2017-11-12,9492.809333333335
1776,2017-11-13,9552.692
1777,2017-11-14,9612.574666666667
1778,2017-11-15,9672.457333333332
1779,2017-11-16,9732.34
1780,2017-11-17,9792.222666666668
1781,2017-11-18,9852.105333333333
1782,2017-11-19,9911.988000000001
1783,2017-11-20,9971.870666666666
1784,2017-11-21,10031.753333333334
1785,2017-11-22,10091.636
1786,2017-11-23,10151.518666666667
1787,2017-11-24,10211.401333333333
1788,2017-11-25,10271.284
1789,2017-11-26,10331.166666666666
1790,2017-11-27,10391.049333333332
1791,2017-11-28,10450.932
1792,2017-11-29,10510.814666666667
1793,2017-11-30,10570.697333333334
1794,2017-12-01,10630.58
