,datetime,149696_62614_00003,149697_00010_00001,149698_00010_00002,149699_00010_00003
1105,2016-01-11,910.17,3.5,2.1,2.6
1106,2016-01-12,910.16,3.3,2.3,2.7
1107,2016-01-13,910.17,3.0,2.3,2.5
1108,2016-01-14,910.17,3.4,2.2,2.6
1109,2016-01-15,910.15,3.8,2.4,2.8
1110,2016-01-16,910.14,2.6,2.4,2.5
1111,2016-01-17,910.14,2.6,2.3,2.4
1112,2016-01-18,910.13,3.8,2.2,2.8
1113,2016-01-19,910.13,3.7,2.5,2.9
1114,2016-01-20,910.14,4.2,2.6,3.1
1115,2016-01-21,910.19,4.3,2.6,3.1
1116,2016-01-22,910.23,4.1,2.7,3.2
1117,2016-01-23,910.25,3.3,2.8,3.0
1118,2016-01-24,910.27,3.9,2.7,3.2
1119,2016-01-25,910.26,4.4,2.9,3.5
1120,2016-01-26,910.24,3.9,3.1,3.3
1121,2016-01-27,910.22,3.7,3.1,3.3
1122,2016-01-28,910.2,3.9,3.1,3.3
1123,2016-01-29,910.2,4.2,3.1,3.5
1124,2016-01-30,910.2,4.9,3.2,3.8
1125,2016-01-31,910.2,4.8,3.4,3.9
1126,2016-02-01,910.2,5.1,3.5,4.0
1127,2016-02-02,910.19,5.3,3.5,4.2
1128,2016-02-03,910.18,4.8,3.7,4.1
1129,2016-02-04,910.18,4.1,3.6,3.8
1130,2016-02-05,910.17,4.3,3.3,3.7
1131,2016-02-06,910.16,4.8,3.2,3.9
1132,2016-02-07,910.15,5.1,3.4,4.0
1133,2016-02-08,910.14,5.4,3.7,4.3
1134,2016-02-09,910.13,5.5,3.9,4.4
1135,2016-02-10,910.11,5.3,3.9,4.4
1136,2016-02-11,910.1,5.5,3.8,4.5
1137,2016-02-12,910.09,4.7,3.8,4.2
1138,2016-02-13,910.08,4.8,3.4,4.2
1139,2016-02-14,910.08,5.0,3.7,4.1
1140,2016-02-15,910.09,5.8,3.5,4.4
1141,2016-02-16,910.08,5.9,4.3,4.9
1142,2016-02-17,910.07,6.0,4.8,5.3
1143,2016-02-18,910.1,6.3,4.9,5.3
1144,2016-02-19,910.11,6.0,4.9,5.3
1145,2016-02-20,910.1,6.9,5.0,5.7
1146,2016-02-21,910.07,6.0,4.9,5.4
1147,2016-02-22,910.06,6.7,5.0,5.4
1148,2016-02-23,910.06,6.8,5.2,5.6
1149,2016-02-24,910.06,6.8,5.3,5.9
1150,2016-02-25,910.05,7.1,5.4,6.0
1151,2016-02-26,910.05,7.6,5.5,6.3
1152,2016-02-27,910.05,8.0,6.1,6.9
1153,2016-02-28,910.05,7.0,5.7,6.2
1154,2016-02-29,910.06,8.0,5.8,6.4
1155,2016-03-01,910.08,6.9,5.7,6.0
1156,2016-03-02,910.1,7.8,5.7,6.4
1157,2016-03-03,910.08,7.4,5.9,6.6
1158,2016-03-04,910.07,7.8,6.0,6.7
1159,2016-03-05,910.07,8.2,6.2,7.0
1160,2016-03-06,910.12,8.6,6.6,7.4
1161,2016-03-07,910.14,7.9,6.6,7.3
1162,2016-03-08,910.09,8.6,6.9,7.5
1163,2016-03-09,910.09,7.2,6.6,6.8
1164,2016-03-10,910.17,8.1,6.6,7.3
1165,2016-03-11,910.21,8.3,6.7,7.4
1166,2016-03-12,910.24,8.0,7.0,7.5
1167,2016-03-13,910.26,7.4,6.8,7.1
1168,2016-03-14,910.3,8.5,6.4,7.3
1169,2016-03-15,910.31,9.1,7.1,7.8
1170,2016-03-16,910.32,9.8,7.1,8.3
1171,2016-03-17,910.32,9.0,6.6,7.8
1172,2016-03-18,910.31,9.6,7.4,8.2
1173,2016-03-19,910.3,8.7,7.3,8.0
1174,2016-03-20,910.31,8.8,7.6,8.1
1175,2016-03-21,910.31,9.5,7.7,8.3
1176,2016-03-22,910.32,10.5,7.8,8.8
1177,2016-03-23,910.31,9.6,7.9,8.5
1178,2016-03-24,910.32,10.2,8.1,9.0
1179,2016-03-25,910.32,10.6,7.9,9.1
1180,2016-03-26,910.31,10.2,8.2,9.0
1181,2016-03-27,910.3,9.8,8.4,9.0
1182,2016-03-28,910.31,10.2,8.4,9.0
1183,2016-03-29,910.3,10.9,8.1,9.4
1184,2016-03-30,910.29,11.9,8.6,10.1
1185,2016-03-31,910.31,12.6,9.4,10.9
1186,2016-04-01,910.3,13.0,9.9,11.0
1187,2016-04-02,910.33,13.0,10.6,11.5
1188,2016-04-03,910.38,14.2,10.3,11.9
1189,2016-04-04,910.43,10.8,9.6,10.2
1190,2016-04-05,910.49,11.1,9.3,10.3
1191,2016-04-06,910.52,12.0,10.0,10.7
1192,2016-04-07,910.55,13.5,10.0,11.9
1193,2016-04-08,910.57,15.5,11.7,13.3
1194,2016-04-09,910.58,14.4,12.1,13.2
1195,2016-04-10,910.57,15.7,11.5,13.1
1196,2016-04-11,910.58,14.4,12.5,13.5
1197,2016-04-12,910.58,15.9,12.1,14.1
1198,2016-04-13,910.58,14.4,11.3,12.6
1199,2016-04-14,910.58,12.4,11.0,11.7
1200,2016-04-15,910.58,13.9,10.8,12.0
1201,2016-04-16,910.61,14.0,11.3,12.5
1202,2016-04-17,910.69,15.5,11.9,13.0
1203,2016-04-18,910.79,15.0,12.0,13.1
1204,2016-04-19,910.97,15.8,12.6,13.9
1205,2016-04-20,911.1,19.4,13.7,15.8
1206,2016-04-21,911.28,16.8,13.5,15.3
1207,2016-04-22,911.6,17.5,14.3,15.7
1208,2016-04-23,912.03,18.0,15.2,16.5
1209,2016-04-24,912.46,17.3,16.1,16.6
1210,2016-04-25,912.73,16.7,15.3,16.0
1211,2016-04-26,912.75,17.4,15.0,15.9
1212,2016-04-27,912.73,18.8,14.7,16.1
1213,2016-04-28,912.66,16.9,14.7,15.7
1214,2016-04-29,912.6,16.6,15.2,15.9
1215,2016-04-30,912.54,17.0,15.3,16.2
1216,2016-05-01,912.46,18.2,15.4,16.7
1217,2016-05-02,912.4,17.3,15.5,16.3
1218,2016-05-03,912.36,17.9,15.2,16.2
1219,2016-05-04,912.35,19.1,16.0,17.1
1220,2016-05-05,912.41,17.1,16.6,16.8
1221,2016-05-06,912.46,18.4,16.3,17.3
1222,2016-05-07,912.48,19.0,16.7,17.5
1223,2016-05-08,912.51,17.3,16.1,16.8
1224,2016-05-09,912.49,17.3,15.4,16.2
1225,2016-05-10,912.42,19.0,15.6,17.1
1226,2016-05-11,912.36,17.5,15.1,16.1
1227,2016-05-12,912.31,17.6,14.9,16.2
1228,2016-05-13,912.25,18.5,16.0,17.1
1229,2016-05-14,912.18,18.3,17.0,17.6
1230,2016-05-15,912.09,17.9,15.9,16.9
1231,2016-05-16,912.03,18.7,15.6,16.6
1232,2016-05-17,912.01,18.7,16.5,17.8
1233,2016-05-18,911.97,19.3,17.9,18.4
1234,2016-05-19,912.0,18.7,17.5,18.1
1235,2016-05-20,912.04,19.0,17.4,18.2
1236,2016-05-21,912.05,19.3,17.7,18.4
1237,2016-05-22,912.04,19.6,17.8,18.4
1238,2016-05-23,912.01,18.6,17.6,18.0
1239,2016-05-24,911.96,20.2,17.3,18.6
1240,2016-05-25,911.91,20.8,17.5,19.0
1241,2016-05-26,911.87,20.7,18.8,19.6
1242,2016-05-27,911.83,20.3,18.8,19.4
1243,2016-05-28,911.8,20.2,17.7,18.9
1244,2016-05-29,911.85,19.4,17.5,18.3
1245,2016-05-30,911.85,21.2,17.3,19.1
1246,2016-05-31,911.84,21.3,18.8,19.7
1247,2016-06-01,911.8,20.9,18.7,19.6
1248,2016-06-02,911.78,22.0,19.7,20.8
1249,2016-06-03,911.77,21.6,20.0,20.6
1250,2016-06-04,911.8,24.0,19.6,21.0
1251,2016-06-05,911.83,25.8,21.1,22.9
1252,2016-06-06,911.85,27.0,22.4,24.5
1253,2016-06-07,911.83,25.8,23.8,24.7
1254,2016-06-08,911.83,24.0,20.7,22.7
1255,2016-06-09,911.84,24.2,20.2,22.2
1256,2016-06-10,911.88,21.7,18.4,20.2
1257,2016-06-11,911.93,21.4,19.9,20.5
1258,2016-06-12,911.92,21.8,19.8,20.8
1259,2016-06-13,911.87,22.4,20.4,21.1
1260,2016-06-14,911.86,20.9,19.5,20.1
1261,2016-06-15,911.83,21.8,18.9,20.2
1262,2016-06-16,911.81,22.2,19.4,20.4
1263,2016-06-17,911.78,21.1,19.1,20.1
1264,2016-06-18,911.82,20.0,19.2,19.6
1265,2016-06-19,911.89,22.6,18.7,20.2
1266,2016-06-20,911.95,21.9,20.2,20.8
1267,2016-06-21,911.93,23.1,20.1,21.4
1268,2016-06-22,911.91,23.6,20.7,21.8
1269,2016-06-23,911.91,22.3,20.5,21.3
1270,2016-06-24,911.9,21.6,20.7,21.1
1271,2016-06-25,911.91,22.8,20.3,21.3
1272,2016-06-26,911.92,24.0,20.4,22.0
1273,2016-06-27,911.9,25.9,21.6,23.3
1274,2016-06-28,911.87,26.0,23.3,24.2
1275,2016-06-29,911.89,26.2,23.0,24.4
1276,2016-06-30,911.9,26.1,23.5,24.7
1277,2016-07-01,911.88,25.1,23.7,24.4
1278,2016-07-02,911.87,25.5,23.5,24.4
1279,2016-07-03,911.88,25.0,23.4,24.3
1280,2016-07-04,911.85,23.8,22.5,23.2
1281,2016-07-05,911.85,22.9,21.8,22.4
1282,2016-07-06,911.87,23.8,21.3,22.5
1283,2016-07-07,911.88,22.6,21.5,22.1
1284,2016-07-08,911.89,22.1,21.0,21.5
1285,2016-07-09,911.97,22.8,20.8,21.8
1286,2016-07-10,911.97,23.4,21.5,22.4
1287,2016-07-11,911.95,23.7,21.8,22.7
1288,2016-07-12,911.92,23.5,22.0,22.8
1289,2016-07-13,911.89,24.0,21.6,22.7
1290,2016-07-14,911.86,24.5,22.5,23.3
1291,2016-07-15,911.82,22.7,21.7,22.2
1292,2016-07-16,911.81,23.7,21.6,22.5
1293,2016-07-17,911.84,23.8,22.2,22.8
1294,2016-07-18,911.85,23.6,22.1,22.7
1295,2016-07-19,911.83,22.7,21.5,22.1
1296,2016-07-20,911.81,24.0,21.4,22.5
1297,2016-07-21,911.79,25.2,22.4,23.8
1298,2016-07-22,911.8,24.9,23.3,24.0
1299,2016-07-23,911.79,25.7,23.2,24.4
1300,2016-07-24,911.79,25.9,23.7,24.5
1301,2016-07-25,911.78,26.5,23.3,24.6
1302,2016-07-26,911.77,25.3,24.2,24.7
1303,2016-07-27,911.79,26.4,24.0,25.2
1304,2016-07-28,911.81,27.6,25.3,26.4
1305,2016-07-29,911.81,27.7,26.2,26.8
1306,2016-07-30,911.81,28.9,26.3,27.2
1307,2016-07-31,911.8,26.8,24.8,25.8
1308,2016-08-01,911.76,26.6,24.1,25.1
1309,2016-08-02,911.76,25.8,23.8,24.6
1310,2016-08-03,911.78,24.8,23.1,24.0
1311,2016-08-04,911.77,24.4,23.3,23.8
1312,2016-08-05,911.69,24.7,23.0,23.8
1313,2016-08-06,911.64,25.5,22.7,23.8
1314,2016-08-07,911.62,24.4,23.1,23.7
1315,2016-08-08,911.6,24.0,22.6,23.4
1316,2016-08-09,911.61,24.3,22.5,23.4
1317,2016-08-10,911.63,24.9,22.7,23.3
1318,2016-08-11,911.66,25.7,22.9,24.3
1319,2016-08-12,911.66,25.5,23.9,24.8
1320,2016-08-13,911.66,25.7,24.4,24.9
1321,2016-08-14,911.67,26.3,23.7,25.0
1322,2016-08-15,911.67,27.9,24.6,26.1
1323,2016-08-16,911.66,27.1,25.4,26.4
1324,2016-08-17,911.67,27.3,25.7,26.6
1325,2016-08-18,911.64,25.8,24.7,25.2
1326,2016-08-19,911.59,26.3,24.0,25.1
1327,2016-08-20,911.58,26.0,23.7,24.6
1328,2016-08-21,911.58,24.7,23.3,24.2
1329,2016-08-22,911.56,25.0,22.4,23.7
1330,2016-08-23,911.55,24.8,22.9,23.8
1331,2016-08-24,911.53,25.1,22.9,23.8
1332,2016-08-25,911.52,25.4,23.1,24.1
1333,2016-08-26,911.51,25.5,23.5,24.4
1334,2016-08-27,911.51,24.3,22.8,23.7
1335,2016-08-28,911.51,24.0,22.3,23.1
1336,2016-08-29,911.51,24.6,22.6,23.3
1337,2016-08-30,911.54,23.9,22.4,23.2
1338,2016-08-31,911.55,23.5,22.6,23.1
1339,2016-09-01,911.62,23.1,21.9,22.6
1340,2016-09-02,911.69,22.8,21.4,22.1
1341,2016-09-03,911.77,23.3,21.0,22.0
1342,2016-09-04,911.75,22.0,20.9,21.5
1343,2016-09-05,911.76,22.6,20.4,21.5
1344,2016-09-06,911.82,22.0,20.9,21.5
1345,2016-09-07,911.79,21.7,20.8,21.3
1346,2016-09-08,911.8,21.8,20.2,20.8
1347,2016-09-09,911.81,21.2,19.7,20.4
1348,2016-09-10,911.84,21.9,19.8,20.5
1349,2016-09-11,911.85,20.8,19.5,20.0
1350,2016-09-12,911.81,20.8,18.7,19.7
1351,2016-09-13,911.78,21.2,19.0,20.1
1352,2016-09-14,911.74,21.8,19.6,20.6
1353,2016-09-15,911.75,21.2,19.9,20.5
1354,2016-09-16,911.74,20.7,19.7,20.2
1355,2016-09-17,911.74,20.0,19.4,19.7
1356,2016-09-18,911.74,20.5,18.7,19.5
1357,2016-09-19,911.74,20.0,18.5,19.0
1358,2016-09-20,911.74,20.1,17.9,19.0
1359,2016-09-21,911.71,19.1,18.3,18.8
1360,2016-09-22,911.67,19.7,17.9,18.8
1361,2016-09-23,911.65,19.1,18.1,18.6
1362,2016-09-24,911.63,19.8,17.5,18.5
1363,2016-09-25,911.62,20.0,18.3,18.9
1364,2016-09-26,911.6,19.9,18.3,18.8
1365,2016-09-27,911.59,18.6,17.5,18.3
1366,2016-09-28,911.54,18.2,16.8,17.5
1367,2016-09-29,911.5,18.9,17.2,17.9
1368,2016-09-30,911.47,18.7,17.5,18.0
1369,2016-10-01,911.43,18.1,17.1,17.6
1370,2016-10-02,911.41,18.5,16.5,17.5
1371,2016-10-03,911.39,18.2,16.8,17.5
1372,2016-10-04,911.35,17.6,16.8,17.2
1373,2016-10-05,911.31,17.7,16.5,16.9
1374,2016-10-06,911.28,17.0,16.2,16.6
1375,2016-10-07,911.25,17.0,16.1,16.4
1376,2016-10-08,911.23,16.4,15.9,16.1
1377,2016-10-09,911.24,16.0,14.7,15.4
1378,2016-10-10,911.21,14.7,13.5,14.0
1379,2016-10-11,911.14,15.1,13.4,14.4
1380,2016-10-12,911.07,15.4,13.6,14.3
1381,2016-10-13,911.01,14.2,13.8,14.0
1382,2016-10-14,911.02,14.2,13.4,13.8
1383,2016-10-15,910.98,14.2,13.2,13.7
1384,2016-10-16,910.97,14.1,13.4,13.7
1385,2016-10-17,910.97,14.4,13.3,13.8
1386,2016-10-18,910.92,14.2,13.5,13.8
1387,2016-10-19,910.85,14.1,13.0,13.4
1388,2016-10-20,910.81,13.7,13.2,13.4
1389,2016-10-21,910.78,14.0,12.9,13.4
1390,2016-10-22,910.72,14.0,13.0,13.4
1391,2016-10-23,910.68,14.1,12.6,13.3
1392,2016-10-24,910.64,13.9,12.6,13.3
1393,2016-10-25,910.6,14.1,13.0,13.4
1394,2016-10-26,910.56,13.2,12.8,13.0
1395,2016-10-27,910.54,13.4,12.7,13.1
1396,2016-10-28,910.49,13.4,12.6,13.0
1397,2016-10-29,910.44,12.9,12.0,12.5
1398,2016-10-30,910.39,13.3,12.1,12.6
1399,2016-10-31,910.35,13.4,12.3,12.7
1400,2016-11-01,910.3,13.1,12.2,12.6
1401,2016-11-02,910.25,12.6,12.1,12.3
1402,2016-11-03,910.21,12.7,11.8,12.1
1403,2016-11-04,910.19,12.6,11.3,11.9
1404,2016-11-05,910.15,12.3,11.6,11.9
1405,2016-11-06,910.14,12.5,11.8,12.0
1406,2016-11-07,910.11,12.4,11.7,12.0
1407,2016-11-08,910.08,12.2,11.3,11.7
1408,2016-11-09,910.06,12.0,11.2,11.6
1409,2016-11-10,910.04,12.1,11.1,11.5
1410,2016-11-11,910.01,12.2,11.4,11.7
1411,2016-11-12,909.98,11.9,11.4,11.6
1412,2016-11-13,909.95,11.7,10.9,11.2
1413,2016-11-14,909.93,12.0,10.8,11.3
1414,2016-11-15,909.94,11.0,10.5,10.8
1415,2016-11-16,909.93,11.2,10.3,10.7
1416,2016-11-17,909.91,10.4,9.5,10.0
1417,2016-11-18,909.88,10.4,9.9,10.1
1418,2016-11-19,909.85,10.2,9.5,9.8
1419,2016-11-20,909.84,10.0,9.5,9.8
1420,2016-11-21,909.83,10.4,9.6,9.9
1421,2016-11-22,909.81,10.0,9.2,9.7
1422,2016-11-23,909.82,10.1,9.0,9.5
1423,2016-11-24,909.83,9.4,8.9,9.1
1424,2016-11-25,909.85,9.7,8.9,9.2
1425,2016-11-26,909.87,9.8,9.0,9.3
1426,2016-11-27,909.87,9.3,8.6,8.9
1427,2016-11-28,909.87,9.1,8.5,8.8
1428,2016-11-29,909.85,9.0,8.0,8.5
1429,2016-11-30,909.83,9.1,8.1,8.6
1430,2016-12-01,909.83,8.5,7.5,8.1
1431,2016-12-02,909.82,7.8,7.1,7.4
1432,2016-12-03,909.81,8.6,7.6,7.9
1433,2016-12-04,909.81,7.9,6.2,7.1
1434,2016-12-05,909.81,7.2,5.7,6.6
1435,2016-12-06,909.82,5.8,4.0,4.8
1436,2016-12-07,909.79,4.3,2.0,3.0
1437,2016-12-08,909.76,4.4,1.2,2.7
1438,2016-12-09,909.75,4.4,1.3,3.6
1439,2016-12-10,909.75,4.4,3.9,4.1
1440,2016-12-11,909.76,4.5,3.9,4.3
1441,2016-12-12,909.78,4.5,0.6,1.7
1442,2016-12-13,909.75,3.2,0.3,1.3
1443,2016-12-14,909.75,2.7,0.3,1.0
1444,2016-12-15,909.75,0.4,0.3,0.4
1445,2016-12-16,909.78,0.9,0.4,0.5
1446,2016-12-17,909.77,1.7,0.9,1.4
1447,2016-12-18,909.75,2.2,1.4,1.8
1448,2016-12-19,909.75,2.4,1.6,1.9
1449,2016-12-20,909.78,1.9,1.5,1.9
1450,2016-12-21,909.82,1.9,1.5,1.8
1451,2016-12-22,909.81,1.8,1.6,1.7
1452,2016-12-23,909.83,1.7,1.6,1.7
1453,2016-12-24,909.83,1.8,1.5,1.7
1454,2016-12-25,909.82,1.7,1.5,1.7
1455,2016-12-26,909.79,1.6,1.4,1.5
1456,2016-12-27,909.78,1.6,1.2,1.5
1457,2016-12-28,909.77,1.5,1.2,1.5
1458,2016-12-29,909.76,1.5,1.3,1.5
1459,2016-12-30,909.76,1.5,1.4,1.5
1460,2016-12-31,909.76,1.5,1.2,1.4
1461,2017-01-01,909.77,1.3,1.0,1.3
1462,2017-01-02,909.76,1.3,1.2,1.3
1463,2017-01-03,909.75,1.3,1.1,1.3
1464,2017-01-04,909.73,1.5,1.1,1.3
1465,2017-01-05,909.72,1.7,1.3,1.5
1466,2017-01-06,909.71,1.5,1.1,1.3
1467,2017-01-07,909.7,1.5,1.1,1.3
1468,2017-01-08,909.71,1.5,1.2,1.3
1469,2017-01-09,909.72,1.3,1.1,1.2
1470,2017-01-10,909.71,1.2,1.1,1.2
1471,2017-01-11,909.68,1.2,1.0,1.1
1472,2017-01-12,909.67,1.2,1.1,1.2
1473,2017-01-13,909.66,1.2,1.1,1.2
1474,2017-01-14,909.66,1.2,1.1,1.1
1475,2017-01-15,909.66,1.1,0.9,1.1
1476,2017-01-16,909.66,1.1,0.9,1.0
1477,2017-01-17,909.66,1.0,0.9,1.0
1478,2017-01-18,909.67,1.1,0.9,1.0
1479,2017-01-19,909.7,1.1,1.0,1.1
1480,2017-01-20,909.71,1.1,1.0,1.1
1481,2017-01-21,909.7,1.2,1.1,1.1
1482,2017-01-22,909.7,1.2,1.1,1.2
1483,2017-01-23,909.69,1.4,1.2,1.2
1484,2017-01-24,909.68,1.4,1.2,1.3
1485,2017-01-25,909.67,1.5,1.2,1.3
1486,2017-01-26,909.66,1.5,1.3,1.4
1487,2017-01-27,909.64,1.5,1.4,1.4
1488,2017-01-28,909.64,1.5,1.3,1.4
1489,2017-01-29,909.63,1.5,1.3,1.4
1490,2017-01-30,909.63,1.6,1.3,1.5
1491,2017-01-31,909.63,1.7,1.4,1.6
1492,2017-02-01,909.62,1.8,1.6,1.7
1493,2017-02-02,909.61,1.7,1.4,1.6
1494,2017-02-03,909.6,1.5,1.2,1.3
1495,2017-02-04,909.6,1.3,1.1,1.2
1496,2017-02-05,909.6,1.2,1.0,1.1
1497,2017-02-06,909.61,1.2,1.1,1.1
1498,2017-02-07,909.6,1.2,1.0,1.1
1499,2017-02-08,909.6,1.1,1.0,1.1
1500,2017-02-09,909.63,1.1,0.9,1.1
1501,2017-02-10,909.64,1.1,1.0,1.0
1502,2017-02-11,909.65,1.1,1.0,1.1
1503,2017-02-12,909.65,1.1,1.0,1.1
1504,2017-02-13,909.66,1.1,1.0,1.1
1505,2017-02-14,909.65,1.2,1.0,1.1
1506,2017-02-15,909.63,1.2,1.1,1.1
1507,2017-02-16,909.63,1.2,1.1,1.1
1508,2017-02-17,909.63,2.0,1.1,1.3
1509,2017-02-18,909.64,1.9,1.2,1.4
1510,2017-02-19,909.65,2.2,1.2,1.6
1511,2017-02-20,909.65,2.2,1.3,1.7
1512,2017-02-21,909.66,2.5,1.4,1.9
1513,2017-02-22,909.66,3.0,1.6,2.0
1514,2017-02-23,909.66,3.1,1.7,2.2
1515,2017-02-24,909.67,3.2,1.8,2.3
1516,2017-02-25,909.7,3.3,2.0,2.4
1517,2017-02-26,909.73,2.5,2.0,2.2
1518,2017-02-27,909.77,2.4,2.0,2.2
1519,2017-02-28,909.82,2.6,2.3,2.4
1520,2017-03-01,909.87,2.9,2.4,2.6
1521,2017-03-02,909.93,3.6,2.5,2.9
1522,2017-03-03,910.01,3.9,2.7,3.2
1523,2017-03-04,910.1,5.2,3.1,4.1
1524,2017-03-05,910.19,4.7,4.1,4.3
1525,2017-03-06,910.27,5.5,4.1,4.7
1526,2017-03-07,910.32,4.9,4.2,4.6
1527,2017-03-08,910.37,5.5,4.1,4.7
1528,2017-03-09,910.41,5.0,4.3,4.6
1529,2017-03-10,910.46,5.8,4.4,4.9
1530,2017-03-11,910.48,5.5,4.6,5.1
1531,2017-03-12,910.5,5.9,4.8,5.4
1532,2017-03-13,910.52,6.1,5.1,5.5
1533,2017-03-14,910.54,6.0,5.3,5.6
1534,2017-03-15,910.55,5.9,5.3,5.6
1535,2017-03-16,910.56,7.0,5.4,6.1
1536,2017-03-17,910.56,6.8,6.0,6.3
1537,2017-03-18,910.58,6.5,4.8,6.0
1538,2017-03-19,910.61,7.5,5.7,6.4
1539,2017-03-20,910.62,6.9,5.9,6.2
1540,2017-03-21,910.6,6.5,5.4,5.9
1541,2017-03-22,910.6,7.2,5.4,6.0
1542,2017-03-23,910.6,8.1,5.7,6.6
1543,2017-03-24,910.61,6.6,6.0,6.3
1544,2017-03-25,910.62,8.6,6.0,6.9
1545,2017-03-26,910.61,6.8,5.9,6.3
1546,2017-03-27,910.61,8.1,5.7,6.7
1547,2017-03-28,910.59,7.6,6.4,7.0
1548,2017-03-29,910.6,6.7,6.1,6.4
1549,2017-03-30,910.61,9.5,6.2,7.3
1550,2017-03-31,910.59,9.3,6.4,7.6
1551,2017-04-01,910.58,8.6,6.9,7.7
1552,2017-04-02,910.57,10.7,7.4,8.7
1553,2017-04-03,910.57,10.2,6.8,8.1
1554,2017-04-04,910.55,8.6,7.0,7.7
1555,2017-04-05,910.55,8.1,7.3,7.7
1556,2017-04-06,910.58,8.6,7.7,8.0
1557,2017-04-07,910.63,8.8,7.7,8.1
1558,2017-04-08,910.7,8.8,7.5,7.9
1559,2017-04-09,910.66,8.9,7.5,8.1
1560,2017-04-10,910.63,8.3,7.4,7.8
1561,2017-04-11,910.63,10.5,7.2,9.0
1562,2017-04-12,910.63,10.1,9.4,9.7
1563,2017-04-13,910.71,10.9,9.1,9.7
1564,2017-04-14,910.76,11.1,9.0,9.9
1565,2017-04-15,910.78,10.0,7.8,8.9
1566,2017-04-16,910.78,11.4,7.4,9.1
1567,2017-04-17,910.78,10.9,8.7,9.6
1568,2017-04-18,910.8,10.0,8.9,9.3
1569,2017-04-19,910.83,9.9,8.5,9.1
1570,2017-04-20,910.89,11.9,8.5,10.2
1571,2017-04-21,910.93,15.0,9.9,11.9
1572,2017-04-22,910.94,13.4,11.2,12.3
1573,2017-04-23,910.95,13.0,10.0,11.1
1574,2017-04-24,910.97,14.5,9.9,12.0
1575,2017-04-25,911.04,14.8,11.5,12.9
1576,2017-04-26,911.08,13.1,12.0,12.6
1577,2017-04-27,911.07,14.1,11.8,12.8
1578,2017-04-28,911.09,15.6,11.9,13.6
1579,2017-04-29,911.15,14.5,10.2,12.9
1580,2017-04-30,911.26,14.8,10.0,12.5
1581,2017-05-01,911.35,13.4,11.9,12.5
1582,2017-05-02,911.45,15.2,11.8,12.7
1583,2017-05-03,911.57,13.2,11.8,12.4
1584,2017-05-04,911.73,15.7,12.7,13.7
1585,2017-05-05,912.01,14.9,11.6,13.2
1586,2017-05-06,912.51,14.5,11.9,13.2
1587,2017-05-07,912.85,15.3,13.2,14.3
1588,2017-05-08,912.91,15.8,13.9,14.8
1589,2017-05-09,912.9,16.9,14.1,15.0
1590,2017-05-10,912.92,15.5,13.2,14.3
1591,2017-05-11,913.05,15.8,14.0,14.8
1592,2017-05-12,913.28,16.4,14.1,15.3
1593,2017-05-13,913.47,16.5,14.8,15.4
1594,2017-05-14,913.52,15.1,12.9,13.5
1595,2017-05-15,913.5,13.7,12.6,13.2
1596,2017-05-16,913.51,14.0,13.3,13.6
1597,2017-05-17,913.53,16.1,13.4,14.7
1598,2017-05-18,913.51,15.7,14.0,14.7
1599,2017-05-19,913.47,17.0,14.1,15.2
1600,2017-05-20,913.45,18.8,15.4,16.8
1601,2017-05-21,913.45,18.7,15.7,16.8
1602,2017-05-22,913.51,21.0,16.3,17.7
1603,2017-05-23,913.64,16.5,13.1,14.8
1604,2017-05-24,913.93,17.8,12.9,16.0
1605,2017-05-25,914.22,17.9,16.3,16.8
1606,2017-05-26,914.32,17.1,16.1,16.5
1607,2017-05-27,914.25,16.7,15.7,16.2
1608,2017-05-28,914.18,19.5,15.9,17.0
1609,2017-05-29,914.2,20.7,16.4,18.2
1610,2017-05-30,914.29,21.3,16.9,18.6
1611,2017-05-31,914.46,21.9,15.9,18.9
1612,2017-06-01,914.72,19.5,17.8,18.7
1613,2017-06-02,914.87,19.0,17.2,18.3
1614,2017-06-03,914.79,18.5,17.8,18.1
1615,2017-06-04,914.6,19.9,18.5,19.1
1616,2017-06-05,914.36,19.4,18.4,18.8
1617,2017-06-06,914.11,20.2,18.1,18.9
1618,2017-06-07,913.87,22.0,18.4,20.2
1619,2017-06-08,913.66,21.4,17.1,19.2
1620,2017-06-09,913.55,20.0,18.0,18.9
1621,2017-06-10,913.43,19.6,18.4,19.0
1622,2017-06-11,913.32,20.9,18.5,19.5
1623,2017-06-12,913.23,21.2,19.0,20.1
1624,2017-06-13,913.12,20.9,19.6,20.1
1625,2017-06-14,912.99,19.7,18.3,19.1
1626,2017-06-15,912.89,18.5,17.1,18.0
1627,2017-06-16,912.84,18.5,17.1,17.9
1628,2017-06-17,912.78,18.4,17.4,17.9
1629,2017-06-18,912.73,19.1,17.5,18.3
1630,2017-06-19,912.7,20.1,18.3,19.0
1631,2017-06-20,912.66,23.0,19.2,20.6
1632,2017-06-21,912.62,21.4,19.4,20.3
1633,2017-06-22,912.57,21.2,19.4,20.2
1634,2017-06-23,912.53,21.4,19.3,20.1
1635,2017-06-24,912.5,22.6,19.8,21.0
1636,2017-06-25,912.48,21.7,19.7,20.6
1637,2017-06-26,912.46,23.3,19.1,20.9
1638,2017-06-27,912.44,23.1,21.7,22.3
1639,2017-06-28,912.41,23.1,21.2,21.9
1640,2017-06-29,912.38,23.3,20.9,21.8
