,datetime,150395_00054_32400,150395_00054_32400_cd,150396_62614_32400
422,2014-02-27,372600.0,,483.41
423,2014-02-28,372600.0,,483.48
424,2014-03-01,372600.0,,483.1
425,2014-03-02,372600.0,,481.61
426,2014-03-03,372600.0,,481.56
427,2014-03-04,372600.0,,480.56
428,2014-03-05,372600.0,,480.94
429,2014-03-06,372600.0,,482.15
430,2014-03-07,372600.0,,481.06
431,2014-03-08,372600.0,,480.26
432,2014-03-09,372600.0,,482.19
433,2014-03-10,372600.0,,481.4
434,2014-03-11,372600.0,,480.74
435,2014-03-12,372600.0,,480.93
436,2014-03-13,372600.0,,480.65
437,2014-03-14,372600.0,,481.04
438,2014-03-15,372600.0,,481.43
439,2014-03-16,372600.0,,481.07
440,2014-03-17,372600.0,,480.22
441,2014-03-18,372600.0,,480.46
442,2014-03-19,372600.0,,479.14
443,2014-03-20,372600.0,,478.52
444,2014-03-21,372600.0,,479.03
445,2014-03-22,372600.0,,478.77
446,2014-03-23,372600.0,,477.87
447,2014-03-24,372600.0,,477.55
448,2014-03-25,372600.0,,476.81
449,2014-03-26,372600.0,,476.52
450,2014-03-27,372600.0,,476.16
451,2014-03-28,372600.0,,477.24
452,2014-03-29,372600.0,,475.75
453,2014-03-30,372600.0,,476.43
454,2014-03-31,372600.0,,476.4
455,2014-04-01,372600.0,,475.47
456,2014-04-02,372600.0,,473.96
457,2014-04-03,372600.0,,473.68
458,2014-04-04,372600.0,,473.17
459,2014-04-05,372600.0,,472.34
460,2014-04-06,372600.0,,472.47
461,2014-04-07,372600.0,,472.28
462,2014-04-08,372600.0,,472.79
463,2014-04-09,372600.0,,474.64
464,2014-04-10,372600.0,,476.74
465,2014-04-11,372600.0,,478.91
466,2014-04-12,372600.0,,480.72
467,2014-04-13,372600.0,,480.36
468,2014-04-14,372600.0,,480.11
469,2014-04-15,372600.0,,480.64
470,2014-04-16,372600.0,,480.47
471,2014-04-17,372600.0,,480.42
472,2014-04-18,372600.0,,480.57
473,2014-04-19,372600.0,,482.25
474,2014-04-20,372600.0,,483.08
475,2014-04-21,372600.0,,484.27
476,2014-04-22,372600.0,,485.3
477,2014-04-23,372600.0,,484.89
478,2014-04-24,372600.0,,485.71
479,2014-04-25,372600.0,,486.45
480,2014-04-26,372600.0,,486.23
481,2014-04-27,372600.0,,487.25
482,2014-04-28,372600.0,,487.79
483,2014-04-29,372600.0,,488.09
484,2014-04-30,372600.0,,487.14
485,2014-05-01,372600.0,,485.6
486,2014-05-02,372600.0,,486.49
487,2014-05-03,372600.0,,487.12
488,2014-05-04,372600.0,,488.02
489,2014-05-05,372600.0,,488.34
490,2014-05-06,372600.0,,488.35
491,2014-05-07,372600.0,,488.29
492,2014-05-08,372600.0,,488.0
493,2014-05-09,372600.0,,487.49
494,2014-05-10,372600.0,,488.13
495,2014-05-11,372600.0,,488.25
496,2014-05-12,372600.0,,488.34
497,2014-05-13,372600.0,,488.82
498,2014-05-14,372600.0,,488.46
499,2014-05-15,372600.0,,487.11
500,2014-05-16,372600.0,,487.2
501,2014-05-17,372600.0,,488.18
502,2014-05-18,372600.0,,488.42
503,2014-05-19,372600.0,,488.52
504,2014-05-20,372600.0,,487.52
505,2014-05-21,372600.0,,486.26
506,2014-05-22,372600.0,,484.49
507,2014-05-23,372600.0,,483.92
508,2014-05-24,372600.0,,483.6933333333333
509,2014-05-25,372600.0,,483.4666666666667
510,2014-05-26,372600.0,,483.24
511,2014-05-27,372600.0,,483.78
512,2014-05-28,372600.0,,484.08
513,2014-05-29,372600.0,,484.68
514,2014-05-30,372600.0,,485.31
515,2014-05-31,372600.0,,485.16
516,2014-06-01,372600.0,,485.1
517,2014-06-02,372600.0,,485.59
518,2014-06-03,372600.0,,486.16
519,2014-06-04,372600.0,,485.7
520,2014-06-05,372600.0,,486.06
521,2014-06-06,372600.0,,486.14
522,2014-06-07,372600.0,,486.18
523,2014-06-08,372600.0,,486.42
524,2014-06-09,372600.0,,486.03
525,2014-06-10,372600.0,,485.56
526,2014-06-11,372600.0,,485.52
527,2014-06-12,372600.0,,485.27
528,2014-06-13,372600.0,,484.74
529,2014-06-14,372600.0,,484.75
530,2014-06-15,372600.0,,484.48
531,2014-06-16,372600.0,,484.45
532,2014-06-17,372600.0,,484.54
533,2014-06-18,372600.0,,484.04
534,2014-06-19,372600.0,,483.96
535,2014-06-20,372600.0,,483.17
536,2014-06-21,372600.0,,482.61
537,2014-06-22,372600.0,,481.98
538,2014-06-23,372600.0,,481.26
539,2014-06-24,372600.0,,480.47
540,2014-06-25,372600.0,,479.46
541,2014-06-26,372600.0,,479.46
542,2014-06-27,372600.0,,480.18
543,2014-06-28,372600.0,,480.69
544,2014-06-29,372600.0,,480.97
545,2014-06-30,372600.0,,481.25
546,2014-07-01,372600.0,,482.41
547,2014-07-02,372600.0,,482.64
548,2014-07-03,372600.0,,482.58
549,2014-07-04,372600.0,,481.57
550,2014-07-05,372600.0,,481.02
551,2014-07-06,372600.0,,480.19
552,2014-07-07,372600.0,,479.95
553,2014-07-08,372600.0,,479.69
554,2014-07-09,372600.0,,479.82
555,2014-07-10,372600.0,,479.12
556,2014-07-11,372600.0,,478.69
557,2014-07-12,372600.0,,478.25
558,2014-07-13,372600.0,,477.94
559,2014-07-14,372600.0,,477.31
560,2014-07-15,372600.0,,478.0
561,2014-07-16,372600.0,,478.56
562,2014-07-17,372600.0,,478.84
563,2014-07-18,372600.0,,479.23
564,2014-07-19,372600.0,,479.17
565,2014-07-20,372600.0,,478.98
566,2014-07-21,372600.0,,478.76
567,2014-07-22,372600.0,,478.6
568,2014-07-23,372600.0,,478.65
569,2014-07-24,372600.0,,478.92
570,2014-07-25,372600.0,,479.45
571,2014-07-26,372600.0,,480.01
572,2014-07-27,372600.0,,479.95
573,2014-07-28,372600.0,,480.15
574,2014-07-29,372600.0,,480.19
575,2014-07-30,372600.0,,480.45
576,2014-07-31,372600.0,,480.93
577,2014-08-01,372600.0,,481.04
578,2014-08-02,372600.0,,480.8
579,2014-08-03,372600.0,,480.94
580,2014-08-04,372600.0,,480.87
581,2014-08-05,372600.0,,480.68
582,2014-08-06,372600.0,,480.68
583,2014-08-07,372600.0,,480.41
584,2014-08-08,372600.0,,480.58
585,2014-08-09,372600.0,,480.32
586,2014-08-10,372600.0,,480.17
587,2014-08-11,372600.0,,480.05
588,2014-08-12,372600.0,,479.57
589,2014-08-13,372600.0,,478.81
590,2014-08-14,372600.0,,478.94
591,2014-08-15,372600.0,,479.15
592,2014-08-16,372600.0,,479.59
593,2014-08-17,372600.0,,480.38
594,2014-08-18,372600.0,,481.24
595,2014-08-19,372600.0,,481.31
596,2014-08-20,372600.0,,481.78
597,2014-08-21,372600.0,,483.32
598,2014-08-22,372600.0,,483.96
599,2014-08-23,372600.0,,483.3
600,2014-08-24,372600.0,,484.07
601,2014-08-25,372600.0,,484.67
602,2014-08-26,372600.0,,484.74
603,2014-08-27,372600.0,,484.46
604,2014-08-28,372600.0,,484.0
605,2014-08-29,372600.0,,484.67
606,2014-08-30,372600.0,,485.31
607,2014-08-31,372600.0,,485.15
608,2014-09-01,372600.0,,485.9
609,2014-09-02,372600.0,,486.24
610,2014-09-03,372600.0,,486.87
611,2014-09-04,372600.0,,486.95
612,2014-09-05,372600.0,,487.26
613,2014-09-06,372600.0,,487.42
614,2014-09-07,372600.0,,487.74
615,2014-09-08,372600.0,,488.03
616,2014-09-09,372600.0,,488.18
617,2014-09-10,372600.0,,488.35
618,2014-09-11,372600.0,,488.82
619,2014-09-12,372600.0,,488.52
620,2014-09-13,372600.0,,488.16
621,2014-09-14,372600.0,,487.8
622,2014-09-15,372600.0,,487.9
623,2014-09-16,372600.0,,487.75
624,2014-09-17,372600.0,,487.51
625,2014-09-18,372600.0,,487.17
626,2014-09-19,372600.0,,486.85
627,2014-09-20,372600.0,,487.1
628,2014-09-21,372600.0,,487.01
629,2014-09-22,372600.0,,486.72
630,2014-09-23,372600.0,,486.5
631,2014-09-24,372600.0,,486.31
632,2014-09-25,372600.0,,486.1
633,2014-09-26,372600.0,,485.91
634,2014-09-27,372600.0,,486.23
635,2014-09-28,372600.0,,486.83
636,2014-09-29,372600.0,,486.89
637,2014-09-30,372600.0,,486.75
638,2014-10-01,372600.0,A,486.52
639,2014-10-02,371600.0,A,486.25
640,2014-10-03,371300.0,A,486.16
641,2014-10-04,370800.0,A,486.04
642,2014-10-05,370800.0,A,486.02
643,2014-10-06,371300.0,A,486.16
644,2014-10-07,371200.0,A,486.13
645,2014-10-08,370500.0,A,485.96
646,2014-10-09,370800.0,A,486.04
647,2014-10-10,370800.0,A,486.02
648,2014-10-11,369500.0,A,485.69
649,2014-10-12,368700.0,A,485.47
650,2014-10-13,370400.0,A,485.93
651,2014-10-14,371100.0,A,486.12
652,2014-10-15,374400.0,A,486.99
653,2014-10-16,375700.0,A,487.34
654,2014-10-17,377000.0,A,487.68
655,2014-10-18,379800.0,A,488.45
656,2014-10-19,380000.0,A,488.5
657,2014-10-20,379600.0,A,488.39
658,2014-10-21,381600.0,A,488.92
659,2014-10-22,377800.0,A,487.91
660,2014-10-23,370100.0,A,485.83
661,2014-10-24,364900.0,A,484.44
662,2014-10-25,358700.0,A,482.74
663,2014-10-26,368100.0,A,485.3
664,2014-10-27,371600.0,A,486.25
665,2014-10-28,372100.0,A,486.37
666,2014-10-29,373500.0,A,486.76
667,2014-10-30,376200.0,A,487.47
668,2014-10-31,377700.0,A,487.87
669,2014-11-01,374100.0,A,486.92
670,2014-11-02,371900.0,A,486.33
671,2014-11-03,372500.0,A,486.48
672,2014-11-04,384300.0,A,489.62
673,2014-11-05,374300.0,A,486.96
674,2014-11-06,363300.0,A,484.0
675,2014-11-07,360200.0,A,483.14
676,2014-11-08,356600.0,A,482.17
677,2014-11-09,353200.0,A,481.23
678,2014-11-10,350300.0,A,480.41
679,2014-11-11,354400.0,A,481.54
680,2014-11-12,353500.0,A,481.29
681,2014-11-13,353600.0,A,481.34
682,2014-11-14,353400.0,A,481.28
683,2014-11-15,354100.0,A,481.48
684,2014-11-16,351700.0,A,480.81
685,2014-11-17,349000.0,A,480.04
686,2014-11-18,349900.0,A,480.3
687,2014-11-19,349800.0,A,480.28
688,2014-11-20,349200.0,A,480.1
689,2014-11-21,349300.0,A,480.12
690,2014-11-22,350600.0,A,480.49
691,2014-11-23,352800.0,A,481.1
692,2014-11-24,355500.0,A,481.85
693,2014-11-25,362800.0,A,483.86
694,2014-11-26,360200.0,A,483.16
695,2014-11-27,353400.0,A,481.26
696,2014-11-28,353600.0,A,481.34
697,2014-11-29,352600.0,A,481.05
698,2014-11-30,350900.0,A,480.58
699,2014-12-01,350300.0,A,480.42
700,2014-12-02,351300.0,A,480.69
701,2014-12-03,349400.0,A,480.16
702,2014-12-04,348300.0,A,479.86
703,2014-12-05,346300.0,A,479.27
704,2014-12-06,344400.0,A,478.74
705,2014-12-07,341500.0,A,477.93
706,2014-12-08,340100.0,A,477.52
707,2014-12-09,340100.0,A,477.51
708,2014-12-10,339400.0,A,477.32
709,2014-12-11,338200.0,A,476.96
710,2014-12-12,339400.0,A,477.31
711,2014-12-13,339900.0,A,477.47
712,2014-12-14,339600.0,A,477.38
713,2014-12-15,339100.0,A,477.24
714,2014-12-16,338200.0,A,476.97
715,2014-12-17,339200.0,A,477.25
716,2014-12-18,339700.0,A,477.4
717,2014-12-19,340200.0,A,477.56
718,2014-12-20,346800.0,A,479.42
719,2014-12-21,358500.0,A,482.69
720,2014-12-22,364500.0,A,484.32
