,datetime,N_BATTLE_C_RES_NR_MANZANITA_LAKE_CA.
2032,2016-07-25,916.0
2033,2016-07-26,911.0
2034,2016-07-27,906.0
2035,2016-07-28,901.0
2036,2016-07-29,897.0
2037,2016-07-30,893.0
2038,2016-07-31,888.0
2039,2016-08-01,882.0
2040,2016-08-02,876.0
2041,2016-08-03,871.0
2042,2016-08-04,866.0
2043,2016-08-05,861.0
2044,2016-08-06,856.0
2045,2016-08-07,851.0
2046,2016-08-08,845.0
2047,2016-08-09,841.0
2048,2016-08-10,836.0
2049,2016-08-11,828.0
2050,2016-08-12,823.0
2051,2016-08-13,817.0
2052,2016-08-14,812.0
2053,2016-08-15,806.0
2054,2016-08-16,802.0
2055,2016-08-17,796.0
2056,2016-08-18,792.0
2057,2016-08-19,787.0
2058,2016-08-20,782.0
2059,2016-08-21,777.0
2060,2016-08-22,772.0
2061,2016-08-23,770.0
2062,2016-08-24,766.0
2063,2016-08-25,760.0
2064,2016-08-26,756.0
2065,2016-08-27,751.0
2066,2016-08-28,747.0
2067,2016-08-29,742.0
2068,2016-08-30,738.0
2069,2016-08-31,734.0
2070,2016-09-01,729.0
2071,2016-09-02,724.0
2072,2016-09-03,722.0
2073,2016-09-04,717.0
2074,2016-09-05,713.0
2075,2016-09-06,710.0
2076,2016-09-07,705.0
2077,2016-09-08,701.0
2078,2016-09-09,695.0
2079,2016-09-10,691.0
2080,2016-09-11,687.0
2081,2016-09-12,683.0
2082,2016-09-13,670.0
2083,2016-09-14,661.0
2084,2016-09-15,654.0
2085,2016-09-16,647.0
2086,2016-09-17,640.0
2087,2016-09-18,634.0
2088,2016-09-19,627.0
2089,2016-09-20,622.0
2090,2016-09-21,615.0
2091,2016-09-22,610.0
2092,2016-09-23,604.0
2093,2016-09-24,597.0
2094,2016-09-25,591.0
2095,2016-09-26,585.0
2096,2016-09-27,580.0
2097,2016-09-28,574.0
2098,2016-09-29,568.0
2099,2016-09-30,563.0
2100,2016-10-01,559.0
2101,2016-10-02,557.0
2102,2016-10-03,552.0
2103,2016-10-04,548.0
2104,2016-10-05,542.0
2105,2016-10-06,538.0
2106,2016-10-07,534.0
2107,2016-10-08,530.0
2108,2016-10-09,527.0
2109,2016-10-10,522.0
2110,2016-10-11,516.0
2111,2016-10-12,509.0
2112,2016-10-13,501.0
2113,2016-10-14,519.0
2114,2016-10-15,519.0
2115,2016-10-16,528.0
2116,2016-10-17,537.0
2117,2016-10-18,534.0
2118,2016-10-19,525.0
2119,2016-10-20,516.0
2120,2016-10-21,506.0
2121,2016-10-22,496.0
2122,2016-10-23,487.0
2123,2016-10-24,483.0
2124,2016-10-25,502.0
2125,2016-10-26,498.0
2126,2016-10-27,500.0
2127,2016-10-28,499.0
2128,2016-10-29,508.0
2129,2016-10-30,512.0
2130,2016-10-31,515.0
2131,2016-11-01,520.0
2132,2016-11-02,512.0
2133,2016-11-03,497.0
2134,2016-11-04,482.0
2135,2016-11-05,466.0
2136,2016-11-06,451.0
2137,2016-11-07,435.0
2138,2016-11-08,420.0
2139,2016-11-09,404.0
2140,2016-11-10,398.0
2141,2016-11-11,400.0
2142,2016-11-12,405.0
2143,2016-11-13,407.0
2144,2016-11-14,409.0
2145,2016-11-15,418.0
2146,2016-11-16,421.0
2147,2016-11-17,422.0
2148,2016-11-18,423.0
2149,2016-11-19,432.0
2150,2016-11-20,444.0
2151,2016-11-21,450.0
2152,2016-11-22,456.0
2153,2016-11-23,461.0
2154,2016-11-24,463.0
2155,2016-11-25,467.0
2156,2016-11-26,474.0
2157,2016-11-27,478.0
2158,2016-11-28,485.0
2159,2016-11-29,487.0
2160,2016-11-30,491.0
2161,2016-12-01,493.0
2162,2016-12-02,495.0
2163,2016-12-03,497.0
2164,2016-12-04,499.0
2165,2016-12-05,501.0
2166,2016-12-06,503.0
2167,2016-12-07,505.0
2168,2016-12-08,510.0
2169,2016-12-09,528.0
2170,2016-12-10,543.0
2171,2016-12-11,559.0
2172,2016-12-12,576.0
2173,2016-12-13,592.0
2174,2016-12-14,609.0
2175,2016-12-15,626.0
2176,2016-12-16,643.0
2177,2016-12-17,660.0
2178,2016-12-18,678.0
2179,2016-12-19,696.0
2180,2016-12-20,714.0
2181,2016-12-21,732.0
2182,2016-12-22,741.0
2183,2016-12-23,743.0
2184,2016-12-24,739.0
2185,2016-12-25,737.0
2186,2016-12-26,737.0
2187,2016-12-27,736.0
2188,2016-12-28,735.0
2189,2016-12-29,735.0
2190,2016-12-30,735.0
2191,2016-12-31,734.0
2192,2017-01-01,734.0
2193,2017-01-02,735.0
2194,2017-01-03,739.0
2195,2017-01-04,735.0
2196,2017-01-05,734.0
2197,2017-01-06,734.0
2198,2017-01-07,739.0
2199,2017-01-08,770.0
2200,2017-01-09,764.0
2201,2017-01-10,758.0
2202,2017-01-11,759.0
2203,2017-01-12,752.0
2204,2017-01-13,747.0
2205,2017-01-14,744.0
2206,2017-01-15,743.0
2207,2017-01-16,741.0
2208,2017-01-17,739.0
2209,2017-01-18,743.0
2210,2017-01-19,741.0
2211,2017-01-20,740.0
2212,2017-01-21,738.0
2213,2017-01-22,739.0
2214,2017-01-23,737.0
2215,2017-01-24,736.0
2216,2017-01-25,735.0
2217,2017-01-26,735.0
2218,2017-01-27,735.0
2219,2017-01-28,735.0
2220,2017-01-29,733.0
2221,2017-01-30,734.0
2222,2017-01-31,734.0
2223,2017-02-01,733.0
2224,2017-02-02,736.0
2225,2017-02-03,741.0
2226,2017-02-04,739.0
2227,2017-02-05,741.0
2228,2017-02-06,748.0
2229,2017-02-07,772.0
2230,2017-02-08,789.0
2231,2017-02-09,814.0
2232,2017-02-10,782.0
2233,2017-02-11,765.0
2234,2017-02-12,760.0
2235,2017-02-13,755.0
2236,2017-02-14,752.0
2237,2017-02-15,751.0
2238,2017-02-16,755.0
2239,2017-02-17,752.0
2240,2017-02-18,752.0
2241,2017-02-19,750.0
2242,2017-02-20,766.0
2243,2017-02-21,758.0
2244,2017-02-22,752.0
2245,2017-02-23,748.0
2246,2017-02-24,748.0
2247,2017-02-25,746.0
2248,2017-02-26,745.0
2249,2017-02-27,744.0
2250,2017-02-28,742.0
2251,2017-03-01,741.0
2252,2017-03-02,740.0
2253,2017-03-03,740.0
2254,2017-03-04,743.0
2255,2017-03-05,741.0
2256,2017-03-06,739.0
2257,2017-03-07,739.0
2258,2017-03-08,740.0
2259,2017-03-09,739.0
2260,2017-03-10,738.0
2261,2017-03-11,738.0
2262,2017-03-12,739.0
2263,2017-03-13,739.0
2264,2017-03-14,739.0
2265,2017-03-15,741.0
2266,2017-03-16,742.0
2267,2017-03-17,743.0
2268,2017-03-18,745.0
2269,2017-03-19,746.0
2270,2017-03-20,747.0
2271,2017-03-21,754.0
2272,2017-03-22,750.0
2273,2017-03-23,747.0
2274,2017-03-24,748.0
2275,2017-03-25,745.0
2276,2017-03-26,748.0
2277,2017-03-27,743.0
2278,2017-03-28,742.0
2279,2017-03-29,743.0
2280,2017-03-30,745.0
2281,2017-03-31,742.0
2282,2017-04-01,742.0
2283,2017-04-02,743.0
2284,2017-04-03,742.0
2285,2017-04-04,743.0
2286,2017-04-05,743.0
2287,2017-04-06,751.0
2288,2017-04-07,751.0
2289,2017-04-08,747.0
2290,2017-04-09,745.0
2291,2017-04-10,743.0
2292,2017-04-11,745.0
2293,2017-04-12,751.0
2294,2017-04-13,749.0
2295,2017-04-14,745.0
2296,2017-04-15,744.0
2297,2017-04-16,745.0
2298,2017-04-17,746.0
2299,2017-04-18,748.0
2300,2017-04-19,748.0
2301,2017-04-20,748.0
2302,2017-04-21,747.0
2303,2017-04-22,748.0
2304,2017-04-23,748.0
2305,2017-04-24,754.0
2306,2017-04-25,750.0
2307,2017-04-26,758.0
2308,2017-04-27,754.0
2309,2017-04-28,751.0
2310,2017-04-29,751.0
2311,2017-04-30,752.0
2312,2017-05-01,753.0
2313,2017-05-02,758.0
2314,2017-05-03,762.0
2315,2017-05-04,765.0
2316,2017-05-05,766.0
2317,2017-05-06,762.0
2318,2017-05-07,759.0
2319,2017-05-08,759.0
2320,2017-05-09,759.0
2321,2017-05-10,758.0
2322,2017-05-11,785.0
2323,2017-05-12,839.0
2324,2017-05-13,883.0
2325,2017-05-14,921.0
2326,2017-05-15,956.0
2327,2017-05-16,999.0
2328,2017-05-17,1020.0
2329,2017-05-18,1020.0
2330,2017-05-19,1020.0
2331,2017-05-20,1020.0
2332,2017-05-21,1030.0
2333,2017-05-22,1030.0
2334,2017-05-23,1030.0
2335,2017-05-24,1050.0
2336,2017-05-25,1090.0
2337,2017-05-26,1100.0
2338,2017-05-27,1100.0
2339,2017-05-28,1100.0
2340,2017-05-29,1100.0
2341,2017-05-30,1090.0
2342,2017-05-31,1090.0
2343,2017-06-01,1080.0
2344,2017-06-02,1080.0
2345,2017-06-03,1080.0
2346,2017-06-04,1080.0
2347,2017-06-05,1080.0
2348,2017-06-06,1080.0
2349,2017-06-07,1080.0
2350,2017-06-08,1090.0
2351,2017-06-09,1090.0
2352,2017-06-10,1080.0
2353,2017-06-11,1090.0
2354,2017-06-12,1080.0
2355,2017-06-13,1080.0
2356,2017-06-14,1080.0
2357,2017-06-15,1080.0
2358,2017-06-16,1070.0
2359,2017-06-17,1070.0
2360,2017-06-18,1070.0
2361,2017-06-19,1070.0
2362,2017-06-20,1070.0
2363,2017-06-21,1080.0
2364,2017-06-22,1070.0
2365,2017-06-23,1070.0
2366,2017-06-24,1070.0
2367,2017-06-25,1070.0
2368,2017-06-26,1070.0
2369,2017-06-27,1070.0
2370,2017-06-28,1070.0
2371,2017-06-29,1070.0
2372,2017-06-30,1060.0
2373,2017-07-01,1060.0
2374,2017-07-02,1060.0
2375,2017-07-03,1060.0
2376,2017-07-04,1050.0
2377,2017-07-05,1050.0
2378,2017-07-06,1050.0
2379,2017-07-07,1040.0
2380,2017-07-08,1040.0
2381,2017-07-09,1040.0
2382,2017-07-10,1040.0
2383,2017-07-11,1030.0
2384,2017-07-12,1030.0
2385,2017-07-13,1030.0
2386,2017-07-14,1030.0
2387,2017-07-15,1020.0
2388,2017-07-16,1020.0
2389,2017-07-17,1020.0
2390,2017-07-18,1010.0
2391,2017-07-19,1010.0
2392,2017-07-20,1010.0
2393,2017-07-21,1000.0
2394,2017-07-22,1000.0
2395,2017-07-23,999.0
2396,2017-07-24,995.0
2397,2017-07-25,992.0
2398,2017-07-26,990.0
2399,2017-07-27,987.0
2400,2017-07-28,984.0
2401,2017-07-29,981.0
2402,2017-07-30,979.0
2403,2017-07-31,975.0
2404,2017-08-01,973.0
2405,2017-08-02,970.0
2406,2017-08-03,966.0
2407,2017-08-04,963.0
2408,2017-08-05,961.0
2409,2017-08-06,961.0
2410,2017-08-07,962.0
2411,2017-08-08,959.0
2412,2017-08-09,956.0
2413,2017-08-10,952.0
2414,2017-08-11,949.0
2415,2017-08-12,945.0
2416,2017-08-13,941.0
2417,2017-08-14,938.0
2418,2017-08-15,935.0
2419,2017-08-16,932.0
2420,2017-08-17,929.0
2421,2017-08-18,924.0
2422,2017-08-19,922.0
2423,2017-08-20,917.0
2424,2017-08-21,914.0
2425,2017-08-22,911.0
2426,2017-08-23,909.0
2427,2017-08-24,905.0
2428,2017-08-25,902.0
2429,2017-08-26,898.0
2430,2017-08-27,895.0
2431,2017-08-28,891.0
2432,2017-08-29,888.0
2433,2017-08-30,884.0
2434,2017-08-31,881.0
2435,2017-09-01,878.0
2436,2017-09-02,875.0
2437,2017-09-03,872.0
2438,2017-09-04,869.0
2439,2017-09-05,868.0
2440,2017-09-06,865.0
2441,2017-09-07,864.0
2442,2017-09-08,861.0
2443,2017-09-09,858.0
2444,2017-09-10,855.0
2445,2017-09-11,848.0
2446,2017-09-12,827.0
2447,2017-09-13,797.0
2448,2017-09-14,769.0
2449,2017-09-15,742.0
2450,2017-09-16,714.0
2451,2017-09-17,687.0
2452,2017-09-18,660.0
2453,2017-09-19,634.0
2454,2017-09-20,608.0
2455,2017-09-21,576.0
2456,2017-09-22,539.0
2457,2017-09-23,508.0
2458,2017-09-24,471.0
2459,2017-09-25,439.0
2460,2017-09-26,407.0
2461,2017-09-27,376.0
2462,2017-09-28,347.0
2463,2017-09-29,319.0
2464,2017-09-30,291.0
2465,2017-10-01,264.0
2466,2017-10-02,238.0
2467,2017-10-03,205.0
2468,2017-10-04,167.0
2469,2017-10-05,142.0
2470,2017-10-06,137.0
2471,2017-10-07,135.0
2472,2017-10-08,133.0
2473,2017-10-09,129.0
2474,2017-10-10,127.0
2475,2017-10-11,115.0
2476,2017-10-12,104.0
2477,2017-10-13,105.0
2478,2017-10-14,105.0
2479,2017-10-15,105.0
2480,2017-10-16,106.0
2481,2017-10-17,106.0
2482,2017-10-18,106.0
2483,2017-10-19,109.0
2484,2017-10-20,113.0
2485,2017-10-21,116.0
2486,2017-10-22,118.0
2487,2017-10-23,119.0
2488,2017-10-24,120.0
2489,2017-10-25,121.0
2490,2017-10-26,122.0
2491,2017-10-27,122.0
2492,2017-10-28,122.0
2493,2017-10-29,122.0
2494,2017-10-30,121.0
2495,2017-10-31,120.0
2496,2017-11-01,121.0
2497,2017-11-02,124.0
2498,2017-11-03,131.0
2499,2017-11-04,141.0
2500,2017-11-05,146.0
2501,2017-11-06,150.0
2502,2017-11-07,153.0
2503,2017-11-08,164.0
2504,2017-11-09,183.0
2505,2017-11-10,198.0
2506,2017-11-11,206.0
2507,2017-11-12,210.0
2508,2017-11-13,221.0
2509,2017-11-14,227.0
2510,2017-11-15,252.0
2511,2017-11-16,294.0
2512,2017-11-17,306.0
2513,2017-11-18,313.0
2514,2017-11-19,319.0
2515,2017-11-20,340.0
2516,2017-11-21,353.0
2517,2017-11-22,362.0
2518,2017-11-23,371.0
2519,2017-11-24,378.0
2520,2017-11-25,384.0
2521,2017-11-26,401.0
2522,2017-11-27,414.0
2523,2017-11-28,421.0
2524,2017-11-29,427.0
2525,2017-11-30,432.0
2526,2017-12-01,438.0
2527,2017-12-02,445.0
2528,2017-12-03,451.0
2529,2017-12-04,455.0
2530,2017-12-05,459.0
2531,2017-12-06,463.0
2532,2017-12-07,466.0
2533,2017-12-08,469.0
2534,2017-12-09,473.0
2535,2017-12-10,476.0
2536,2017-12-11,479.0
2537,2017-12-12,482.0
2538,2017-12-13,484.0
2539,2017-12-14,487.0
2540,2017-12-15,490.0
2541,2017-12-16,493.0
2542,2017-12-17,494.0
2543,2017-12-18,497.0
2544,2017-12-19,501.0
2545,2017-12-20,505.0
2546,2017-12-21,507.0
2547,2017-12-22,509.0
2548,2017-12-23,511.0
2549,2017-12-24,513.0
2550,2017-12-25,515.0
2551,2017-12-26,516.0
2552,2017-12-27,519.0
2553,2017-12-28,520.0
2554,2017-12-29,522.0
2555,2017-12-30,524.0
2556,2017-12-31,526.0
2557,2018-01-01,529.0
