,datetime,BEARDSLEY_LAKE_NEAR_STRAWBERRY_CA.
2210,2017-01-19,78580
2211,2017-01-20,78550
2212,2017-01-21,78480
2213,2017-01-22,78550
2214,2017-01-23,78480
2215,2017-01-24,78440
2216,2017-01-25,78420
2217,2017-01-26,78390
2218,2017-01-27,78380
2219,2017-01-28,78360
2220,2017-01-29,78360
2221,2017-01-30,78360
2222,2017-01-31,78370
2223,2017-02-01,78370
2224,2017-02-02,78400
2225,2017-02-03,78600
2226,2017-02-04,78560
2227,2017-02-05,78550
2228,2017-02-06,78700
2229,2017-02-07,80730
2230,2017-02-08,81090
2231,2017-02-09,80430
2232,2017-02-10,81050
2233,2017-02-11,79930
2234,2017-02-12,79520
2235,2017-02-13,79230
2236,2017-02-14,79070
2237,2017-02-15,78960
2238,2017-02-16,78940
2239,2017-02-17,79050
2240,2017-02-18,79000
2241,2017-02-19,78900
2242,2017-02-20,80490
2243,2017-02-21,80010
2244,2017-02-22,79370
2245,2017-02-23,79090
2246,2017-02-24,78900
2247,2017-02-25,78780
2248,2017-02-26,78700
2249,2017-02-27,78660
2250,2017-02-28,78600
2251,2017-03-01,78580
2252,2017-03-02,78560
2253,2017-03-03,78510
2254,2017-03-04,78500
2255,2017-03-05,78520
2256,2017-03-06,78490
2257,2017-03-07,78450
2258,2017-03-08,78440
2259,2017-03-09,78500
2260,2017-03-10,78490
2261,2017-03-11,78520
2262,2017-03-12,78550
2263,2017-03-13,78580
2264,2017-03-14,78640
2265,2017-03-15,78660
2266,2017-03-16,78740
2267,2017-03-17,78760
2268,2017-03-18,79130
2269,2017-03-19,79160
2270,2017-03-20,79180
2271,2017-03-21,79930
2272,2017-03-22,79550
2273,2017-03-23,79180
2274,2017-03-24,79100
2275,2017-03-25,79020
2276,2017-03-26,78970
2277,2017-03-27,78900
2278,2017-03-28,78820
2279,2017-03-29,78830
2280,2017-03-30,79190
2281,2017-03-31,79070
2282,2017-04-01,79000
2283,2017-04-02,79160
2284,2017-04-03,80070
2285,2017-04-04,81350
2286,2017-04-05,83130
2287,2017-04-06,82530
2288,2017-04-07,82870
2289,2017-04-08,82010
2290,2017-04-09,81270
2291,2017-04-10,80840
2292,2017-04-11,81670
2293,2017-04-12,82090
2294,2017-04-13,81520
2295,2017-04-14,80980
2296,2017-04-15,80690
2297,2017-04-16,80740
2298,2017-04-17,81910
2299,2017-04-18,83590
2300,2017-04-19,82520
2301,2017-04-20,81880
2302,2017-04-21,81650
2303,2017-04-22,81780
2304,2017-04-23,82060
2305,2017-04-24,82010
2306,2017-04-25,81570
2307,2017-04-26,81570
2308,2017-04-27,81850
2309,2017-04-28,81850
2310,2017-04-29,81700
2311,2017-04-30,81840
2312,2017-05-01,82310
2313,2017-05-02,82810
2314,2017-05-03,83570
2315,2017-05-04,84440
2316,2017-05-05,85140
2317,2017-05-06,84310
2318,2017-05-07,83350
2319,2017-05-08,83140
2320,2017-05-09,83310
2321,2017-05-10,83430
2322,2017-05-11,83770
2323,2017-05-12,83660
2324,2017-05-13,82870
2325,2017-05-14,82320
2326,2017-05-15,82030
2327,2017-05-16,81960
2328,2017-05-17,81760
2329,2017-05-18,80640
2330,2017-05-19,80530
2331,2017-05-20,80830
2332,2017-05-21,81140
2333,2017-05-22,81410
2334,2017-05-23,81760
2335,2017-05-24,81940
2336,2017-05-25,81860
2337,2017-05-26,81530
2338,2017-05-27,81410
2339,2017-05-28,81400
2340,2017-05-29,81470
2341,2017-05-30,81540
2342,2017-05-31,81400
2343,2017-06-01,81180
2344,2017-06-02,81440
2345,2017-06-03,81620
2346,2017-06-04,81960
2347,2017-06-05,81680
2348,2017-06-06,81370
2349,2017-06-07,81250
2350,2017-06-08,81090
2351,2017-06-09,81390
2352,2017-06-10,81270
2353,2017-06-11,80890
2354,2017-06-12,80270
2355,2017-06-13,79830
2356,2017-06-14,79810
2357,2017-06-15,80210
2358,2017-06-16,80730
2359,2017-06-17,81370
2360,2017-06-18,81980
2361,2017-06-19,82060
2362,2017-06-20,81820
2363,2017-06-21,81680
2364,2017-06-22,81640
2365,2017-06-23,81550
2366,2017-06-24,81300
2367,2017-06-25,81140
2368,2017-06-26,81060
2369,2017-06-27,81250
2370,2017-06-28,81400
2371,2017-06-29,82180
2372,2017-06-30,83360
2373,2017-07-01,84710
2374,2017-07-02,86090
2375,2017-07-03,87760
2376,2017-07-04,89500
2377,2017-07-05,90820
2378,2017-07-06,91560
2379,2017-07-07,92390
2380,2017-07-08,93480
2381,2017-07-09,94640
2382,2017-07-10,95510
2383,2017-07-11,96030
2384,2017-07-12,96350
2385,2017-07-13,96790
2386,2017-07-14,97200
2387,2017-07-15,97450
2388,2017-07-16,97420
2389,2017-07-17,97310
2390,2017-07-18,97150
2391,2017-07-19,97040
2392,2017-07-20,97050
2393,2017-07-21,97100
2394,2017-07-22,97200
2395,2017-07-23,97290
2396,2017-07-24,97120
2397,2017-07-25,97050
2398,2017-07-26,97150
2399,2017-07-27,97170
2400,2017-07-28,97190
2401,2017-07-29,97100
2402,2017-07-30,96970
2403,2017-07-31,96790
2404,2017-08-01,96560
2405,2017-08-02,96460
2406,2017-08-03,96460
2407,2017-08-04,96460
2408,2017-08-05,96460
2409,2017-08-06,96410
2410,2017-08-07,96370
2411,2017-08-08,96330
2412,2017-08-09,96280
2413,2017-08-10,96110
2414,2017-08-11,96070
2415,2017-08-12,96030
2416,2017-08-13,95990
2417,2017-08-14,95960
2418,2017-08-15,95920
2419,2017-08-16,95000
2420,2017-08-17,93700
2421,2017-08-18,92400
2422,2017-08-19,91470
2423,2017-08-20,91420
2424,2017-08-21,91380
2425,2017-08-22,91350
2426,2017-08-23,91290
2427,2017-08-24,91230
2428,2017-08-25,91180
2429,2017-08-26,91120
2430,2017-08-27,91080
2431,2017-08-28,91020
2432,2017-08-29,90980
2433,2017-08-30,90930
2434,2017-08-31,90930
2435,2017-09-01,90940
2436,2017-09-02,90910
2437,2017-09-03,90930
2438,2017-09-04,90960
2439,2017-09-05,89980
2440,2017-09-06,88660
2441,2017-09-07,87320
2442,2017-09-08,86000
2443,2017-09-09,84680
2444,2017-09-10,83360
2445,2017-09-11,82050
2446,2017-09-12,80750
2447,2017-09-13,79410
2448,2017-09-14,78090
2449,2017-09-15,76780
2450,2017-09-16,75450
2451,2017-09-17,74140
2452,2017-09-18,72820
2453,2017-09-19,71480
2454,2017-09-20,70210
2455,2017-09-21,68920
2456,2017-09-22,67600
2457,2017-09-23,66310
2458,2017-09-24,64980
2459,2017-09-25,63660
2460,2017-09-26,62350
2461,2017-09-27,61070
2462,2017-09-28,59780
2463,2017-09-29,58490
2464,2017-09-30,58350
2465,2017-10-01,58030
2466,2017-10-02,57800
2467,2017-10-03,57800
2468,2017-10-04,57780
2469,2017-10-05,57790
2470,2017-10-06,57570
2471,2017-10-07,57260
2472,2017-10-08,56740
2473,2017-10-09,56540
2474,2017-10-10,56140
2475,2017-10-11,55890
2476,2017-10-12,55690
2477,2017-10-13,55450
2478,2017-10-14,55180
2479,2017-10-15,54990
2480,2017-10-16,54890
2481,2017-10-17,54480
2482,2017-10-18,53750
2483,2017-10-19,52830
2484,2017-10-20,51910
2485,2017-10-21,51010
2486,2017-10-22,51110
2487,2017-10-23,51640
2488,2017-10-24,51550
2489,2017-10-25,51380
2490,2017-10-26,51200
2491,2017-10-27,51030
2492,2017-10-28,50860
2493,2017-10-29,50700
2494,2017-10-30,50520
2495,2017-10-31,50560
2496,2017-11-01,50880
2497,2017-11-02,51260
2498,2017-11-03,51640
2499,2017-11-04,52020
2500,2017-11-05,52370
2501,2017-11-06,52810
2502,2017-11-07,53440
2503,2017-11-08,54030
2504,2017-11-09,54200
2505,2017-11-10,54000
2506,2017-11-11,53880
2507,2017-11-12,53710
2508,2017-11-13,53480
2509,2017-11-14,53280
2510,2017-11-15,52960
2511,2017-11-16,53100
2512,2017-11-17,53120
2513,2017-11-18,52710
2514,2017-11-19,52190
2515,2017-11-20,51760
2516,2017-11-21,51530
2517,2017-11-22,51230
2518,2017-11-23,50910
2519,2017-11-24,50560
2520,2017-11-25,50230
2521,2017-11-26,49910
2522,2017-11-27,49730
2523,2017-11-28,49720
2524,2017-11-29,50120
2525,2017-11-30,49670
2526,2017-12-01,49970
2527,2017-12-02,50180
2528,2017-12-03,50110
2529,2017-12-04,49090
2530,2017-12-05,48430
2531,2017-12-06,48780
2532,2017-12-07,49130
2533,2017-12-08,49450
2534,2017-12-09,49280
2535,2017-12-10,49080
2536,2017-12-11,48990
2537,2017-12-12,48910
2538,2017-12-13,48650
2539,2017-12-14,48370
2540,2017-12-15,48100
2541,2017-12-16,47730
2542,2017-12-17,47390
2543,2017-12-18,47430
2544,2017-12-19,47150
2545,2017-12-20,46950
2546,2017-12-21,46780
2547,2017-12-22,46630
2548,2017-12-23,46410
2549,2017-12-24,46220
2550,2017-12-25,45900
2551,2017-12-26,45670
2552,2017-12-27,45380
2553,2017-12-28,45030
2554,2017-12-29,44750
2555,2017-12-30,44410
2556,2017-12-31,44170
2557,2018-01-01,43510
