,datetime,DIABLO_RESERVOIR_NEAR_NEWHALEM__WA.
1911,2016-03-26,1201.31
1912,2016-03-27,1202.28
1913,2016-03-28,1202.56
1914,2016-03-29,1201.55
1915,2016-03-30,1201.12
1916,2016-03-31,1200.9
1917,2016-04-01,1200.72
1918,2016-04-02,1200.34
1919,2016-04-03,1200.7
1920,2016-04-04,1201.61
1921,2016-04-05,1201.56
1922,2016-04-06,1201.21
1923,2016-04-07,1200.68
1924,2016-04-08,1202.38
1925,2016-04-09,1202.46
1926,2016-04-10,1202.02
1927,2016-04-11,1201.13
1928,2016-04-12,1202.13
1929,2016-04-13,1201.84
1930,2016-04-14,1200.96
1931,2016-04-15,1201.49
1932,2016-04-16,1201.46
1933,2016-04-17,1200.86
1934,2016-04-18,1201.09
1935,2016-04-19,1202.25
1936,2016-04-20,1202.89
1937,2016-04-21,1202.38
1938,2016-04-22,1201.64
1939,2016-04-23,1197.25
1940,2016-04-24,1195.1
1941,2016-04-25,1194.3
1942,2016-04-26,1196.23
1943,2016-04-27,1202.54
1944,2016-04-28,1202.57
1945,2016-04-29,1201.56
1946,2016-04-30,1201.11
1947,2016-05-01,1202.72
1948,2016-05-02,1202.91
1949,2016-05-03,1202.06
1950,2016-05-04,1203.25
1951,2016-05-05,1203.67
1952,2016-05-06,1202.65
1953,2016-05-07,1201.5
1954,2016-05-08,1199.68
1955,2016-05-09,1200.54
1956,2016-05-10,1201.2
1957,2016-05-11,1200.68
1958,2016-05-12,1201.49
1959,2016-05-13,1201.88
1960,2016-05-14,1202.11
1961,2016-05-15,1201.65
1962,2016-05-16,1201.52
1963,2016-05-17,1201.74
1964,2016-05-18,1202.65
1965,2016-05-19,1199.61
1966,2016-05-20,1200.19
1967,2016-05-21,1201.23
1968,2016-05-22,1201.57
1969,2016-05-23,1201.76
1970,2016-05-24,1201.81
1971,2016-05-25,1201.52
1972,2016-05-26,1202.88
1973,2016-05-27,1201.55
1974,2016-05-28,1202.48
1975,2016-05-29,1201.17
1976,2016-05-30,1201.09
1977,2016-05-31,1203.13
1978,2016-06-01,1204.3
1979,2016-06-02,1203.26
1980,2016-06-03,1201.69
1981,2016-06-04,1204.66
1982,2016-06-05,1201.63
1983,2016-06-06,1202.11
1984,2016-06-07,1202.87
1985,2016-06-08,1203.76
1986,2016-06-09,1202.68
1987,2016-06-10,1201.08
1988,2016-06-11,1202.74
1989,2016-06-12,1204.0
1990,2016-06-13,1203.79
1991,2016-06-14,1202.94
1992,2016-06-15,1204.44
1993,2016-06-16,1202.58
1994,2016-06-17,1203.18
1995,2016-06-18,1203.75
1996,2016-06-19,1204.26
1997,2016-06-20,1204.33
1998,2016-06-21,1200.99
1999,2016-06-22,1202.55
2000,2016-06-23,1203.15
2001,2016-06-24,1202.27
2002,2016-06-25,1200.93
2003,2016-06-26,1201.8
2004,2016-06-27,1202.3
2005,2016-06-28,1202.44
2006,2016-06-29,1201.63
2007,2016-06-30,1200.9
2008,2016-07-01,1202.14
2009,2016-07-02,1202.02
2010,2016-07-03,1201.47
2011,2016-07-04,1201.79
2012,2016-07-05,1201.29
2013,2016-07-06,1201.77
2014,2016-07-07,1200.85
2015,2016-07-08,1201.98
2016,2016-07-09,1202.87
2017,2016-07-10,1201.7
2018,2016-07-11,1202.42
2019,2016-07-12,1201.43
2020,2016-07-13,1202.14
2021,2016-07-14,1201.91
2022,2016-07-15,1201.09
2023,2016-07-16,1201.24
2024,2016-07-17,1201.62
2025,2016-07-18,1202.14
2026,2016-07-19,1202.17
2027,2016-07-20,1204.03
2028,2016-07-21,1203.82
2029,2016-07-22,1202.67
2030,2016-07-23,1202.95
2031,2016-07-24,1202.76
2032,2016-07-25,1203.68
2033,2016-07-26,1203.66
2034,2016-07-27,1203.24
2035,2016-07-28,1202.89
2036,2016-07-29,1203.09
2037,2016-07-30,1201.26
2038,2016-07-31,1201.77
2039,2016-08-01,1201.56
2040,2016-08-02,1200.91
2041,2016-08-03,1200.62
2042,2016-08-04,1200.63
2043,2016-08-05,1201.01
2044,2016-08-06,1200.72
2045,2016-08-07,1200.48
2046,2016-08-08,1200.93
2047,2016-08-09,1200.39
2048,2016-08-10,1202.63
2049,2016-08-11,1203.19
2050,2016-08-12,1203.18
2051,2016-08-13,1202.03
2052,2016-08-14,1203.06
2053,2016-08-15,1204.17
2054,2016-08-16,1203.83
2055,2016-08-17,1202.82
2056,2016-08-18,1201.61
2057,2016-08-19,1202.3
2058,2016-08-20,1202.73
2059,2016-08-21,1202.21
2060,2016-08-22,1201.82
2061,2016-08-23,1201.96
2062,2016-08-24,1202.44
2063,2016-08-25,1202.25
2064,2016-08-26,1202.61
2065,2016-08-27,1202.25
2066,2016-08-28,1202.54
2067,2016-08-29,1204.28
2068,2016-08-30,1204.17
2069,2016-08-31,1202.99
2070,2016-09-01,1201.87
2071,2016-09-02,1200.75
2072,2016-09-03,1201.3
2073,2016-09-04,1201.37
2074,2016-09-05,1201.87
2075,2016-09-06,1201.32
2076,2016-09-07,1200.88
2077,2016-09-08,1200.65
2078,2016-09-09,1200.19
2079,2016-09-10,1201.15
2080,2016-09-11,1201.84
2081,2016-09-12,1201.46
2082,2016-09-13,1200.31
2083,2016-09-14,1201.6
2084,2016-09-15,1200.94
2085,2016-09-16,1200.65
2086,2016-09-17,1202.42
2087,2016-09-18,1202.3
2088,2016-09-19,1201.53
2089,2016-09-20,1200.36
2090,2016-09-21,1199.74
2091,2016-09-22,1200.62
2092,2016-09-23,1200.6
2093,2016-09-24,1200.43
2094,2016-09-25,1199.98
2095,2016-09-26,1201.23
2096,2016-09-27,1200.76
2097,2016-09-28,1200.72
2098,2016-09-29,1200.93
2099,2016-09-30,1200.98
2100,2016-10-01,1200.96
2101,2016-10-02,1201.54
2102,2016-10-03,1201.01
2103,2016-10-04,1201.5
2104,2016-10-05,1200.99
2105,2016-10-06,1202.32
2106,2016-10-07,1201.35
2107,2016-10-08,1204.23
2108,2016-10-09,1201.25
2109,2016-10-10,1201.29
2110,2016-10-11,1202.0
2111,2016-10-12,1201.01
2112,2016-10-13,1198.2
2113,2016-10-14,1198.76
2114,2016-10-15,1198.32
2115,2016-10-16,1198.96
2116,2016-10-17,1199.39
2117,2016-10-18,1199.67
2118,2016-10-19,1200.85
2119,2016-10-20,1201.61
2120,2016-10-21,1199.68
2121,2016-10-22,1200.03
2122,2016-10-23,1200.55
2123,2016-10-24,1199.73
2124,2016-10-25,1202.14
2125,2016-10-26,1202.52
2126,2016-10-27,1200.86
2127,2016-10-28,1198.89
2128,2016-10-29,1199.89
2129,2016-10-30,1198.92
2130,2016-10-31,1199.69
2131,2016-11-01,1199.39
2132,2016-11-02,1199.26
2133,2016-11-03,1199.31
2134,2016-11-04,1198.41
2135,2016-11-05,1202.25
2136,2016-11-06,1199.25
2137,2016-11-07,1199.53
2138,2016-11-08,1201.16
2139,2016-11-09,1201.77
2140,2016-11-10,1201.98
2141,2016-11-11,1201.34
2142,2016-11-12,1202.13
2143,2016-11-13,1202.29
2144,2016-11-14,1202.23
2145,2016-11-15,1200.27
2146,2016-11-16,1201.02
2147,2016-11-17,1199.11
2148,2016-11-18,1201.33
2149,2016-11-19,1198.79
2150,2016-11-20,1200.71
2151,2016-11-21,1200.77
2152,2016-11-22,1201.73
2153,2016-11-23,1201.01
2154,2016-11-24,1201.33
2155,2016-11-25,1199.98
2156,2016-11-26,1201.61
2157,2016-11-27,1201.22
2158,2016-11-28,1201.34
2159,2016-11-29,1201.86
2160,2016-11-30,1201.38
2161,2016-12-01,1202.06
2162,2016-12-02,1201.75
2163,2016-12-03,1200.68
2164,2016-12-04,1201.13
2165,2016-12-05,1202.25
2166,2016-12-06,1200.59
2167,2016-12-07,1201.97
2168,2016-12-08,1202.18
2169,2016-12-09,1202.05
2170,2016-12-10,1202.19
2171,2016-12-11,1201.94
2172,2016-12-12,1201.78
2173,2016-12-13,1201.59
2174,2016-12-14,1200.56
2175,2016-12-15,1201.28
2176,2016-12-16,1199.66
2177,2016-12-17,1200.75
2178,2016-12-18,1200.54
2179,2016-12-19,1201.36
2180,2016-12-20,1201.71
2181,2016-12-21,1200.97
2182,2016-12-22,1201.04
2183,2016-12-23,1201.79
2184,2016-12-24,1201.74
2185,2016-12-25,1202.22
2186,2016-12-26,1201.61
2187,2016-12-27,1200.11
2188,2016-12-28,1200.68
2189,2016-12-29,1200.81
2190,2016-12-30,1201.14
2191,2016-12-31,1201.05
2192,2017-01-01,1199.93
2193,2017-01-02,1201.2
2194,2017-01-03,1201.52
2195,2017-01-04,1201.73
2196,2017-01-05,1200.96
2197,2017-01-06,1202.19
2198,2017-01-07,1202.47
2199,2017-01-08,1201.57
2200,2017-01-09,1202.03
2201,2017-01-10,1200.66
2202,2017-01-11,1201.07
2203,2017-01-12,1201.24
2204,2017-01-13,1200.76
2205,2017-01-14,1201.45
2206,2017-01-15,1201.23
2207,2017-01-16,1200.2
2208,2017-01-17,1199.82
2209,2017-01-18,1201.36
2210,2017-01-19,1202.25
2211,2017-01-20,1201.34
2212,2017-01-21,1200.88
2213,2017-01-22,1202.24
2214,2017-01-23,1201.33
2215,2017-01-24,1202.52
2216,2017-01-25,1201.29
2217,2017-01-26,1200.52
2218,2017-01-27,1199.66
2219,2017-01-28,1201.91
2220,2017-01-29,1202.17
2221,2017-01-30,1201.55
2222,2017-01-31,1202.53
2223,2017-02-01,1202.32
2224,2017-02-02,1202.21
2225,2017-02-03,1202.93
2226,2017-02-04,1202.93
2227,2017-02-05,1202.57
2228,2017-02-06,1202.5
2229,2017-02-07,1201.4
2230,2017-02-08,1200.81
2231,2017-02-09,1199.91
2232,2017-02-10,1200.7
2233,2017-02-11,1201.26
2234,2017-02-12,1200.94
2235,2017-02-13,1200.8
2236,2017-02-14,1200.18
2237,2017-02-15,1202.6
2238,2017-02-16,1203.52
2239,2017-02-17,1201.53
2240,2017-02-18,1200.25
2241,2017-02-19,1200.51
2242,2017-02-20,1201.13
2243,2017-02-21,1199.56
2244,2017-02-22,1200.52
2245,2017-02-23,1200.97
2246,2017-02-24,1201.04
2247,2017-02-25,1201.27
2248,2017-02-26,1201.65
2249,2017-02-27,1201.36
2250,2017-02-28,1200.81
2251,2017-03-01,1200.05
2252,2017-03-02,1202.1
2253,2017-03-03,1200.9
2254,2017-03-04,1201.99
2255,2017-03-05,1201.81
2256,2017-03-06,1202.52
2257,2017-03-07,1202.81
2258,2017-03-08,1201.0
2259,2017-03-09,1201.49
2260,2017-03-10,1200.26
2261,2017-03-11,1200.78
2262,2017-03-12,1200.95
2263,2017-03-13,1200.04
2264,2017-03-14,1200.42
2265,2017-03-15,1201.85
2266,2017-03-16,1200.18
2267,2017-03-17,1200.91
2268,2017-03-18,1202.02
2269,2017-03-19,1201.29
2270,2017-03-20,1200.8
2271,2017-03-21,1201.33
2272,2017-03-22,1200.0
2273,2017-03-23,1201.3
2274,2017-03-24,1200.96
2275,2017-03-25,1199.83
2276,2017-03-26,1201.0
2277,2017-03-27,1199.64
2278,2017-03-28,1200.99
2279,2017-03-29,1201.25
2280,2017-03-30,1200.94
2281,2017-03-31,1200.78
2282,2017-04-01,1200.77
2283,2017-04-02,1200.04
2284,2017-04-03,1200.35
2285,2017-04-04,1200.83
2286,2017-04-05,1200.91
2287,2017-04-06,1200.77
2288,2017-04-07,1200.49
2289,2017-04-08,1200.36
2290,2017-04-09,1200.14
2291,2017-04-10,1201.0
2292,2017-04-11,1200.46
2293,2017-04-12,1200.64
2294,2017-04-13,1200.69
2295,2017-04-14,1201.05
2296,2017-04-15,1202.44
2297,2017-04-16,1201.7
2298,2017-04-17,1202.52
2299,2017-04-18,1201.07
2300,2017-04-19,1200.94
2301,2017-04-20,1200.29
2302,2017-04-21,1200.66
2303,2017-04-22,1200.44
2304,2017-04-23,1201.11
2305,2017-04-24,1200.84
2306,2017-04-25,1200.56
2307,2017-04-26,1200.34
2308,2017-04-27,1199.46
2309,2017-04-28,1200.88
2310,2017-04-29,1200.73
2311,2017-04-30,1200.93
2312,2017-05-01,1200.97
2313,2017-05-02,1199.86
2314,2017-05-03,1201.23
2315,2017-05-04,1201.35
2316,2017-05-05,1202.0
2317,2017-05-06,1199.87
2318,2017-05-07,1200.4
2319,2017-05-08,1201.67
2320,2017-05-09,1204.04
2321,2017-05-10,1202.95
2322,2017-05-11,1201.02
2323,2017-05-12,1201.32
2324,2017-05-13,1200.46
2325,2017-05-14,1200.97
2326,2017-05-15,1200.25
2327,2017-05-16,1200.94
2328,2017-05-17,1202.18
2329,2017-05-18,1201.38
2330,2017-05-19,1201.55
2331,2017-05-20,1202.32
2332,2017-05-21,1203.91
2333,2017-05-22,1203.04
2334,2017-05-23,1201.5
2335,2017-05-24,1200.53
2336,2017-05-25,1201.58
2337,2017-05-26,1201.69
2338,2017-05-27,1202.16
2339,2017-05-28,1202.78
2340,2017-05-29,1202.8
2341,2017-05-30,1202.64
2342,2017-05-31,1202.1
2343,2017-06-01,1202.46
2344,2017-06-02,1202.08
2345,2017-06-03,1200.18
2346,2017-06-04,1199.72
2347,2017-06-05,1200.28
2348,2017-06-06,1200.62
2349,2017-06-07,1201.7
2350,2017-06-08,1201.68
2351,2017-06-09,1200.33
2352,2017-06-10,1200.91
2353,2017-06-11,1202.13
2354,2017-06-12,1200.06
2355,2017-06-13,1201.31
2356,2017-06-14,1202.88
2357,2017-06-15,1203.62
2358,2017-06-16,1202.47
2359,2017-06-17,1204.21
2360,2017-06-18,1202.38
2361,2017-06-19,1204.04
2362,2017-06-20,1202.56
2363,2017-06-21,1202.58
2364,2017-06-22,1202.53
2365,2017-06-23,1202.18
2366,2017-06-24,1201.46
2367,2017-06-25,1201.92
2368,2017-06-26,1201.71
2369,2017-06-27,1201.81
2370,2017-06-28,1204.12
2371,2017-06-29,1204.27
2372,2017-06-30,1203.87
2373,2017-07-01,1203.06
2374,2017-07-02,1201.73
2375,2017-07-03,1202.7
2376,2017-07-04,1201.43
2377,2017-07-05,1201.69
2378,2017-07-06,1202.26
2379,2017-07-07,1202.81
2380,2017-07-08,1202.13
2381,2017-07-09,1202.41
2382,2017-07-10,1200.84
2383,2017-07-11,1201.8
2384,2017-07-12,1202.24
2385,2017-07-13,1201.36
2386,2017-07-14,1201.21
2387,2017-07-15,1201.42
2388,2017-07-16,1202.47
2389,2017-07-17,1201.96
2390,2017-07-18,1201.86
2391,2017-07-19,1201.68
2392,2017-07-20,1201.01
2393,2017-07-21,1201.11
2394,2017-07-22,1202.4
2395,2017-07-23,1202.44
2396,2017-07-24,1202.24
2397,2017-07-25,1201.83
2398,2017-07-26,1201.58
2399,2017-07-27,1201.25
2400,2017-07-28,1201.07
2401,2017-07-29,1202.06
2402,2017-07-30,1201.96
2403,2017-07-31,1202.57
2404,2017-08-01,1202.45
2405,2017-08-02,1201.86
2406,2017-08-03,1202.47
2407,2017-08-04,1201.77
2408,2017-08-05,1201.51
2409,2017-08-06,1202.64
2410,2017-08-07,1202.19
2411,2017-08-08,1201.59
2412,2017-08-09,1201.48
2413,2017-08-10,1202.31
2414,2017-08-11,1201.79
2415,2017-08-12,1201.65
2416,2017-08-13,1201.81
2417,2017-08-14,1201.01
2418,2017-08-15,1200.1
2419,2017-08-16,1200.73
2420,2017-08-17,1200.97
2421,2017-08-18,1201.7
2422,2017-08-19,1201.27
2423,2017-08-20,1201.05
2424,2017-08-21,1201.74
2425,2017-08-22,1203.0
2426,2017-08-23,1203.04
2427,2017-08-24,1201.29
2428,2017-08-25,1199.59
2429,2017-08-26,1197.19
2430,2017-08-27,1195.44
2431,2017-08-28,1194.79
2432,2017-08-29,1195.56
2433,2017-08-30,1196.12
2434,2017-08-31,1195.66
2435,2017-09-01,1196.52
2436,2017-09-02,1197.39
2437,2017-09-03,1198.72
2438,2017-09-04,1202.5
2439,2017-09-05,1199.79
2440,2017-09-06,1193.55
2441,2017-09-07,1193.61
2442,2017-09-08,1193.66
2443,2017-09-09,1193.7
2444,2017-09-10,1193.49
2445,2017-09-11,1193.57
2446,2017-09-12,1193.57
2447,2017-09-13,1193.61
2448,2017-09-14,1193.56
2449,2017-09-15,1193.79
2450,2017-09-16,1194.62
2451,2017-09-17,1198.66
2452,2017-09-18,1200.66
2453,2017-09-19,1200.56
2454,2017-09-20,1200.33
2455,2017-09-21,1200.55
2456,2017-09-22,1200.41
2457,2017-09-23,1200.41
2458,2017-09-24,1200.45
2459,2017-09-25,1200.72
2460,2017-09-26,1200.69
2461,2017-09-27,1200.69
2462,2017-09-28,1200.72
2463,2017-09-29,1200.24
2464,2017-09-30,1199.82
2465,2017-10-01,1200.13
2466,2017-10-02,1200.25
2467,2017-10-03,1200.79
2468,2017-10-04,1201.77
2469,2017-10-05,1201.91
2470,2017-10-06,1202.59
2471,2017-10-07,1201.92
2472,2017-10-08,1200.43
2473,2017-10-09,1199.66
2474,2017-10-10,1200.79
2475,2017-10-11,1201.0
2476,2017-10-12,1200.83
2477,2017-10-13,1200.98
2478,2017-10-14,1201.4
2479,2017-10-15,1201.56
2480,2017-10-16,1200.47
2481,2017-10-17,1195.91
2482,2017-10-18,1197.78
2483,2017-10-19,1197.3
2484,2017-10-20,1196.76
2485,2017-10-21,1196.11
2486,2017-10-22,1197.79
2487,2017-10-23,1197.77
2488,2017-10-24,1201.77
2489,2017-10-25,1202.56
2490,2017-10-26,1202.47
2491,2017-10-27,1202.0
2492,2017-10-28,1201.06
2493,2017-10-29,1201.06
2494,2017-10-30,1201.28
2495,2017-10-31,1200.46
2496,2017-11-01,1200.37
2497,2017-11-02,1200.34
2498,2017-11-03,1201.74
2499,2017-11-04,1201.1
2500,2017-11-05,1200.67
2501,2017-11-06,1200.96
2502,2017-11-07,1201.18
2503,2017-11-08,1200.28
2504,2017-11-09,1201.12
2505,2017-11-10,1200.13
2506,2017-11-11,1199.67
2507,2017-11-12,1197.47
2508,2017-11-13,1196.55
2509,2017-11-14,1196.97
2510,2017-11-15,1199.08
2511,2017-11-16,1198.63
2512,2017-11-17,1198.39
2513,2017-11-18,1197.48
2514,2017-11-19,1197.74
2515,2017-11-20,1198.68
2516,2017-11-21,1199.43
2517,2017-11-22,1202.04
2518,2017-11-23,1198.64
2519,2017-11-24,1198.6
2520,2017-11-25,1198.7
2521,2017-11-26,1201.21
2522,2017-11-27,1199.79
2523,2017-11-28,1199.39
2524,2017-11-29,1201.3
2525,2017-11-30,1202.31
2526,2017-12-01,1200.47
2527,2017-12-02,1200.99
2528,2017-12-03,1200.88
2529,2017-12-04,1200.21
2530,2017-12-05,1203.15
2531,2017-12-06,1203.27
2532,2017-12-07,1202.26
2533,2017-12-08,1200.66
2534,2017-12-09,1201.62
2535,2017-12-10,1201.77
2536,2017-12-11,1201.82
2537,2017-12-12,1200.98
2538,2017-12-13,1199.82
2539,2017-12-14,1200.61
2540,2017-12-15,1201.42
2541,2017-12-16,1201.82
2542,2017-12-17,1201.57
2543,2017-12-18,1201.64
2544,2017-12-19,1201.36
2545,2017-12-20,1200.63
2546,2017-12-21,1201.07
2547,2017-12-22,1200.38
2548,2017-12-23,1201.31
2549,2017-12-24,1201.21
2550,2017-12-25,1202.01
2551,2017-12-26,1200.75
2552,2017-12-27,1201.24
2553,2017-12-28,1201.44
2554,2017-12-29,1201.35
2555,2017-12-30,1201.78
2556,2017-12-31,1200.42
2557,2018-01-01,1200.4
