,datetime,EL_CAPITAN_RES_NR_LAKESIDE_CA.
1921,2016-04-05,27900.0
1922,2016-04-06,27790.0
1923,2016-04-07,27760.0
1924,2016-04-08,27750.0
1925,2016-04-09,27770.0
1926,2016-04-10,27800.0
1927,2016-04-11,27840.0
1928,2016-04-12,27830.0
1929,2016-04-13,27840.0
1930,2016-04-14,27840.0
1931,2016-04-15,27830.0
1932,2016-04-16,27830.0
1933,2016-04-17,27820.0
1934,2016-04-18,27810.0
1935,2016-04-19,27810.0
1936,2016-04-20,27800.0
1937,2016-04-21,27790.0
1938,2016-04-22,27780.0
1939,2016-04-23,27790.0
1940,2016-04-24,27770.0
1941,2016-04-25,27730.0
1942,2016-04-26,27750.0
1943,2016-04-27,27720.0
1944,2016-04-28,27730.0
1945,2016-04-29,27730.0
1946,2016-04-30,27710.0
1947,2016-05-01,27700.0
1948,2016-05-02,27710.0
1949,2016-05-03,27710.0
1950,2016-05-04,27710.0
1951,2016-05-05,27710.0
1952,2016-05-06,27740.0
1953,2016-05-07,27730.0
1954,2016-05-08,27730.0
1955,2016-05-09,27730.0
1956,2016-05-10,27730.0
1957,2016-05-11,27720.0
1958,2016-05-12,27710.0
1959,2016-05-13,27700.0
1960,2016-05-14,27700.0
1961,2016-05-15,27700.0
1962,2016-05-16,27690.0
1963,2016-05-17,27690.0
1964,2016-05-18,27680.0
1965,2016-05-19,27670.0
1966,2016-05-20,27660.0
1967,2016-05-21,27650.0
1968,2016-05-22,27640.0
1969,2016-05-23,27630.0
1970,2016-05-24,27620.0
1971,2016-05-25,27610.0
1972,2016-05-26,27600.0
1973,2016-05-27,27600.0
1974,2016-05-28,27580.0
1975,2016-05-29,27570.0
1976,2016-05-30,27570.0
1977,2016-05-31,27570.0
1978,2016-06-01,27560.0
1979,2016-06-02,27550.0
1980,2016-06-03,27540.0
1981,2016-06-04,27530.0
1982,2016-06-05,27520.0
1983,2016-06-06,27500.0
1984,2016-06-07,27490.0
1985,2016-06-08,27480.0
1986,2016-06-09,27460.0
1987,2016-06-10,27460.0
1988,2016-06-11,27450.0
1989,2016-06-12,27440.0
1990,2016-06-13,27420.0
1991,2016-06-14,27410.0
1992,2016-06-15,27400.0
1993,2016-06-16,27380.0
1994,2016-06-17,27370.0
1995,2016-06-18,27360.0
1996,2016-06-19,27340.0
1997,2016-06-20,27330.0
1998,2016-06-21,27320.0
1999,2016-06-22,27310.0
2000,2016-06-23,27290.0
2001,2016-06-24,27280.0
2002,2016-06-25,27270.0
2003,2016-06-26,27250.0
2004,2016-06-27,27240.0
2005,2016-06-28,27230.0
2006,2016-06-29,27210.0
2007,2016-06-30,27190.0
2008,2016-07-01,27180.0
2009,2016-07-02,27160.0
2010,2016-07-03,27150.0
2011,2016-07-04,27130.0
2012,2016-07-05,27120.0
2013,2016-07-06,27100.0
2014,2016-07-07,27080.0
2015,2016-07-08,27070.0
2016,2016-07-09,27060.0
2017,2016-07-10,27050.0
2018,2016-07-11,27030.0
2019,2016-07-12,27010.0
2020,2016-07-13,27000.0
2021,2016-07-14,26990.0
2022,2016-07-15,26970.0
2023,2016-07-16,26950.0
2024,2016-07-17,26940.0
2025,2016-07-18,26930.0
2026,2016-07-19,26920.0
2027,2016-07-20,26900.0
2028,2016-07-21,26880.0
2029,2016-07-22,26870.0
2030,2016-07-23,26850.0
2031,2016-07-24,26840.0
2032,2016-07-25,26830.0
2033,2016-07-26,26810.0
2034,2016-07-27,26800.0
2035,2016-07-28,26780.0
2036,2016-07-29,26770.0
2037,2016-07-30,26750.0
2038,2016-07-31,26740.0
2039,2016-08-01,26730.0
2040,2016-08-02,26710.0
2041,2016-08-03,26700.0
2042,2016-08-04,26680.0
2043,2016-08-05,26670.0
2044,2016-08-06,26650.0
2045,2016-08-07,26640.0
2046,2016-08-08,26620.0
2047,2016-08-09,26610.0
2048,2016-08-10,26590.0
2049,2016-08-11,26580.0
2050,2016-08-12,26560.0
2051,2016-08-13,26560.0
2052,2016-08-14,26540.0
2053,2016-08-15,26540.0
2054,2016-08-16,26520.0
2055,2016-08-17,26490.0
2056,2016-08-18,26480.0
2057,2016-08-19,26460.0
2058,2016-08-20,26450.0
2059,2016-08-21,26430.0
2060,2016-08-22,26420.0
2061,2016-08-23,26400.0
2062,2016-08-24,26400.0
2063,2016-08-25,26380.0
2064,2016-08-26,26350.0
2065,2016-08-27,26350.0
2066,2016-08-28,26330.0
2067,2016-08-29,26330.0
2068,2016-08-30,26320.0
2069,2016-08-31,26320.0
2070,2016-09-01,26290.0
2071,2016-09-02,26280.0
2072,2016-09-03,26270.0
2073,2016-09-04,26250.0
2074,2016-09-05,26230.0
2075,2016-09-06,26220.0
2076,2016-09-07,26210.0
2077,2016-09-08,26200.0
2078,2016-09-09,26190.0
2079,2016-09-10,26180.0
2080,2016-09-11,26160.0
2081,2016-09-12,26150.0
2082,2016-09-13,26130.0
2083,2016-09-14,26120.0
2084,2016-09-15,26110.0
2085,2016-09-16,26100.0
2086,2016-09-17,26090.0
2087,2016-09-18,26100.0
2088,2016-09-19,26090.0
2089,2016-09-20,26110.0
2090,2016-09-21,26110.0
2091,2016-09-22,26100.0
2092,2016-09-23,26080.0
2093,2016-09-24,26080.0
2094,2016-09-25,26060.0
2095,2016-09-26,26060.0
2096,2016-09-27,26050.0
2097,2016-09-28,26040.0
2098,2016-09-29,26030.0
2099,2016-09-30,26020.0
2100,2016-10-01,26010.0
2101,2016-10-02,25990.0
2102,2016-10-03,25980.0
2103,2016-10-04,25980.0
2104,2016-10-05,25960.0
2105,2016-10-06,25960.0
2106,2016-10-07,25950.0
2107,2016-10-08,25930.0
2108,2016-10-09,25930.0
2109,2016-10-10,25910.0
2110,2016-10-11,25900.0
2111,2016-10-12,25890.0
2112,2016-10-13,25880.0
2113,2016-10-14,25880.0
2114,2016-10-15,25870.0
2115,2016-10-16,25860.0
2116,2016-10-17,25860.0
2117,2016-10-18,25850.0
2118,2016-10-19,25850.0
2119,2016-10-20,25850.0
2120,2016-10-21,25830.0
2121,2016-10-22,25820.0
2122,2016-10-23,25810.0
2123,2016-10-24,25810.0
2124,2016-10-25,25810.0
2125,2016-10-26,25810.0
2126,2016-10-27,25800.0
2127,2016-10-28,25800.0
2128,2016-10-29,25800.0
2129,2016-10-30,25790.0
2130,2016-10-31,25780.0
2131,2016-11-01,25770.0
2132,2016-11-02,25770.0
2133,2016-11-03,25760.0
2134,2016-11-04,25750.0
2135,2016-11-05,25740.0
2136,2016-11-06,25730.0
2137,2016-11-07,25730.0
2138,2016-11-08,25720.0
2139,2016-11-09,25730.0
2140,2016-11-10,25700.0
2141,2016-11-11,25690.0
2142,2016-11-12,25680.0
2143,2016-11-13,25670.0
2144,2016-11-14,25670.0
2145,2016-11-15,25660.0
2146,2016-11-16,25660.0
2147,2016-11-17,25640.0
2148,2016-11-18,25640.0
2149,2016-11-19,25640.0
2150,2016-11-20,25640.0
2151,2016-11-21,25650.0
2152,2016-11-22,25650.0
2153,2016-11-23,25650.0
2154,2016-11-24,25640.0
2155,2016-11-25,25630.0
2156,2016-11-26,25650.0
2157,2016-11-27,25680.0
2158,2016-11-28,25680.0
2159,2016-11-29,25660.0
2160,2016-11-30,25660.0
2161,2016-12-01,25660.0
2162,2016-12-02,25650.0
2163,2016-12-03,25640.0
2164,2016-12-04,25640.0
2165,2016-12-05,25650.0
2166,2016-12-06,25640.0
2167,2016-12-07,25640.0
2168,2016-12-08,25640.0
2169,2016-12-09,25630.0
2170,2016-12-10,25640.0
2171,2016-12-11,25640.0
2172,2016-12-12,25630.0
2173,2016-12-13,25630.0
2174,2016-12-14,25630.0
2175,2016-12-15,25640.0
2176,2016-12-16,25730.0
2177,2016-12-17,25730.0
2178,2016-12-18,25720.0
2179,2016-12-19,25720.0
2180,2016-12-20,25720.0
2181,2016-12-21,25760.0
2182,2016-12-22,25840.0
2183,2016-12-23,25850.0
2184,2016-12-24,25980.0
2185,2016-12-25,25980.0
2186,2016-12-26,25980.0
2187,2016-12-27,25980.0
2188,2016-12-28,25960.0
2189,2016-12-29,25980.0
2190,2016-12-30,25980.0
2191,2016-12-31,26080.0
2192,2017-01-01,26130.0
2193,2017-01-02,26140.0
2194,2017-01-03,26140.0
2195,2017-01-04,26140.0
2196,2017-01-05,26160.0
2197,2017-01-06,26160.0
2198,2017-01-07,26170.0
2199,2017-01-08,26160.0
2200,2017-01-09,26180.0
2201,2017-01-10,26180.0
2202,2017-01-11,26200.0
2203,2017-01-12,26220.0
2204,2017-01-13,26300.0
2205,2017-01-14,26320.0
2206,2017-01-15,26320.0
2207,2017-01-16,26320.0
2208,2017-01-17,26320.0
2209,2017-01-18,26320.0
2210,2017-01-19,26460.0
2211,2017-01-20,26870.0
2212,2017-01-21,27888.75
2213,2017-01-22,28907.5
2214,2017-01-23,29926.25
2215,2017-01-24,30945.0
2216,2017-01-25,31963.75
2217,2017-01-26,32982.5
2218,2017-01-27,34001.25
2219,2017-01-28,35020.0
2220,2017-01-29,35180.0
2221,2017-01-30,35340.0
2222,2017-01-31,35480.0
2223,2017-02-01,35600.0
2224,2017-02-02,35720.0
2225,2017-02-03,35830.0
2226,2017-02-04,35930.0
2227,2017-02-05,36020.0
2228,2017-02-06,36190.0
2229,2017-02-07,36690.0
2230,2017-02-08,37100.0
2231,2017-02-09,37330.0
2232,2017-02-10,37520.0
2233,2017-02-11,37700.0
2234,2017-02-12,37880.0
2235,2017-02-13,38030.0
2236,2017-02-14,38150.0
2237,2017-02-15,38280.0
2238,2017-02-16,38400.0
2239,2017-02-17,38590.0
2240,2017-02-18,38840.0
2241,2017-02-19,39080.0
2242,2017-02-20,39290.0
2243,2017-02-21,39460.0
2244,2017-02-22,39600.0
2245,2017-02-23,39740.0
2246,2017-02-24,39880.0
2247,2017-02-25,40010.0
2248,2017-02-26,40160.0
2249,2017-02-27,42920.0
2250,2017-02-28,47320.0
2251,2017-03-01,48350.0
2252,2017-03-02,49020.0
2253,2017-03-03,49560.0
2254,2017-03-04,50010.0
2255,2017-03-05,50430.0
2256,2017-03-06,50850.0
2257,2017-03-07,51190.0
2258,2017-03-08,51530.0
2259,2017-03-09,51840.0
2260,2017-03-10,52110.0
2261,2017-03-11,52340.0
2262,2017-03-12,52540.0
2263,2017-03-13,52620.0
2264,2017-03-14,52610.0
2265,2017-03-15,52630.0
2266,2017-03-16,52660.0
2267,2017-03-17,52670.0
2268,2017-03-18,52680.0
2269,2017-03-19,52680.0
2270,2017-03-20,52660.0
2271,2017-03-21,52720.0
2272,2017-03-22,52770.0
2273,2017-03-23,52790.0
2274,2017-03-24,52730.0
2275,2017-03-25,52670.0
2276,2017-03-26,52610.0
2277,2017-03-27,52560.0
2278,2017-03-28,52570.0
2279,2017-03-29,52600.0
2280,2017-03-30,52630.0
2281,2017-03-31,52700.0
2282,2017-04-01,52770.0
2283,2017-04-02,52820.0
2284,2017-04-03,52880.0
2285,2017-04-04,52940.0
2286,2017-04-05,52980.0
2287,2017-04-06,53020.0
2288,2017-04-07,53060.0
2289,2017-04-08,53110.0
2290,2017-04-09,53170.0
2291,2017-04-10,53160.0
2292,2017-04-11,53100.0
2293,2017-04-12,53050.0
2294,2017-04-13,53010.0
2295,2017-04-14,52980.0
2296,2017-04-15,52940.0
2297,2017-04-16,52890.0
2298,2017-04-17,52820.0
2299,2017-04-18,52840.0
2300,2017-04-19,52890.0
2301,2017-04-20,52930.0
2302,2017-04-21,52970.0
2303,2017-04-22,52990.0
2304,2017-04-23,53010.0
2305,2017-04-24,53040.0
2306,2017-04-25,53080.0
2307,2017-04-26,53140.0
2308,2017-04-27,53190.0
2309,2017-04-28,53210.0
2310,2017-04-29,53220.0
2311,2017-04-30,53230.0
2312,2017-05-01,53230.0
2313,2017-05-02,53230.0
2314,2017-05-03,53220.0
2315,2017-05-04,53200.0
2316,2017-05-05,53190.0
2317,2017-05-06,53220.0
2318,2017-05-07,53460.0
2319,2017-05-08,53490.0
2320,2017-05-09,53460.0
2321,2017-05-10,53410.0
2322,2017-05-11,53380.0
2323,2017-05-12,53320.0
2324,2017-05-13,53260.0
2325,2017-05-14,53180.0
2326,2017-05-15,53110.0
2327,2017-05-16,53090.0
2328,2017-05-17,53060.0
2329,2017-05-18,52990.0
2330,2017-05-19,52920.0
2331,2017-05-20,52820.0
2332,2017-05-21,52730.0
2333,2017-05-22,52610.0
2334,2017-05-23,52530.0
2335,2017-05-24,52440.0
2336,2017-05-25,52340.0
2337,2017-05-26,52250.0
2338,2017-05-27,52160.0
2339,2017-05-28,52080.0
2340,2017-05-29,51990.0
2341,2017-05-30,51900.0
2342,2017-05-31,51800.0
2343,2017-06-01,51700.0
2344,2017-06-02,51590.0
2345,2017-06-03,51470.0
2346,2017-06-04,51330.0
2347,2017-06-05,51210.0
2348,2017-06-06,51100.0
2349,2017-06-07,50980.0
2350,2017-06-08,50860.0
2351,2017-06-09,50760.0
2352,2017-06-10,50650.0
2353,2017-06-11,50540.0
2354,2017-06-12,50450.0
2355,2017-06-13,50360.0
2356,2017-06-14,50250.0
2357,2017-06-15,50150.0
2358,2017-06-16,50030.0
2359,2017-06-17,49930.0
2360,2017-06-18,49810.0
2361,2017-06-19,49710.0
2362,2017-06-20,49590.0
2363,2017-06-21,49470.0
2364,2017-06-22,49360.0
2365,2017-06-23,49250.0
2366,2017-06-24,49140.0
2367,2017-06-25,49040.0
2368,2017-06-26,48930.0
2369,2017-06-27,48800.0
2370,2017-06-28,48680.0
2371,2017-06-29,48570.0
2372,2017-06-30,48460.0
2373,2017-07-01,48350.0
2374,2017-07-02,48230.0
2375,2017-07-03,48130.0
2376,2017-07-04,48020.0
2377,2017-07-05,47920.0
2378,2017-07-06,47810.0
2379,2017-07-07,47700.0
2380,2017-07-08,47620.0
2381,2017-07-09,47520.0
2382,2017-07-10,47390.0
2383,2017-07-11,47260.0
2384,2017-07-12,47120.0
2385,2017-07-13,46990.0
2386,2017-07-14,46850.0
2387,2017-07-15,46710.0
2388,2017-07-16,46570.0
2389,2017-07-17,46430.0
2390,2017-07-18,46290.0
2391,2017-07-19,46150.0
2392,2017-07-20,46020.0
2393,2017-07-21,45890.0
2394,2017-07-22,45760.0
2395,2017-07-23,45620.0
2396,2017-07-24,45490.0
2397,2017-07-25,45380.0
2398,2017-07-26,45260.0
2399,2017-07-27,45130.0
2400,2017-07-28,45010.0
2401,2017-07-29,44890.0
2402,2017-07-30,44770.0
2403,2017-07-31,44730.0
2404,2017-08-01,44920.0
2405,2017-08-02,44940.0
2406,2017-08-03,44930.0
2407,2017-08-04,44920.0
2408,2017-08-05,44900.0
2409,2017-08-06,44880.0
2410,2017-08-07,44860.0
2411,2017-08-08,44860.0
2412,2017-08-09,44840.0
2413,2017-08-10,44830.0
2414,2017-08-11,44800.0
2415,2017-08-12,44790.0
2416,2017-08-13,44770.0
2417,2017-08-14,44740.0
2418,2017-08-15,44710.0
2419,2017-08-16,44670.0
2420,2017-08-17,44640.0
2421,2017-08-18,44610.0
2422,2017-08-19,44610.0
2423,2017-08-20,44590.0
2424,2017-08-21,44570.0
2425,2017-08-22,44550.0
2426,2017-08-23,44540.0
2427,2017-08-24,44530.0
2428,2017-08-25,44510.0
2429,2017-08-26,44490.0
2430,2017-08-27,44480.0
2431,2017-08-28,44470.0
2432,2017-08-29,44460.0
2433,2017-08-30,44440.0
2434,2017-08-31,44420.0
2435,2017-09-01,44390.0
2436,2017-09-02,44350.0
2437,2017-09-03,44310.0
2438,2017-09-04,44290.0
2439,2017-09-05,44240.0
2440,2017-09-06,44210.0
2441,2017-09-07,44150.0
2442,2017-09-08,44090.0
2443,2017-09-09,44030.0
2444,2017-09-10,43970.0
2445,2017-09-11,43900.0
2446,2017-09-12,43840.0
2447,2017-09-13,43760.0
2448,2017-09-14,43690.0
2449,2017-09-15,43610.0
2450,2017-09-16,43530.0
2451,2017-09-17,43460.0
2452,2017-09-18,43400.0
2453,2017-09-19,43320.0
2454,2017-09-20,43250.0
2455,2017-09-21,43180.0
2456,2017-09-22,43100.0
2457,2017-09-23,43040.0
2458,2017-09-24,42960.0
2459,2017-09-25,42880.0
2460,2017-09-26,42810.0
2461,2017-09-27,42760.0
2462,2017-09-28,42710.0
2463,2017-09-29,42700.0
2464,2017-09-30,42690.0
2465,2017-10-01,42670.0
2466,2017-10-02,42660.0
2467,2017-10-03,42650.0
2468,2017-10-04,42640.0
2469,2017-10-05,42630.0
2470,2017-10-06,42620.0
2471,2017-10-07,42600.0
2472,2017-10-08,42580.0
2473,2017-10-09,42570.0
2474,2017-10-10,42560.0
2475,2017-10-11,42540.0
2476,2017-10-12,42530.0
2477,2017-10-13,42520.0
2478,2017-10-14,42520.0
2479,2017-10-15,42500.0
2480,2017-10-16,42490.0
2481,2017-10-17,42480.0
2482,2017-10-18,42460.0
2483,2017-10-19,42460.0
2484,2017-10-20,42450.0
2485,2017-10-21,42450.0
2486,2017-10-22,42440.0
2487,2017-10-23,42430.0
2488,2017-10-24,42410.0
2489,2017-10-25,42410.0
2490,2017-10-26,42390.0
2491,2017-10-27,42370.0
2492,2017-10-28,42360.0
2493,2017-10-29,42350.0
2494,2017-10-30,42340.0
2495,2017-10-31,42310.0
2496,2017-11-01,42230.0
2497,2017-11-02,42110.0
2498,2017-11-03,41980.0
2499,2017-11-04,41860.0
2500,2017-11-05,41750.0
2501,2017-11-06,41620.0
2502,2017-11-07,41510.0
2503,2017-11-08,41400.0
2504,2017-11-09,41280.0
2505,2017-11-10,41160.0
2506,2017-11-11,41060.0
2507,2017-11-12,40990.0
2508,2017-11-13,40920.0
2509,2017-11-14,40850.0
2510,2017-11-15,40780.0
2511,2017-11-16,40700.0
2512,2017-11-17,40640.0
2513,2017-11-18,40550.0
2514,2017-11-19,40490.0
2515,2017-11-20,40450.0
2516,2017-11-21,40420.0
2517,2017-11-22,40420.0
2518,2017-11-23,40420.0
2519,2017-11-24,40420.0
2520,2017-11-25,40410.0
2521,2017-11-26,40400.0
2522,2017-11-27,40370.0
2523,2017-11-28,40260.0
2524,2017-11-29,40150.0
2525,2017-11-30,40030.0
2526,2017-12-01,39910.0
2527,2017-12-02,39800.0
2528,2017-12-03,39690.0
2529,2017-12-04,39570.0
2530,2017-12-05,39440.0
2531,2017-12-06,39310.0
2532,2017-12-07,39190.0
2533,2017-12-08,39060.0
2534,2017-12-09,38940.0
2535,2017-12-10,38830.0
2536,2017-12-11,38720.0
2537,2017-12-12,38600.0
2538,2017-12-13,38480.0
2539,2017-12-14,38360.0
2540,2017-12-15,38240.0
2541,2017-12-16,38120.0
2542,2017-12-17,38010.0
2543,2017-12-18,37900.0
2544,2017-12-19,37780.0
2545,2017-12-20,37670.0
2546,2017-12-21,37570.0
2547,2017-12-22,37450.0
2548,2017-12-23,37330.0
2549,2017-12-24,37220.0
2550,2017-12-25,37100.0
2551,2017-12-26,36990.0
2552,2017-12-27,36870.0
2553,2017-12-28,36730.0
2554,2017-12-29,36590.0
2555,2017-12-30,36450.0
2556,2017-12-31,36310.0
2557,2018-01-01,36180.0
