,datetime,TRINITY_LAKE_NR_LEWISTON_CA.
2093,2016-09-24,986900
2094,2016-09-25,984800
2095,2016-09-26,982400
2096,2016-09-27,978600
2097,2016-09-28,975700
2098,2016-09-29,972800
2099,2016-09-30,969400
2100,2016-10-01,966100
2101,2016-10-02,964300
2102,2016-10-03,964000
2103,2016-10-04,963400
2104,2016-10-05,962700
2105,2016-10-06,961900
2106,2016-10-07,961400
2107,2016-10-08,960800
2108,2016-10-09,959500
2109,2016-10-10,957500
2110,2016-10-11,956500
2111,2016-10-12,955700
2112,2016-10-13,955400
2113,2016-10-14,956800
2114,2016-10-15,959500
2115,2016-10-16,961700
2116,2016-10-17,963400
2117,2016-10-18,964300
2118,2016-10-19,964700
2119,2016-10-20,965300
2120,2016-10-21,965400
2121,2016-10-22,965500
2122,2016-10-23,965200
2123,2016-10-24,966400
2124,2016-10-25,968700
2125,2016-10-26,975500
2126,2016-10-27,982700
2127,2016-10-28,987700
2128,2016-10-29,996600
2129,2016-10-30,1019000
2130,2016-10-31,1031000
2131,2016-11-01,1038000
2132,2016-11-02,1043000
2133,2016-11-03,1047000
2134,2016-11-04,1050000
2135,2016-11-05,1052000
2136,2016-11-06,1056000
2137,2016-11-07,1058000
2138,2016-11-08,1060000
2139,2016-11-09,1062000
2140,2016-11-10,1064000
2141,2016-11-11,1065000
2142,2016-11-12,1067000
2143,2016-11-13,1068000
2144,2016-11-14,1069000
2145,2016-11-15,1071000
2146,2016-11-16,1072000
2147,2016-11-17,1072000
2148,2016-11-18,1073000
2149,2016-11-19,1076000
2150,2016-11-20,1079000
2151,2016-11-21,1082000
2152,2016-11-22,1084000
2153,2016-11-23,1087000
2154,2016-11-24,1089000
2155,2016-11-25,1091000
2156,2016-11-26,1095000
2157,2016-11-27,1098000
2158,2016-11-28,1101000
2159,2016-11-29,1102000
2160,2016-11-30,1104000
2161,2016-12-01,1106000
2162,2016-12-02,1107000
2163,2016-12-03,1109000
2164,2016-12-04,1110000
2165,2016-12-05,1111000
2166,2016-12-06,1113000
2167,2016-12-07,1114000
2168,2016-12-08,1115000
2169,2016-12-09,1118000
2170,2016-12-10,1127000
2171,2016-12-11,1132000
2172,2016-12-12,1136000
2173,2016-12-13,1140000
2174,2016-12-14,1151000
2175,2016-12-15,1193000
2176,2016-12-16,1210000
2177,2016-12-17,1220000
2178,2016-12-18,1227000
2179,2016-12-19,1232000
2180,2016-12-20,1236000
2181,2016-12-21,1239000
2182,2016-12-22,1242000
2183,2016-12-23,1246000
2184,2016-12-24,1248000
2185,2016-12-25,1251000
2186,2016-12-26,1253000
2187,2016-12-27,1255000
2188,2016-12-28,1257000
2189,2016-12-29,1258000
2190,2016-12-30,1260000
2191,2016-12-31,1261000
2192,2017-01-01,1263000
2193,2017-01-02,1265000
2194,2017-01-03,1267000
2195,2017-01-04,1268000
2196,2017-01-05,1270000
2197,2017-01-06,1271000
2198,2017-01-07,1273000
2199,2017-01-08,1297000
2200,2017-01-09,1321000
2201,2017-01-10,1338000
2202,2017-01-11,1350000
2203,2017-01-12,1362000
2204,2017-01-13,1369000
2205,2017-01-14,1374000
2206,2017-01-15,1378000
2207,2017-01-16,1383000
2208,2017-01-17,1387000
2209,2017-01-18,1395000
2210,2017-01-19,1401000
2211,2017-01-20,1410000
2212,2017-01-21,1418000
2213,2017-01-22,1427000
2214,2017-01-23,1433000
2215,2017-01-24,1438000
2216,2017-01-25,1442000
2217,2017-01-26,1445000
2218,2017-01-27,1449000
2219,2017-01-28,1452000
2220,2017-01-29,1455000
2221,2017-01-30,1458000
2222,2017-01-31,1461000
2223,2017-02-01,1463000
2224,2017-02-02,1467000
2225,2017-02-03,1478000
2226,2017-02-04,1492000
2227,2017-02-05,1505000
2228,2017-02-06,1524000
2229,2017-02-07,1548000
2230,2017-02-08,1573000
2231,2017-02-09,1652000
2232,2017-02-10,1694000
2233,2017-02-11,1716000
2234,2017-02-12,1731000
2235,2017-02-13,1743000
2236,2017-02-14,1753000
2237,2017-02-15,1762000
2238,2017-02-16,1781000
2239,2017-02-17,1796000
2240,2017-02-18,1810000
2241,2017-02-19,1824000
2242,2017-02-20,1843000
2243,2017-02-21,1864000
2244,2017-02-22,1878000
2245,2017-02-23,1888000
2246,2017-02-24,1897000
2247,2017-02-25,1904000
2248,2017-02-26,1910000
2249,2017-02-27,1917000
2250,2017-02-28,1922000
2251,2017-03-01,1927000
2252,2017-03-02,1931000
2253,2017-03-03,1935000
2254,2017-03-04,1940000
2255,2017-03-05,1944000
2256,2017-03-06,1948000
2257,2017-03-07,1953000
2258,2017-03-08,1954000
2259,2017-03-09,1956000
2260,2017-03-10,1959000
2261,2017-03-11,1962000
2262,2017-03-12,1966000
2263,2017-03-13,1969000
2264,2017-03-14,1975000
2265,2017-03-15,1983000
2266,2017-03-16,1993000
2267,2017-03-17,2000000
2268,2017-03-18,2014000
2269,2017-03-19,2032000
2270,2017-03-20,2047000
2271,2017-03-21,2072000
2272,2017-03-22,2090000
2273,2017-03-23,2102000
2274,2017-03-24,2115000
2275,2017-03-25,2125000
2276,2017-03-26,2135000
2277,2017-03-27,2142000
2278,2017-03-28,2149000
2279,2017-03-29,2158000
2280,2017-03-30,2168000
2281,2017-03-31,2177000
2282,2017-04-01,2186000
2283,2017-04-02,2195000
2284,2017-04-03,2205000
2285,2017-04-04,2214000
2286,2017-04-05,2222000
2287,2017-04-06,2234000
2288,2017-04-07,2246000
2289,2017-04-08,2255000
2290,2017-04-09,2261000
2291,2017-04-10,2267000
2292,2017-04-11,2274000
2293,2017-04-12,2283000
2294,2017-04-13,2292000
2295,2017-04-14,2299000
2296,2017-04-15,2306000
2297,2017-04-16,2312000
2298,2017-04-17,2318000
2299,2017-04-18,2325000
2300,2017-04-19,2333000
2301,2017-04-20,2341000
2302,2017-04-21,2350000
2303,2017-04-22,2357000
2304,2017-04-23,2361000
2305,2017-04-24,2364000
2306,2017-04-25,2360000
2307,2017-04-26,2347000
2308,2017-04-27,2334000
2309,2017-04-28,2320000
2310,2017-04-29,2308000
2311,2017-04-30,2302000
2312,2017-05-01,2301000
2313,2017-05-02,2309000
2314,2017-05-03,2321000
2315,2017-05-04,2335000
2316,2017-05-05,2352000
2317,2017-05-06,2362000
2318,2017-05-07,2364000
2319,2017-05-08,2366000
2320,2017-05-09,2367000
2321,2017-05-10,2366000
2322,2017-05-11,2363000
2323,2017-05-12,2357000
2324,2017-05-13,2349000
2325,2017-05-14,2341000
2326,2017-05-15,2333000
2327,2017-05-16,2325000
2328,2017-05-17,2317000
2329,2017-05-18,2310000
2330,2017-05-19,2303000
2331,2017-05-20,2299000
2332,2017-05-21,2296000
2333,2017-05-22,2296000
2334,2017-05-23,2296000
2335,2017-05-24,2299000
2336,2017-05-25,2299000
2337,2017-05-26,2298000
2338,2017-05-27,2296000
2339,2017-05-28,2294000
2340,2017-05-29,2293000
2341,2017-05-30,2290000
2342,2017-05-31,2287000
2343,2017-06-01,2285000
2344,2017-06-02,2281000
2345,2017-06-03,2280000
2346,2017-06-04,2276000
2347,2017-06-05,2272000
2348,2017-06-06,2268000
2349,2017-06-07,2265000
2350,2017-06-08,2265000
2351,2017-06-09,2261000
2352,2017-06-10,2255000
2353,2017-06-11,2250000
2354,2017-06-12,2244000
2355,2017-06-13,2239000
2356,2017-06-14,2234000
2357,2017-06-15,2229000
2358,2017-06-16,2226000
2359,2017-06-17,2224000
2360,2017-06-18,2221000
2361,2017-06-19,2218000
2362,2017-06-20,2215000
2363,2017-06-21,2212000
2364,2017-06-22,2207000
2365,2017-06-23,2203000
2366,2017-06-24,2198000
2367,2017-06-25,2194000
2368,2017-06-26,2189000
2369,2017-06-27,2184000
2370,2017-06-28,2178000
2371,2017-06-29,2173000
2372,2017-06-30,2167000
2373,2017-07-01,2162000
2374,2017-07-02,2157000
2375,2017-07-03,2152000
2376,2017-07-04,2147000
2377,2017-07-05,2141000
2378,2017-07-06,2135000
2379,2017-07-07,2131000
2380,2017-07-08,2126000
2381,2017-07-09,2121000
2382,2017-07-10,2116000
2383,2017-07-11,2111000
2384,2017-07-12,2106000
2385,2017-07-13,2101000
2386,2017-07-14,2095000
2387,2017-07-15,2089000
2388,2017-07-16,2083000
2389,2017-07-17,2078000
2390,2017-07-18,2070000
2391,2017-07-19,2064000
2392,2017-07-20,2060000
2393,2017-07-21,2055000
2394,2017-07-22,2051000
2395,2017-07-23,2047000
2396,2017-07-24,2043000
2397,2017-07-25,2039000
2398,2017-07-26,2035000
2399,2017-07-27,2030000
2400,2017-07-28,2026000
2401,2017-07-29,2022000
2402,2017-07-30,2019000
2403,2017-07-31,2015000
2404,2017-08-01,2011000
2405,2017-08-02,2008000
2406,2017-08-03,2004000
2407,2017-08-04,1999000
2408,2017-08-05,1996000
2409,2017-08-06,1991000
2410,2017-08-07,1987000
2411,2017-08-08,1983000
2412,2017-08-09,1979000
2413,2017-08-10,1976000
2414,2017-08-11,1972000
2415,2017-08-12,1968000
2416,2017-08-13,1963000
2417,2017-08-14,1960000
2418,2017-08-15,1956000
2419,2017-08-16,1953000
2420,2017-08-17,1950000
2421,2017-08-18,1946000
2422,2017-08-19,1942000
2423,2017-08-20,1938000
2424,2017-08-21,1931000
2425,2017-08-22,1924000
2426,2017-08-23,1919000
2427,2017-08-24,1913000
2428,2017-08-25,1909000
2429,2017-08-26,1906000
2430,2017-08-27,1902000
2431,2017-08-28,1899000
2432,2017-08-29,1896000
2433,2017-08-30,1891000
2434,2017-08-31,1887000
2435,2017-09-01,1884000
2436,2017-09-02,1881000
2437,2017-09-03,1877000
2438,2017-09-04,1874000
2439,2017-09-05,1871000
2440,2017-09-06,1867000
2441,2017-09-07,1863000
2442,2017-09-08,1859000
2443,2017-09-09,1855000
2444,2017-09-10,1852000
2445,2017-09-11,1849000
2446,2017-09-12,1846000
2447,2017-09-13,1842000
2448,2017-09-14,1837000
2449,2017-09-15,1833000
2450,2017-09-16,1829000
2451,2017-09-17,1825000
2452,2017-09-18,1821000
2453,2017-09-19,1817000
2454,2017-09-20,1814000
2455,2017-09-21,1812000
2456,2017-09-22,1810000
2457,2017-09-23,1807000
2458,2017-09-24,1805000
2459,2017-09-25,1803000
2460,2017-09-26,1801000
2461,2017-09-27,1799000
2462,2017-09-28,1796000
2463,2017-09-29,1794000
2464,2017-09-30,1791000
2465,2017-10-01,1788000
2466,2017-10-02,1786000
2467,2017-10-03,1783000
2468,2017-10-04,1782000
2469,2017-10-05,1779000
2470,2017-10-06,1778000
2471,2017-10-07,1776000
2472,2017-10-08,1774000
2473,2017-10-09,1772000
2474,2017-10-10,1770000
2475,2017-10-11,1769000
2476,2017-10-12,1767000
2477,2017-10-13,1767000
2478,2017-10-14,1766000
2479,2017-10-15,1765000
2480,2017-10-16,1764000
2481,2017-10-17,1763000
2482,2017-10-18,1762000
2483,2017-10-19,1761000
2484,2017-10-20,1760000
2485,2017-10-21,1759000
2486,2017-10-22,1759000
2487,2017-10-23,1759000
2488,2017-10-24,1759000
2489,2017-10-25,1759000
2490,2017-10-26,1758000
2491,2017-10-27,1757000
2492,2017-10-28,1756000
2493,2017-10-29,1756000
2494,2017-10-30,1754000
2495,2017-10-31,1753000
2496,2017-11-01,1752000
2497,2017-11-02,1751000
2498,2017-11-03,1749000
2499,2017-11-04,1748000
2500,2017-11-05,1747000
2501,2017-11-06,1746000
2502,2017-11-07,1745000
2503,2017-11-08,1745000
2504,2017-11-09,1746000
2505,2017-11-10,1746000
2506,2017-11-11,1746000
2507,2017-11-12,1745000
2508,2017-11-13,1747000
2509,2017-11-14,1747000
2510,2017-11-15,1748000
2511,2017-11-16,1749000
2512,2017-11-17,1749000
2513,2017-11-18,1748000
2514,2017-11-19,1748000
2515,2017-11-20,1752000
2516,2017-11-21,1754000
2517,2017-11-22,1756000
2518,2017-11-23,1756000
2519,2017-11-24,1758000
2520,2017-11-25,1759000
2521,2017-11-26,1763000
2522,2017-11-27,1766000
2523,2017-11-28,1767000
2524,2017-11-29,1767000
2525,2017-11-30,1767000
2526,2017-12-01,1767000
2527,2017-12-02,1766000
2528,2017-12-03,1767000
2529,2017-12-04,1767000
2530,2017-12-05,1766000
2531,2017-12-06,1766000
2532,2017-12-07,1765000
2533,2017-12-08,1765000
2534,2017-12-09,1764000
2535,2017-12-10,1764000
2536,2017-12-11,1763000
2537,2017-12-12,1763000
2538,2017-12-13,1762000
2539,2017-12-14,1761000
2540,2017-12-15,1761000
2541,2017-12-16,1760000
2542,2017-12-17,1758000
2543,2017-12-18,1757000
2544,2017-12-19,1755000
2545,2017-12-20,1754000
2546,2017-12-21,1753000
2547,2017-12-22,1753000
2548,2017-12-23,1752000
2549,2017-12-24,1752000
2550,2017-12-25,1751000
2551,2017-12-26,1751000
2552,2017-12-27,1750000
2553,2017-12-28,1750000
2554,2017-12-29,1749000
2555,2017-12-30,1748000
2556,2017-12-31,1747000
2557,2018-01-01,1747000
