,datetime,SPIRIT_LAKE_AT_TUNNEL_AT_SPIRIT_LAKE__WA.
1906,2016-03-25,3455.98
1907,2016-03-26,3455.82
1908,2016-03-27,3455.76
1909,2016-03-28,3455.58
1910,2016-03-29,3455.41
1911,2016-03-30,3455.22
1912,2016-03-31,3455.04
1913,2016-04-01,3454.87
1914,2016-04-02,3454.76
1915,2016-04-03,3454.67
1916,2016-04-04,3454.62
1917,2016-04-05,3454.5
1918,2016-04-06,3454.36
1919,2016-04-07,3454.24
1920,2016-04-08,3454.16
1921,2016-04-09,3454.13
1922,2016-04-10,3454.06
1923,2016-04-11,3453.97
1924,2016-04-12,3453.89
1925,2016-04-13,3453.81
1926,2016-04-14,3453.74
1927,2016-04-15,3453.6
1928,2016-04-16,3453.44
1929,2016-04-17,3453.32
1930,2016-04-18,3453.21
1931,2016-04-19,3453.14
1932,2016-04-20,3453.11
1933,2016-04-21,3453.06
1934,2016-04-22,3453.02
1935,2016-04-23,3452.96
1936,2016-04-24,3452.94
1937,2016-04-25,3452.83
1938,2016-04-26,3452.7
1939,2016-04-27,3452.56
1940,2016-04-28,3452.41
1941,2016-04-29,3452.26
1942,2016-04-30,3452.12
1943,2016-05-01,3451.99
1944,2016-05-02,3451.89
1945,2016-05-03,3451.8
1946,2016-05-04,3451.72
1947,2016-05-05,3451.59
1948,2016-05-06,3451.48
1949,2016-05-07,3451.4
1950,2016-05-08,3451.3
1951,2016-05-09,3451.2
1952,2016-05-10,3451.06
1953,2016-05-11,3450.92
1954,2016-05-12,3450.78
1955,2016-05-13,3450.65
1956,2016-05-14,3450.53
1957,2016-05-15,3450.44
1958,2016-05-16,3450.32
1959,2016-05-17,3450.16
1960,2016-05-18,3450.04
1961,2016-05-19,3449.93
1962,2016-05-20,3449.8
1963,2016-05-21,3449.71
1964,2016-05-22,3449.62
1965,2016-05-23,3449.51
1966,2016-05-24,3449.37
1967,2016-05-25,3449.22
1968,2016-05-26,3449.08
1969,2016-05-27,3448.97
1970,2016-05-28,3448.82
1971,2016-05-29,3448.66
1972,2016-05-30,3448.52
1973,2016-05-31,3448.37
1974,2016-06-01,3448.24
1975,2016-06-02,3448.13
1976,2016-06-03,3447.97
1977,2016-06-04,3447.83
1978,2016-06-05,3447.69
1979,2016-06-06,3447.56
1980,2016-06-07,3447.42
1981,2016-06-08,3447.26
1982,2016-06-09,3447.15
1983,2016-06-10,3447.07
1984,2016-06-11,3446.93
1985,2016-06-12,3446.78
1986,2016-06-13,3446.67
1987,2016-06-14,3446.6
1988,2016-06-15,3446.47
1989,2016-06-16,3446.32
1990,2016-06-17,3446.22
1991,2016-06-18,3446.12
1992,2016-06-19,3445.98
1993,2016-06-20,3445.84
1994,2016-06-21,3445.72
1995,2016-06-22,3445.57
1996,2016-06-23,3445.5
1997,2016-06-24,3445.46
1998,2016-06-25,3445.35
1999,2016-06-26,3445.26
2000,2016-06-27,3445.16
2001,2016-06-28,3445.05
2002,2016-06-29,3444.93
2003,2016-06-30,3444.84
2004,2016-07-01,3444.74
2005,2016-07-02,3444.65
2006,2016-07-03,3444.53
2007,2016-07-04,3444.43
2008,2016-07-05,3444.34
2009,2016-07-06,3444.25
2010,2016-07-07,3444.18
2011,2016-07-08,3444.1
2012,2016-07-09,3444.04
2013,2016-07-10,3443.98
2014,2016-07-11,3443.91
2015,2016-07-12,3443.82
2016,2016-07-13,3443.745
2017,2016-07-14,3443.67
2018,2016-07-15,3443.61
2019,2016-07-16,3443.54
2020,2016-07-17,3443.49
2021,2016-07-18,3443.44
2022,2016-07-19,3443.38
2023,2016-07-20,3443.33
2024,2016-07-21,3443.27
2025,2016-07-22,3443.23
2026,2016-07-23,3443.18
2027,2016-07-24,3443.12
2028,2016-07-25,3443.07
2029,2016-07-26,3443.02
2030,2016-07-27,3442.98
2031,2016-07-28,3442.93
2032,2016-07-29,3442.89
2033,2016-07-30,3442.83
2034,2016-07-31,3442.79
2035,2016-08-01,3442.74
2036,2016-08-02,3442.66
2037,2016-08-03,3442.62
2038,2016-08-04,3442.58
2039,2016-08-05,3442.53
2040,2016-08-06,3442.48
2041,2016-08-07,3442.46
2042,2016-08-08,3442.45
2043,2016-08-09,3442.41
2044,2016-08-10,3442.37
2045,2016-08-11,3442.34
2046,2016-08-12,3442.31
2047,2016-08-13,3442.28
2048,2016-08-14,3442.24
2049,2016-08-15,3442.21
2050,2016-08-16,3442.17
2051,2016-08-17,3442.14
2052,2016-08-18,3442.11
2053,2016-08-19,3442.08
2054,2016-08-20,3442.05
2055,2016-08-21,3442.01
2056,2016-08-22,3441.98
2057,2016-08-23,3441.94
2058,2016-08-24,3441.91
2059,2016-08-25,3441.83
2060,2016-08-26,3441.8
2061,2016-08-27,3441.77
2062,2016-08-28,3441.74
2063,2016-08-29,3441.71
2064,2016-08-30,3441.68
2065,2016-08-31,3441.68
2066,2016-09-01,3441.68
2067,2016-09-02,3441.67
2068,2016-09-03,3441.64
2069,2016-09-04,3441.61
2070,2016-09-05,3441.58
2071,2016-09-06,3441.68
2072,2016-09-07,3441.66
2073,2016-09-08,3441.63
2074,2016-09-09,3441.6
2075,2016-09-10,3441.58
2076,2016-09-11,3441.54
2077,2016-09-12,3441.52
2078,2016-09-13,3441.49
2079,2016-09-14,3441.47
2080,2016-09-15,3441.45
2081,2016-09-16,3441.42
2082,2016-09-17,3441.6
2083,2016-09-18,3441.61
2084,2016-09-19,3441.6
2085,2016-09-20,3441.58
2086,2016-09-21,3441.57
2087,2016-09-22,3441.55
2088,2016-09-23,3441.57
2089,2016-09-24,3441.55
2090,2016-09-25,3441.5
2091,2016-09-26,3441.51
2092,2016-09-27,3441.53
2093,2016-09-28,3441.55
2094,2016-09-29,3441.57
2095,2016-09-30,3441.58
2096,2016-10-01,3441.67
2097,2016-10-02,3441.7
2098,2016-10-03,3441.72
2099,2016-10-04,3441.82
2100,2016-10-05,3441.94
2101,2016-10-06,3441.95
2102,2016-10-07,3442.0
2103,2016-10-08,3442.08
2104,2016-10-09,3442.36
2105,2016-10-10,3442.43
2106,2016-10-11,3442.48
2107,2016-10-12,3442.55
2108,2016-10-13,3443.02
2109,2016-10-14,3443.46
2110,2016-10-15,3444.09
2111,2016-10-16,3444.52
2112,2016-10-17,3444.88
2113,2016-10-18,3445.16
2114,2016-10-19,3445.35
2115,2016-10-20,3445.62
2116,2016-10-21,3445.81
2117,2016-10-22,3445.96
2118,2016-10-23,3446.08
2119,2016-10-24,3446.19
2120,2016-10-25,3446.3
2121,2016-10-26,3446.69
2122,2016-10-27,3446.66
2123,2016-10-28,3446.65
2124,2016-10-29,3446.6
2125,2016-10-30,3446.58
2126,2016-10-31,3446.69
2127,2016-11-01,3446.65
2128,2016-11-02,3446.61
2129,2016-11-03,3446.53
2130,2016-11-04,3446.45
2131,2016-11-05,3446.49
2132,2016-11-06,3446.43
2133,2016-11-07,3446.33
2134,2016-11-08,3446.24
2135,2016-11-09,3446.16
2136,2016-11-10,3446.04
2137,2016-11-11,3445.96
2138,2016-11-12,3445.94
2139,2016-11-13,3445.84
2140,2016-11-14,3445.82
2141,2016-11-15,3445.89
2142,2016-11-16,3445.85
2143,2016-11-17,3445.76
2144,2016-11-18,3445.67
2145,2016-11-19,3445.67
2146,2016-11-20,3445.74
2147,2016-11-21,3445.69
2148,2016-11-22,3445.71
2149,2016-11-23,3445.68
2150,2016-11-24,3446.02
2151,2016-11-25,3446.03
2152,2016-11-26,3445.98
2153,2016-11-27,3446.0
2154,2016-11-28,3446.03
2155,2016-11-29,3445.96
2156,2016-11-30,3445.98
2157,2016-12-01,3445.91
2158,2016-12-02,3445.84
2159,2016-12-03,3445.81
2160,2016-12-04,3445.79
2161,2016-12-05,3445.7
2162,2016-12-06,3445.6
2163,2016-12-07,3445.55
2164,2016-12-08,3445.46
2165,2016-12-09,3445.38
2166,2016-12-10,3445.32
2167,2016-12-11,3445.31
2168,2016-12-12,3445.25
2169,2016-12-13,3445.12
2170,2016-12-14,3445.01
2171,2016-12-15,3444.88
2172,2016-12-16,3444.76
2173,2016-12-17,3444.63
2174,2016-12-18,3444.51
2175,2016-12-19,3444.62
2176,2016-12-20,3444.56
2177,2016-12-21,3444.46
2178,2016-12-22,3444.37
2179,2016-12-23,3444.33
2180,2016-12-24,3444.23
2181,2016-12-25,3444.13
2182,2016-12-26,3444.01
2183,2016-12-27,3444.04
2184,2016-12-28,3443.94
2185,2016-12-29,3443.87
2186,2016-12-30,3443.77
2187,2016-12-31,3443.71
2188,2017-01-01,3443.66
2189,2017-01-02,3443.55
2190,2017-01-03,3443.45
2191,2017-01-04,3443.35
2192,2017-01-05,3443.26
2193,2017-01-06,3443.16
2194,2017-01-07,3443.08
2195,2017-01-08,3443.1
2196,2017-01-09,3443.07
2197,2017-01-10,3443.05
2198,2017-01-11,3443.01
2199,2017-01-12,3442.92
2200,2017-01-13,3442.82
2201,2017-01-14,3442.74
2202,2017-01-15,3442.67
2203,2017-01-16,3442.59
2204,2017-01-17,3442.8
2205,2017-01-18,3443.38
2206,2017-01-19,3443.54
2207,2017-01-20,3443.58
2208,2017-01-21,3443.63
2209,2017-01-22,3443.64
2210,2017-01-23,3443.59
2211,2017-01-24,3443.53
2212,2017-01-25,3443.48
2213,2017-01-26,3443.42
2214,2017-01-27,3443.35
2215,2017-01-28,3443.27
2216,2017-01-29,3443.22
2217,2017-01-30,3443.16
2218,2017-01-31,3443.09
2219,2017-02-01,3443.0
2220,2017-02-02,3442.94
2221,2017-02-03,3442.96
2222,2017-02-04,3442.98
2223,2017-02-05,3443.07
2224,2017-02-06,3443.07
2225,2017-02-07,3443.01
2226,2017-02-08,3443.01
2227,2017-02-09,3443.54
2228,2017-02-10,3443.72
2229,2017-02-11,3443.74
2230,2017-02-12,3443.7
2231,2017-02-13,3443.65
2232,2017-02-14,3443.62
2233,2017-02-15,3444.05
2234,2017-02-16,3444.54
2235,2017-02-17,3444.64
2236,2017-02-18,3444.71
2237,2017-02-19,3444.79
2238,2017-02-20,3444.86
2239,2017-02-21,3444.84
2240,2017-02-22,3444.78
2241,2017-02-23,3444.72
2242,2017-02-24,3444.65
2243,2017-02-25,3444.57
2244,2017-02-26,3444.52
2245,2017-02-27,3444.52
2246,2017-02-28,3444.46
2247,2017-03-01,3444.39
2248,2017-03-02,3444.29
2249,2017-03-03,3444.27
2250,2017-03-04,3444.25
2251,2017-03-05,3444.21
2252,2017-03-06,3444.15
2253,2017-03-07,3444.13
2254,2017-03-08,3444.13
2255,2017-03-09,3444.19
2256,2017-03-10,3444.24
2257,2017-03-11,3444.29
2258,2017-03-12,3444.25
2259,2017-03-13,3444.35
2260,2017-03-14,3444.75
2261,2017-03-15,3445.12
2262,2017-03-16,3445.26
2263,2017-03-17,3445.44
2264,2017-03-18,3445.85
2265,2017-03-19,3445.94
2266,2017-03-20,3445.97
2267,2017-03-21,3446.03
2268,2017-03-22,3446.06
2269,2017-03-23,3446.12
2270,2017-03-24,3446.17
2271,2017-03-25,3446.14
2272,2017-03-26,3446.15
2273,2017-03-27,3446.11
2274,2017-03-28,3446.07
2275,2017-03-29,3446.09
2276,2017-03-30,3446.1
2277,2017-03-31,3446.05
2278,2017-04-01,3446.02
2279,2017-04-02,3445.97
2280,2017-04-03,3445.92
2281,2017-04-04,3445.87
2282,2017-04-05,3445.82
2283,2017-04-06,3445.77
2284,2017-04-07,3445.771333333333
2285,2017-04-08,3445.7726666666667
2286,2017-04-09,3445.774
2287,2017-04-10,3445.7753333333335
2288,2017-04-11,3445.7766666666666
2289,2017-04-12,3445.778
2290,2017-04-13,3445.7793333333334
2291,2017-04-14,3445.7806666666665
2292,2017-04-15,3445.782
2293,2017-04-16,3445.7833333333333
2294,2017-04-17,3445.7846666666665
2295,2017-04-18,3445.786
2296,2017-04-19,3445.787333333333
2297,2017-04-20,3445.788666666667
2298,2017-04-21,3445.79
2299,2017-04-22,3445.83
2300,2017-04-23,3445.9
2301,2017-04-24,3445.99
2302,2017-04-25,3445.96
2303,2017-04-26,3446.04
2304,2017-04-27,3446.03
2305,2017-04-28,3445.99
2306,2017-04-29,3445.97
2307,2017-04-30,3445.98
2308,2017-05-01,3445.98
2309,2017-05-02,3445.97
2310,2017-05-03,3446.0
2311,2017-05-04,3446.21
2312,2017-05-05,3446.54
2313,2017-05-06,3446.66
2314,2017-05-07,3446.68
2315,2017-05-08,3446.68
2316,2017-05-09,3446.69
2317,2017-05-10,3446.73
2318,2017-05-11,3446.84
2319,2017-05-12,3446.91
2320,2017-05-13,3446.93
2321,2017-05-14,3446.93
2322,2017-05-15,3446.91
2323,2017-05-16,3446.97
2324,2017-05-17,3446.96
2325,2017-05-18,3446.91
2326,2017-05-19,3446.88
2327,2017-05-20,3446.89
2328,2017-05-21,3446.95
2329,2017-05-22,3447.05
2330,2017-05-23,3447.19
2331,2017-05-24,3447.29
2332,2017-05-25,3447.3
2333,2017-05-26,3447.33
2334,2017-05-27,3447.37
2335,2017-05-28,3447.43
2336,2017-05-29,3447.54
2337,2017-05-30,3447.62
2338,2017-05-31,3447.61
2339,2017-06-01,3447.65
2340,2017-06-02,3447.64
2341,2017-06-03,3447.61
2342,2017-06-04,3447.57
2343,2017-06-05,3447.51
2344,2017-06-06,3447.47
2345,2017-06-07,3447.49
2346,2017-06-08,3447.57
2347,2017-06-09,3447.58
2348,2017-06-10,3447.54
2349,2017-06-11,3447.47
2350,2017-06-12,3447.42
2351,2017-06-13,3447.35
2352,2017-06-14,3447.26
2353,2017-06-15,3447.29
2354,2017-06-16,3447.31
2355,2017-06-17,3447.28
2356,2017-06-18,3447.26
2357,2017-06-19,3447.23
2358,2017-06-20,3447.18
2359,2017-06-21,3447.12
2360,2017-06-22,3447.04
2361,2017-06-23,3446.96
2362,2017-06-24,3446.88
2363,2017-06-25,3446.81
2364,2017-06-26,3446.74
2365,2017-06-27,3446.65
2366,2017-06-28,3446.55
2367,2017-06-29,3446.45
2368,2017-06-30,3446.36
2369,2017-07-01,3446.27
2370,2017-07-02,3446.17
2371,2017-07-03,3446.06
2372,2017-07-04,3445.95
2373,2017-07-05,3445.84
2374,2017-07-06,3445.74
2375,2017-07-07,3445.63
2376,2017-07-08,3445.52
2377,2017-07-09,3445.4
2378,2017-07-10,3445.29
2379,2017-07-11,3445.15
2380,2017-07-12,3445.0
2381,2017-07-13,3444.84
2382,2017-07-14,3444.69
2383,2017-07-15,3444.53
2384,2017-07-16,3444.4
2385,2017-07-17,3444.27
2386,2017-07-18,3444.14
2387,2017-07-19,3444.01
2388,2017-07-20,3443.9
2389,2017-07-21,3443.79
2390,2017-07-22,3443.68
2391,2017-07-23,3443.58
2392,2017-07-24,3443.48
2393,2017-07-25,3443.39
2394,2017-07-26,3443.28
2395,2017-07-27,3443.18
2396,2017-07-28,3443.09
2397,2017-07-29,3443.0
2398,2017-07-30,3442.91
2399,2017-07-31,3442.82
2400,2017-08-01,3442.75
2401,2017-08-02,3442.67
2402,2017-08-03,3442.59
2403,2017-08-04,3442.52
2404,2017-08-05,3442.44
2405,2017-08-06,3442.38
2406,2017-08-07,3442.3
2407,2017-08-08,3442.22
2408,2017-08-09,3442.16
2409,2017-08-10,3442.09
2410,2017-08-11,3442.02
2411,2017-08-12,3441.96
2412,2017-08-13,3441.91
2413,2017-08-14,3441.85
2414,2017-08-15,3441.78
2415,2017-08-16,3441.72
2416,2017-08-17,3441.67
2417,2017-08-18,3441.61
2418,2017-08-19,3441.56
2419,2017-08-20,3441.5
2420,2017-08-21,3441.46
2421,2017-08-22,3441.42
2422,2017-08-23,3441.38
2423,2017-08-24,3441.33
2424,2017-08-25,3441.29
2425,2017-08-26,3441.25
2426,2017-08-27,3441.22
2427,2017-08-28,3441.21
2428,2017-08-29,3441.2
2429,2017-08-30,3441.22
2430,2017-08-31,3441.23
2431,2017-09-01,3441.26
2432,2017-09-02,3441.28
2433,2017-09-03,3441.3
2434,2017-09-04,3441.32
2435,2017-09-05,3441.37
2436,2017-09-06,3441.37
2437,2017-09-07,3441.39
2438,2017-09-08,3441.41
2439,2017-09-09,3441.43
2440,2017-09-10,3441.45
2441,2017-09-11,3441.47
2442,2017-09-12,3441.5
2443,2017-09-13,3441.51
2444,2017-09-14,3441.53
2445,2017-09-15,3441.52
2446,2017-09-16,3441.55
2447,2017-09-17,3441.57
2448,2017-09-18,3441.71
2449,2017-09-19,3441.9
2450,2017-09-20,3441.99
2451,2017-09-21,3442.02
2452,2017-09-22,3442.03
2453,2017-09-23,3442.05
2454,2017-09-24,3442.08
2455,2017-09-25,3442.11
2456,2017-09-26,3442.14
2457,2017-09-27,3442.09
2458,2017-09-28,3441.98
2459,2017-09-29,3441.82
2460,2017-09-30,3441.74
2461,2017-10-01,3441.66
2462,2017-10-02,3441.53
2463,2017-10-03,3441.41
2464,2017-10-04,3441.31
2465,2017-10-05,3441.21
2466,2017-10-06,3441.1
2467,2017-10-07,3441.04
2468,2017-10-08,3440.95
2469,2017-10-09,3440.84
2470,2017-10-10,3440.76
2471,2017-10-11,3440.69
2472,2017-10-12,3440.68
2473,2017-10-13,3440.6
2474,2017-10-14,3440.51
2475,2017-10-15,3440.42
2476,2017-10-16,3440.34
2477,2017-10-17,3440.27
2478,2017-10-18,3440.28
2479,2017-10-19,3440.4
2480,2017-10-20,3440.44
2481,2017-10-21,3440.82
2482,2017-10-22,3441.2
2483,2017-10-23,3441.26
2484,2017-10-24,3441.3
2485,2017-10-25,3441.38
2486,2017-10-26,3441.39
2487,2017-10-27,3441.3
2488,2017-10-28,3441.23
2489,2017-10-29,3441.15
2490,2017-10-30,3441.1
2491,2017-10-31,3441.12
2492,2017-11-01,3441.08
2493,2017-11-02,3441.08
2494,2017-11-03,3441.0
2495,2017-11-04,3440.97
2496,2017-11-05,3440.9
2497,2017-11-06,3440.81
2498,2017-11-07,3440.73
2499,2017-11-08,3440.73
2500,2017-11-09,3440.76
2501,2017-11-10,3440.71
2502,2017-11-11,3440.77
2503,2017-11-12,3440.8
2504,2017-11-13,3440.81
2505,2017-11-14,3440.84
2506,2017-11-15,3441.03
2507,2017-11-16,3441.0200000000004
2508,2017-11-17,3441.01
2509,2017-11-18,3440.96
2510,2017-11-19,3440.95
2511,2017-11-20,3441.08
2512,2017-11-21,3441.58
2513,2017-11-22,3441.93
2514,2017-11-23,3442.68
2515,2017-11-24,3442.89
2516,2017-11-25,3442.95
2517,2017-11-26,3443.16
2518,2017-11-27,3443.15
2519,2017-11-28,3443.165
2520,2017-11-29,3443.18
2521,2017-11-30,3443.12
2522,2017-12-01,3443.1
2523,2017-12-02,3443.06
2524,2017-12-03,3443.01
2525,2017-12-04,3442.91
2526,2017-12-05,3442.82
2527,2017-12-06,3442.72
2528,2017-12-07,3442.65
2529,2017-12-08,3442.55
2530,2017-12-09,3442.46
2531,2017-12-10,3442.36
2532,2017-12-11,3442.27
2533,2017-12-12,3442.18
2534,2017-12-13,3442.09
2535,2017-12-14,3442.02
2536,2017-12-15,3441.94
2537,2017-12-16,3441.89
2538,2017-12-17,3441.8
2539,2017-12-18,3441.84
2540,2017-12-19,3441.98
2541,2017-12-20,3441.97
2542,2017-12-21,3441.93
2543,2017-12-22,3441.92
2544,2017-12-23,3441.85
2545,2017-12-24,3441.82
2546,2017-12-25,3441.76
2547,2017-12-26,3441.69
2548,2017-12-27,3441.65
2549,2017-12-28,3441.69
2550,2017-12-29,3442.09
2551,2017-12-30,3442.21
2552,2017-12-31,3442.2
2553,2018-01-01,3442.16
