,datetime,ROSS_RESERVOIR_NEAR_NEWHALEM__WA.
1918,2016-04-02,1545.07
1919,2016-04-03,1545.39
1920,2016-04-04,1545.87
1921,2016-04-05,1546.24
1922,2016-04-06,1546.55
1923,2016-04-07,1546.83
1924,2016-04-08,1547.36
1925,2016-04-09,1548.75
1926,2016-04-10,1549.95
1927,2016-04-11,1551.11
1928,2016-04-12,1551.86
1929,2016-04-13,1552.55
1930,2016-04-14,1553.11
1931,2016-04-15,1553.3
1932,2016-04-16,1553.48
1933,2016-04-17,1553.66
1934,2016-04-18,1554.18
1935,2016-04-19,1555.34
1936,2016-04-20,1557.34
1937,2016-04-21,1559.82
1938,2016-04-22,1562.51
1939,2016-04-23,1565.08
1940,2016-04-24,1566.97
1941,2016-04-25,1568.31
1942,2016-04-26,1569.08
1943,2016-04-27,1569.44
1944,2016-04-28,1570.01
1945,2016-04-29,1570.73
1946,2016-04-30,1571.22
1947,2016-05-01,1571.77
1948,2016-05-02,1572.66
1949,2016-05-03,1574.07
1950,2016-05-04,1575.68
1951,2016-05-05,1577.21
1952,2016-05-06,1578.54
1953,2016-05-07,1579.92
1954,2016-05-08,1581.57
1955,2016-05-09,1582.68
1956,2016-05-10,1583.38
1957,2016-05-11,1584.03
1958,2016-05-12,1584.64
1959,2016-05-13,1585.33
1960,2016-05-14,1586.23
1961,2016-05-15,1587.15
1962,2016-05-16,1588.15
1963,2016-05-17,1588.99
1964,2016-05-18,1589.75
1965,2016-05-19,1590.75
1966,2016-05-20,1591.21
1967,2016-05-21,1591.55
1968,2016-05-22,1591.91
1969,2016-05-23,1592.17
1970,2016-05-24,1592.19
1971,2016-05-25,1592.27
1972,2016-05-26,1592.29
1973,2016-05-27,1592.52
1974,2016-05-28,1592.39
1975,2016-05-29,1592.65
1976,2016-05-30,1592.63
1977,2016-05-31,1592.46
1978,2016-06-01,1592.58
1979,2016-06-02,1593.36
1980,2016-06-03,1594.06
1981,2016-06-04,1594.59
1982,2016-06-05,1596.01
1983,2016-06-06,1597.32
1984,2016-06-07,1598.36
1985,2016-06-08,1599.07
1986,2016-06-09,1599.58
1987,2016-06-10,1599.87
1988,2016-06-11,1599.69
1989,2016-06-12,1599.55
1990,2016-06-13,1599.43
1991,2016-06-14,1599.38
1992,2016-06-15,1599.05
1993,2016-06-16,1598.92
1994,2016-06-17,1598.82
1995,2016-06-18,1598.73
1996,2016-06-19,1598.72
1997,2016-06-20,1598.65
1998,2016-06-21,1598.74
1999,2016-06-22,1598.69
2000,2016-06-23,1598.92
2001,2016-06-24,1599.34
2002,2016-06-25,1599.58
2003,2016-06-26,1599.69
2004,2016-06-27,1599.94
2005,2016-06-28,1600.36
2006,2016-06-29,1600.94
2007,2016-06-30,1601.47
2008,2016-07-01,1601.67
2009,2016-07-02,1601.72
2010,2016-07-03,1601.69
2011,2016-07-04,1601.52
2012,2016-07-05,1601.32
2013,2016-07-06,1601.05
2014,2016-07-07,1601.07
2015,2016-07-08,1601.02
2016,2016-07-09,1601.32
2017,2016-07-10,1601.42
2018,2016-07-11,1601.33
2019,2016-07-12,1601.26
2020,2016-07-13,1601.15
2021,2016-07-14,1601.11
2022,2016-07-15,1601.2
2023,2016-07-16,1601.17
2024,2016-07-17,1601.12
2025,2016-07-18,1601.1
2026,2016-07-19,1601.21
2027,2016-07-20,1601.08
2028,2016-07-21,1601.03
2029,2016-07-22,1601.16
2030,2016-07-23,1601.17
2031,2016-07-24,1601.13
2032,2016-07-25,1601.11
2033,2016-07-26,1601.19
2034,2016-07-27,1601.35
2035,2016-07-28,1601.47
2036,2016-07-29,1601.59
2037,2016-07-30,1601.81
2038,2016-07-31,1601.74
2039,2016-08-01,1601.72
2040,2016-08-02,1601.69
2041,2016-08-03,1601.62
2042,2016-08-04,1601.54
2043,2016-08-05,1601.41
2044,2016-08-06,1601.32
2045,2016-08-07,1601.19
2046,2016-08-08,1601.02
2047,2016-08-09,1600.92
2048,2016-08-10,1600.77
2049,2016-08-11,1600.74
2050,2016-08-12,1600.76
2051,2016-08-13,1600.8
2052,2016-08-14,1600.85
2053,2016-08-15,1600.8
2054,2016-08-16,1600.82
2055,2016-08-17,1600.9
2056,2016-08-18,1600.94
2057,2016-08-19,1600.82
2058,2016-08-20,1600.72
2059,2016-08-21,1600.71
2060,2016-08-22,1600.61
2061,2016-08-23,1600.49
2062,2016-08-24,1600.32
2063,2016-08-25,1600.12
2064,2016-08-26,1599.93
2065,2016-08-27,1599.86
2066,2016-08-28,1599.7
2067,2016-08-29,1599.45
2068,2016-08-30,1599.34
2069,2016-08-31,1599.22
2070,2016-09-01,1599.16
2071,2016-09-02,1599.07
2072,2016-09-03,1598.91
2073,2016-09-04,1598.73
2074,2016-09-05,1598.51
2075,2016-09-06,1598.09
2076,2016-09-07,1597.65
2077,2016-09-08,1597.28
2078,2016-09-09,1596.85
2079,2016-09-10,1596.36
2080,2016-09-11,1595.88
2081,2016-09-12,1595.44
2082,2016-09-13,1595.02
2083,2016-09-14,1594.45
2084,2016-09-15,1593.99
2085,2016-09-16,1593.58
2086,2016-09-17,1593.27
2087,2016-09-18,1593.14
2088,2016-09-19,1592.97
2089,2016-09-20,1592.69
2090,2016-09-21,1592.33
2091,2016-09-22,1591.94
2092,2016-09-23,1591.54
2093,2016-09-24,1591.09
2094,2016-09-25,1590.69
2095,2016-09-26,1590.2
2096,2016-09-27,1589.92
2097,2016-09-28,1589.57
2098,2016-09-29,1589.19
2099,2016-09-30,1588.78
2100,2016-10-01,1588.29
2101,2016-10-02,1587.7
2102,2016-10-03,1587.2
2103,2016-10-04,1586.65
2104,2016-10-05,1586.15
2105,2016-10-06,1585.51
2106,2016-10-07,1585.22
2107,2016-10-08,1585.6
2108,2016-10-09,1586.3
2109,2016-10-10,1586.03
2110,2016-10-11,1585.68
2111,2016-10-12,1585.36
2112,2016-10-13,1585.49
2113,2016-10-14,1586.12
2114,2016-10-15,1586.87
2115,2016-10-16,1587.27
2116,2016-10-17,1587.38
2117,2016-10-18,1587.19
2118,2016-10-19,1586.93
2119,2016-10-20,1587.54
2120,2016-10-21,1587.79
2121,2016-10-22,1587.69
2122,2016-10-23,1587.4
2123,2016-10-24,1587.06
2124,2016-10-25,1586.56
2125,2016-10-26,1586.33
2126,2016-10-27,1586.88
2127,2016-10-28,1587.01
2128,2016-10-29,1586.7
2129,2016-10-30,1586.41
2130,2016-10-31,1585.91
2131,2016-11-01,1585.52
2132,2016-11-02,1585.27
2133,2016-11-03,1585.17
2134,2016-11-04,1584.43
2135,2016-11-05,1583.46
2136,2016-11-06,1583.32
2137,2016-11-07,1583.18
2138,2016-11-08,1583.22
2139,2016-11-09,1583.48
2140,2016-11-10,1583.76
2141,2016-11-11,1583.87
2142,2016-11-12,1584.37
2143,2016-11-13,1584.83
2144,2016-11-14,1585.74
2145,2016-11-15,1586.61
2146,2016-11-16,1586.98
2147,2016-11-17,1587.45
2148,2016-11-18,1587.4
2149,2016-11-19,1587.62
2150,2016-11-20,1587.49
2151,2016-11-21,1587.51
2152,2016-11-22,1587.34
2153,2016-11-23,1587.21
2154,2016-11-24,1587.19
2155,2016-11-25,1587.2
2156,2016-11-26,1587.08
2157,2016-11-27,1587.04
2158,2016-11-28,1586.93
2159,2016-11-29,1586.7
2160,2016-11-30,1586.51
2161,2016-12-01,1586.26
2162,2016-12-02,1586.02
2163,2016-12-03,1585.83
2164,2016-12-04,1585.59
2165,2016-12-05,1585.19
2166,2016-12-06,1585.03
2167,2016-12-07,1584.48
2168,2016-12-08,1584.03
2169,2016-12-09,1583.66
2170,2016-12-10,1583.33
2171,2016-12-11,1583.04
2172,2016-12-12,1582.51
2173,2016-12-13,1582.12
2174,2016-12-14,1581.73
2175,2016-12-15,1581.26
2176,2016-12-16,1580.86
2177,2016-12-17,1580.25
2178,2016-12-18,1579.8
2179,2016-12-19,1579.32
2180,2016-12-20,1578.85
2181,2016-12-21,1578.45
2182,2016-12-22,1577.86
2183,2016-12-23,1577.09
2184,2016-12-24,1576.36
2185,2016-12-25,1575.61
2186,2016-12-26,1574.88
2187,2016-12-27,1574.4
2188,2016-12-28,1573.58
2189,2016-12-29,1572.92
2190,2016-12-30,1571.97
2191,2016-12-31,1570.89
2192,2017-01-01,1569.9
2193,2017-01-02,1568.68
2194,2017-01-03,1567.51
2195,2017-01-04,1566.38
2196,2017-01-05,1565.22
2197,2017-01-06,1563.97
2198,2017-01-07,1562.77
2199,2017-01-08,1561.65
2200,2017-01-09,1560.63
2201,2017-01-10,1559.53
2202,2017-01-11,1558.21
2203,2017-01-12,1556.94
2204,2017-01-13,1555.7
2205,2017-01-14,1554.33
2206,2017-01-15,1553.08
2207,2017-01-16,1551.85
2208,2017-01-17,1551.03
2209,2017-01-18,1550.49
2210,2017-01-19,1550.26
2211,2017-01-20,1550.17
2212,2017-01-21,1549.89
2213,2017-01-22,1549.47
2214,2017-01-23,1549.3
2215,2017-01-24,1548.82
2216,2017-01-25,1548.5
2217,2017-01-26,1548.2
2218,2017-01-27,1547.94
2219,2017-01-28,1547.46
2220,2017-01-29,1547.07
2221,2017-01-30,1546.81
2222,2017-01-31,1546.37
2223,2017-02-01,1546.06
2224,2017-02-02,1545.71
2225,2017-02-03,1545.39
2226,2017-02-04,1545.19
2227,2017-02-05,1544.84
2228,2017-02-06,1544.48
2229,2017-02-07,1544.18
2230,2017-02-08,1543.93
2231,2017-02-09,1543.96
2232,2017-02-10,1543.81
2233,2017-02-11,1543.69
2234,2017-02-12,1543.55
2235,2017-02-13,1543.3
2236,2017-02-14,1542.96
2237,2017-02-15,1543.05
2238,2017-02-16,1544.42
2239,2017-02-17,1545.5
2240,2017-02-18,1546.09
2241,2017-02-19,1546.34
2242,2017-02-20,1546.35
2243,2017-02-21,1546.47
2244,2017-02-22,1546.27
2245,2017-02-23,1546.12
2246,2017-02-24,1545.82
2247,2017-02-25,1545.47
2248,2017-02-26,1545.14
2249,2017-02-27,1544.87
2250,2017-02-28,1544.64
2251,2017-03-01,1544.49
2252,2017-03-02,1543.89
2253,2017-03-03,1543.58
2254,2017-03-04,1542.71
2255,2017-03-05,1542.02
2256,2017-03-06,1541.17
2257,2017-03-07,1540.55
2258,2017-03-08,1539.98
2259,2017-03-09,1538.86
2260,2017-03-10,1537.83
2261,2017-03-11,1537.0
2262,2017-03-12,1536.64
2263,2017-03-13,1536.44
2264,2017-03-14,1536.76
2265,2017-03-15,1538.01
2266,2017-03-16,1539.24
2267,2017-03-17,1539.89
2268,2017-03-18,1541.13
2269,2017-03-19,1542.28
2270,2017-03-20,1542.88
2271,2017-03-21,1543.2
2272,2017-03-22,1543.5
2273,2017-03-23,1543.55
2274,2017-03-24,1543.68
2275,2017-03-25,1543.85
2276,2017-03-26,1543.56
2277,2017-03-27,1543.55
2278,2017-03-28,1543.74
2279,2017-03-29,1543.96
2280,2017-03-30,1544.16
2281,2017-03-31,1544.27
2282,2017-04-01,1544.29
2283,2017-04-02,1544.41
2284,2017-04-03,1544.24
2285,2017-04-04,1544.06
2286,2017-04-05,1544.0
2287,2017-04-06,1544.06
2288,2017-04-07,1544.14
2289,2017-04-08,1544.38
2290,2017-04-09,1544.43
2291,2017-04-10,1544.33
2292,2017-04-11,1544.38
2293,2017-04-12,1544.27
2294,2017-04-13,1544.16
2295,2017-04-14,1543.98
2296,2017-04-15,1543.61
2297,2017-04-16,1543.14
2298,2017-04-17,1542.74
2299,2017-04-18,1542.48
2300,2017-04-19,1542.17
2301,2017-04-20,1541.94
2302,2017-04-21,1541.6
2303,2017-04-22,1541.35
2304,2017-04-23,1541.18
2305,2017-04-24,1541.26
2306,2017-04-25,1541.54
2307,2017-04-26,1541.52
2308,2017-04-27,1541.61
2309,2017-04-28,1541.3
2310,2017-04-29,1540.98
2311,2017-04-30,1540.71
2312,2017-05-01,1540.37
2313,2017-05-02,1540.06
2314,2017-05-03,1539.9
2315,2017-05-04,1540.75
2316,2017-05-05,1544.27
2317,2017-05-06,1547.06
2318,2017-05-07,1548.38
2319,2017-05-08,1549.08
2320,2017-05-09,1549.34
2321,2017-05-10,1550.18
2322,2017-05-11,1551.68
2323,2017-05-12,1553.18
2324,2017-05-13,1554.19
2325,2017-05-14,1554.63
2326,2017-05-15,1555.04
2327,2017-05-16,1555.18
2328,2017-05-17,1555.3
2329,2017-05-18,1555.35
2330,2017-05-19,1555.55
2331,2017-05-20,1556.08
2332,2017-05-21,1557.31
2333,2017-05-22,1559.52
2334,2017-05-23,1562.59
2335,2017-05-24,1565.34
2336,2017-05-25,1566.76
2337,2017-05-26,1567.94
2338,2017-05-27,1569.47
2339,2017-05-28,1571.75
2340,2017-05-29,1574.61
2341,2017-05-30,1577.68
2342,2017-05-31,1580.62
2343,2017-06-01,1582.94
2344,2017-06-02,1584.92
2345,2017-06-03,1586.6
2346,2017-06-04,1587.94
2347,2017-06-05,1588.82
2348,2017-06-06,1589.35
2349,2017-06-07,1589.83
2350,2017-06-08,1590.89
2351,2017-06-09,1591.73
2352,2017-06-10,1591.74
2353,2017-06-11,1591.41
2354,2017-06-12,1591.19
2355,2017-06-13,1590.97
2356,2017-06-14,1590.82
2357,2017-06-15,1590.72
2358,2017-06-16,1591.16
2359,2017-06-17,1591.43
2360,2017-06-18,1591.72
2361,2017-06-19,1592.1
2362,2017-06-20,1592.74
2363,2017-06-21,1593.34
2364,2017-06-22,1593.76
2365,2017-06-23,1594.26
2366,2017-06-24,1594.92
2367,2017-06-25,1595.66
2368,2017-06-26,1596.53
2369,2017-06-27,1597.2
2370,2017-06-28,1597.51
2371,2017-06-29,1597.87
2372,2017-06-30,1598.4
2373,2017-07-01,1599.03
2374,2017-07-02,1599.45
2375,2017-07-03,1599.83
2376,2017-07-04,1600.22
2377,2017-07-05,1600.39
2378,2017-07-06,1600.57
2379,2017-07-07,1600.83
2380,2017-07-08,1600.96
2381,2017-07-09,1600.97
2382,2017-07-10,1601.12
2383,2017-07-11,1601.17
2384,2017-07-12,1601.07
2385,2017-07-13,1601.09
2386,2017-07-14,1600.84
2387,2017-07-15,1600.64
2388,2017-07-16,1600.5
2389,2017-07-17,1600.26
2390,2017-07-18,1600.23
2391,2017-07-19,1600.29
2392,2017-07-20,1600.4
2393,2017-07-21,1600.37
2394,2017-07-22,1600.29
2395,2017-07-23,1600.42
2396,2017-07-24,1600.47
2397,2017-07-25,1600.54
2398,2017-07-26,1600.57
2399,2017-07-27,1600.66
2400,2017-07-28,1600.61
2401,2017-07-29,1600.47
2402,2017-07-30,1600.39
2403,2017-07-31,1600.22
2404,2017-08-01,1600.09
2405,2017-08-02,1600.0
2406,2017-08-03,1599.84
2407,2017-08-04,1599.81
2408,2017-08-05,1599.72
2409,2017-08-06,1599.55
2410,2017-08-07,1599.46
2411,2017-08-08,1599.36
2412,2017-08-09,1599.27
2413,2017-08-10,1599.06
2414,2017-08-11,1598.95
2415,2017-08-12,1598.8
2416,2017-08-13,1598.69
2417,2017-08-14,1598.49
2418,2017-08-15,1598.3
2419,2017-08-16,1598.15
2420,2017-08-17,1598.17
2421,2017-08-18,1598.17
2422,2017-08-19,1598.24
2423,2017-08-20,1598.24
2424,2017-08-21,1598.24
2425,2017-08-22,1598.18
2426,2017-08-23,1598.2
2427,2017-08-24,1598.27
2428,2017-08-25,1598.29
2429,2017-08-26,1598.29
2430,2017-08-27,1598.25
2431,2017-08-28,1598.2
2432,2017-08-29,1598.1
2433,2017-08-30,1598.11
2434,2017-08-31,1598.16
2435,2017-09-01,1598.16
2436,2017-09-02,1598.18
2437,2017-09-03,1598.18
2438,2017-09-04,1597.99
2439,2017-09-05,1597.84
2440,2017-09-06,1597.86
2441,2017-09-07,1597.59
2442,2017-09-08,1597.27
2443,2017-09-09,1596.99
2444,2017-09-10,1596.63
2445,2017-09-11,1596.19
2446,2017-09-12,1595.87
2447,2017-09-13,1595.54
2448,2017-09-14,1595.12
2449,2017-09-15,1594.75
2450,2017-09-16,1594.29
2451,2017-09-17,1593.53
2452,2017-09-18,1593.02
2453,2017-09-19,1592.67
2454,2017-09-20,1592.25
2455,2017-09-21,1591.75
2456,2017-09-22,1591.27
2457,2017-09-23,1590.84
2458,2017-09-24,1590.37
2459,2017-09-25,1589.89
2460,2017-09-26,1589.49
2461,2017-09-27,1589.0
2462,2017-09-28,1588.55
2463,2017-09-29,1588.15
2464,2017-09-30,1587.75
2465,2017-10-01,1587.33
2466,2017-10-02,1586.87
2467,2017-10-03,1586.36
2468,2017-10-04,1585.78
2469,2017-10-05,1585.32
2470,2017-10-06,1584.83
2471,2017-10-07,1584.46
2472,2017-10-08,1584.2
2473,2017-10-09,1583.84
2474,2017-10-10,1583.28
2475,2017-10-11,1582.78
2476,2017-10-12,1582.35
2477,2017-10-13,1581.91
2478,2017-10-14,1581.38
2479,2017-10-15,1580.89
2480,2017-10-16,1580.53
2481,2017-10-17,1580.73
2482,2017-10-18,1581.16
2483,2017-10-19,1582.09
2484,2017-10-20,1582.04
2485,2017-10-21,1582.04
2486,2017-10-22,1582.64
2487,2017-10-23,1582.76
2488,2017-10-24,1582.49
2489,2017-10-25,1582.51
2490,2017-10-26,1582.55
2491,2017-10-27,1582.53
2492,2017-10-28,1582.57
2493,2017-10-29,1582.48
2494,2017-10-30,1582.27
2495,2017-10-31,1582.07
2496,2017-11-01,1581.89
2497,2017-11-02,1581.63
2498,2017-11-03,1581.23
2499,2017-11-04,1580.88
2500,2017-11-05,1580.49
2501,2017-11-06,1580.07
2502,2017-11-07,1579.61
2503,2017-11-08,1579.17
2504,2017-11-09,1578.6
2505,2017-11-10,1578.12
2506,2017-11-11,1577.68
2507,2017-11-12,1577.36
2508,2017-11-13,1576.93
2509,2017-11-14,1576.47
2510,2017-11-15,1575.9
2511,2017-11-16,1575.56
2512,2017-11-17,1575.08
2513,2017-11-18,1574.64
2514,2017-11-19,1574.16
2515,2017-11-20,1573.81
2516,2017-11-21,1574.01
2517,2017-11-22,1576.25
2518,2017-11-23,1581.68
2519,2017-11-24,1584.24
2520,2017-11-25,1585.52
2521,2017-11-26,1587.19
2522,2017-11-27,1588.3
2523,2017-11-28,1588.32
2524,2017-11-29,1587.8
2525,2017-11-30,1586.96
2526,2017-12-01,1586.06
2527,2017-12-02,1584.7
2528,2017-12-03,1583.29
2529,2017-12-04,1582.09
2530,2017-12-05,1581.77
2531,2017-12-06,1581.65
2532,2017-12-07,1581.53
2533,2017-12-08,1581.55
2534,2017-12-09,1581.13
2535,2017-12-10,1580.83
2536,2017-12-11,1580.55
2537,2017-12-12,1580.32
2538,2017-12-13,1580.04
2539,2017-12-14,1579.69
2540,2017-12-15,1579.32
2541,2017-12-16,1578.89
2542,2017-12-17,1578.61
2543,2017-12-18,1578.46
2544,2017-12-19,1578.47
2545,2017-12-20,1578.12
2546,2017-12-21,1577.83
2547,2017-12-22,1577.55
2548,2017-12-23,1577.0
2549,2017-12-24,1576.58
2550,2017-12-25,1576.06
2551,2017-12-26,1575.73
2552,2017-12-27,1575.24
2553,2017-12-28,1574.85
2554,2017-12-29,1574.55
2555,2017-12-30,1574.1
2556,2017-12-31,1573.69
2557,2018-01-01,1573.19
