agency_cd	site_no	datetime	115688_00010_00001	115688_00010_00001_cd	115689_00010_00002	115689_00010_00002_cd	115690_00010_00003	115690_00010_00003_cd	115691_00400_00001	115691_00400_00001_cd	115692_00400_00002	115692_00400_00002_cd	115694_00400_00008	115694_00400_00008_cd	115695_00095_00001	115695_00095_00001_cd	115696_00095_00002	115696_00095_00002_cd	115697_00095_00003	115697_00095_00003_cd	115698_00300_00001	115698_00300_00001_cd	115699_00300_00002	115699_00300_00002_cd	115700_00300_00003	115700_00300_00003_cd	249362_95202_00001	249362_95202_00001_cd	249363_95202_00003	249363_95202_00003_cd	249364_95202_00002	249364_95202_00002_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422719121571400	2013-07-13	22.7	A	20.8	A	21.4	A	9.8	A	9.2	A	9.6	A	124	A	112	A	118	A	12.3	A	7.4	A	9.7	A	770340	A	364965	A	83695	A
USGS	422719121571400	2013-07-14	22.0	A	21.0	A	21.4	A	9.8	A	9.2	A	9.6	A	121	A	115	A	118	A	13.0	A	7.6	A	10.8	A	888190	A	490331	A	76168	A
USGS	422719121571400	2013-07-15	22.3	A	21.4	A	21.9	A	9.7	A	9.3	A	9.5	A	120	A	115	A	118	A	12.2	A	8.5	A	10.7	A	775894	A	435160	A	151445	A
USGS	422719121571400	2013-07-16	22.9	A	20.8	A	22.0	A	9.6	A	9.1	A	9.4	A	117	A	107	A	114	A	13.4	A	7.8	A	10.5	A	593351	A	340466	A	160857	A
USGS	422719121571400	2013-07-17	25.4	A	20.8	A	22.3	A	9.8	A	9.1	A	9.6	A	123	A	107	A	118	A	13.0	A	8.0	A	10.4	A	848969	A	347633	A	74849	A
USGS	422719121571400	2013-07-18	23.9	A	21.6	A	22.6	A	9.8	A	9.4	A	9.6	A	122	A	116	A	119	A	13.2	A	8.7	A	11.1	A	691572	A	395561	A	176831	A
USGS	422719121571400	2013-07-19	25.2	A	22.2	A	23.3	A	9.8	A	9.3	A	9.6	A	124	A	115	A	119	A	14.0	A	8.5	A	11.3	A	1727870	A	527364	A	229643	A
USGS	422719121571400	2013-07-20	24.8	A	22.4	A	23.4	A	9.9	A	9.5	A	9.6	A	124	A	117	A	120	A	14.7	A	8.9	A	11.7	A	1320040	A	640549	A	203976	A
USGS	422719121571400	2013-07-21	25.0	A	22.4	A	23.2	A	9.8	A	9.3	A	9.6	A	125	A	116	A	119	A	15.4	A	7.4	A	10.9	A	886234	A	422442	A	136700	A
USGS	422719121571400	2013-07-22	25.0	A	22.5	A	23.3	A	9.6	A	9.4	A	9.6	A	119	A	115	A	117	A	12.2	A	8.7	A	10.7	A	621211	A	282060	A	92675	A
