agency_cd	site_no	datetime	149696_62614_00003	149696_62614_00003_cd	149697_00010_00001	149697_00010_00001_cd	149698_00010_00002	149698_00010_00002_cd	149699_00010_00003	149699_00010_00003_cd
USGS	12439000	2016-11-22	909.81	A	10.0	A	9.2	A	9.7	A
USGS	12439000	2016-11-23	909.82	A	10.1	A	9.0	A	9.5	A
USGS	12439000	2016-11-24	909.83	A	9.4	A	8.9	A	9.1	A
USGS	12439000	2016-11-25	909.85	A	9.7	A	8.9	A	9.2	A
USGS	12439000	2016-11-26	909.87	A	9.8	A	9.0	A	9.3	A
USGS	12439000	2016-11-27	909.87	A	9.3	A	8.6	A	8.9	A
USGS	12439000	2016-11-28	909.87	A	9.1	A	8.5	A	8.8	A
USGS	12439000	2016-11-29	909.85	A	9.0	A	8.0	A	8.5	A
USGS	12439000	2016-11-30	909.83	A	9.1	A	8.1	A	8.6	A
USGS	12439000	2016-12-01	909.83	A	8.5	A	7.5	A	8.1	A
USGS	12439000	2016-12-02	909.82	A	7.8	A	7.1	A	7.4	A
USGS	12439000	2016-12-03	909.81	A	8.6	A	7.6	A	7.9	A
USGS	12439000	2016-12-04	909.81	A	7.9	A	6.2	A	7.1	A
USGS	12439000	2016-12-05	909.81	A	7.2	A	5.7	A	6.6	A
USGS	12439000	2016-12-06	909.82	A	5.8	A	4.0	A	4.8	A
USGS	12439000	2016-12-07	909.79	A	4.3	A	2.0	A	3.0	A
USGS	12439000	2016-12-08	909.76	A	4.4	A	1.2	A	2.7	A
USGS	12439000	2016-12-09	909.75	A	4.4	A	1.3	A	3.6	A
USGS	12439000	2016-12-10	909.75	A	4.4	A	3.9	A	4.1	A
USGS	12439000	2016-12-11	909.76	A	4.5	A	3.9	A	4.3	A
USGS	12439000	2016-12-12	909.78	A	4.5	A	0.6	A	1.7	A
USGS	12439000	2016-12-13	909.75	A	3.2	A	0.3	A	1.3	A
USGS	12439000	2016-12-14	909.75	A	2.7	A	0.3	A	1.0	A
USGS	12439000	2016-12-15	909.75	A	0.4	A	0.3	A	0.4	A
USGS	12439000	2016-12-16	909.78	A	0.9	A	0.4	A	0.5	A
USGS	12439000	2016-12-17	909.77	A	1.7	A	0.9	A	1.4	A
USGS	12439000	2016-12-18	909.75	A	2.2	A	1.4	A	1.8	A
USGS	12439000	2016-12-19	909.75	A	2.4	A	1.6	A	1.9	A
USGS	12439000	2016-12-20	909.78	A	1.9	A	1.5	A	1.9	A
USGS	12439000	2016-12-21	909.82	A	1.9	A	1.5	A	1.8	A
USGS	12439000	2016-12-22	909.81	A	1.8	A	1.6	A	1.7	A
USGS	12439000	2016-12-23	909.83	A	1.7	A	1.6	A	1.7	A
USGS	12439000	2016-12-24	909.83	A	1.8	A	1.5	A	1.7	A
USGS	12439000	2016-12-25	909.82	A	1.7	A	1.5	A	1.7	A
USGS	12439000	2016-12-26	909.79	A	1.6	A	1.4	A	1.5	A
USGS	12439000	2016-12-27	909.78	A	1.6	A	1.2	A	1.5	A
USGS	12439000	2016-12-28	909.77	A	1.5	A	1.2	A	1.5	A
USGS	12439000	2016-12-29	909.76	A	1.5	A	1.3	A	1.5	A
USGS	12439000	2016-12-30	909.76	A	1.5	A	1.4	A	1.5	A
USGS	12439000	2016-12-31	909.76	A	1.5	A	1.2	A	1.4	A
USGS	12439000	2017-01-01	909.77	A	1.3	A	1.0	A	1.3	A
USGS	12439000	2017-01-02	909.76	A	1.3	A	1.2	A	1.3	A
USGS	12439000	2017-01-03	909.75	A	1.3	A	1.1	A	1.3	A
USGS	12439000	2017-01-04	909.73	A	1.5	A	1.1	A	1.3	A
USGS	12439000	2017-01-05	909.72	A	1.7	A	1.3	A	1.5	A
USGS	12439000	2017-01-06	909.71	A	1.5	A	1.1	A	1.3	A
USGS	12439000	2017-01-07	909.70	A	1.5	A	1.1	A	1.3	A
USGS	12439000	2017-01-08	909.71	A	1.5	A	1.2	A	1.3	A
USGS	12439000	2017-01-09	909.72	A	1.3	A	1.1	A	1.2	A
USGS	12439000	2017-01-10	909.71	A	1.2	A	1.1	A	1.2	A
USGS	12439000	2017-01-11	909.68	A	1.2	A	1.0	A	1.1	A
USGS	12439000	2017-01-12	909.67	A	1.2	A	1.1	A	1.2	A
USGS	12439000	2017-01-13	909.66	A	1.2	A	1.1	A	1.2	A
USGS	12439000	2017-01-14	909.66	A	1.2	A	1.1	A	1.1	A
USGS	12439000	2017-01-15	909.66	A	1.1	A	0.9	A	1.1	A
USGS	12439000	2017-01-16	909.66	A	1.1	A	0.9	A	1.0	A
USGS	12439000	2017-01-17	909.66	A	1.0	A	0.9	A	1.0	A
USGS	12439000	2017-01-18	909.67	A	1.1	A	0.9	A	1.0	A
USGS	12439000	2017-01-19	909.70	A	1.1	A	1.0	A	1.1	A
USGS	12439000	2017-01-20	909.71	A	1.1	A	1.0	A	1.1	A
USGS	12439000	2017-01-21	909.70	A	1.2	A	1.1	A	1.1	A
USGS	12439000	2017-01-22	909.70	A	1.2	A	1.1	A	1.2	A
USGS	12439000	2017-01-23	909.69	A	1.4	A	1.2	A	1.2	A
USGS	12439000	2017-01-24	909.68	A	1.4	A	1.2	A	1.3	A
USGS	12439000	2017-01-25	909.67	A	1.5	A	1.2	A	1.3	A
USGS	12439000	2017-01-26	909.66	A	1.5	A	1.3	A	1.4	A
USGS	12439000	2017-01-27	909.64	A	1.5	A	1.4	A	1.4	A
USGS	12439000	2017-01-28	909.64	A	1.5	A	1.3	A	1.4	A
USGS	12439000	2017-01-29	909.63	A	1.5	A	1.3	A	1.4	A
USGS	12439000	2017-01-30	909.63	A	1.6	A	1.3	A	1.5	A
USGS	12439000	2017-01-31	909.63	A	1.7	A	1.4	A	1.6	A
USGS	12439000	2017-02-01	909.62	A	1.8	A	1.6	A	1.7	A
USGS	12439000	2017-02-02	909.61	A	1.7	A	1.4	A	1.6	A
USGS	12439000	2017-02-03	909.60	A	1.5	A	1.2	A	1.3	A
USGS	12439000	2017-02-04	909.60	A	1.3	A	1.1	A	1.2	A
USGS	12439000	2017-02-05	909.60	A	1.2	A	1.0	A	1.1	A
USGS	12439000	2017-02-06	909.61	A	1.2	A	1.1	A	1.1	A
USGS	12439000	2017-02-07	909.60	A	1.2	A	1.0	A	1.1	A
USGS	12439000	2017-02-08	909.60	A	1.1	A	1.0	A	1.1	A
USGS	12439000	2017-02-09	909.63	A	1.1	A	0.9	A	1.1	A
USGS	12439000	2017-02-10	909.64	A	1.1	A	1.0	A	1.0	A
USGS	12439000	2017-02-11	909.65	A	1.1	A	1.0	A	1.1	A
USGS	12439000	2017-02-12	909.65	A	1.1	A	1.0	A	1.1	A
USGS	12439000	2017-02-13	909.66	A	1.1	A	1.0	A	1.1	A
USGS	12439000	2017-02-14	909.65	A	1.2	A	1.0	A	1.1	A
USGS	12439000	2017-02-15	909.63	A	1.2	A	1.1	A	1.1	A
USGS	12439000	2017-02-16	909.63	A	1.2	A	1.1	A	1.1	A
USGS	12439000	2017-02-17	909.63	A	2.0	A	1.1	A	1.3	A
USGS	12439000	2017-02-18	909.64	A	1.9	A	1.2	A	1.4	A
USGS	12439000	2017-02-19	909.65	A	2.2	A	1.2	A	1.6	A
USGS	12439000	2017-02-20	909.65	A	2.2	A	1.3	A	1.7	A
USGS	12439000	2017-02-21	909.66	A	2.5	A	1.4	A	1.9	A
USGS	12439000	2017-02-22	909.66	A	3.0	A	1.6	A	2.0	A
USGS	12439000	2017-02-23	909.66	A	3.1	A	1.7	A	2.2	A
USGS	12439000	2017-02-24	909.67	A	3.2	A	1.8	A	2.3	A
USGS	12439000	2017-02-25	909.70	A	3.3	A	2.0	A	2.4	A
USGS	12439000	2017-02-26	909.73	A	2.5	A	2.0	A	2.2	A
USGS	12439000	2017-02-27	909.77	A	2.4	A	2.0	A	2.2	A
USGS	12439000	2017-02-28	909.82	A	2.6	A	2.3	A	2.4	A
USGS	12439000	2017-03-01	909.87	A	2.9	A	2.4	A	2.6	A
USGS	12439000	2017-03-02	909.93	A	3.6	A	2.5	A	2.9	A
USGS	12439000	2017-03-03	910.01	A	3.9	A	2.7	A	3.2	A
USGS	12439000	2017-03-04	910.10	A	5.2	A	3.1	A	4.1	A
USGS	12439000	2017-03-05	910.19	A	4.7	A	4.1	A	4.3	A
USGS	12439000	2017-03-06	910.27	A	5.5	A	4.1	A	4.7	A
USGS	12439000	2017-03-07	910.32	A	4.9	A	4.2	A	4.6	A
USGS	12439000	2017-03-08	910.37	A	5.5	A	4.1	A	4.7	A
USGS	12439000	2017-03-09	910.41	A	5.0	A	4.3	A	4.6	A
USGS	12439000	2017-03-10	910.46	A	5.8	A	4.4	A	4.9	A
USGS	12439000	2017-03-11	910.48	A	5.5	A	4.6	A	5.1	A
USGS	12439000	2017-03-12	910.50	A	5.9	A	4.8	A	5.4	A
USGS	12439000	2017-03-13	910.52	A	6.1	A	5.1	A	5.5	A
USGS	12439000	2017-03-14	910.54	A	6.0	A	5.3	A	5.6	A
USGS	12439000	2017-03-15	910.55	A	5.9	A	5.3	A	5.6	A
USGS	12439000	2017-03-16	910.56	A	7.0	A	5.4	A	6.1	A
USGS	12439000	2017-03-17	910.56	A	6.8	A	6.0	A	6.3	A
USGS	12439000	2017-03-18	910.58	A	6.5	A	4.8	A	6.0	A
USGS	12439000	2017-03-19	910.61	A	7.5	A	5.7	A	6.4	A
USGS	12439000	2017-03-20	910.62	A	6.9	A	5.9	A	6.2	A
USGS	12439000	2017-03-21	910.60	A	6.5	A	5.4	A	5.9	A
USGS	12439000	2017-03-22	910.60	A	7.2	A	5.4	A	6.0	A
USGS	12439000	2017-03-23	910.60	A	8.1	A	5.7	A	6.6	A
USGS	12439000	2017-03-24	910.61	A	6.6	A	6.0	A	6.3	A
USGS	12439000	2017-03-25	910.62	A	8.6	A	6.0	A	6.9	A
USGS	12439000	2017-03-26	910.61	A	6.8	A	5.9	A	6.3	A
USGS	12439000	2017-03-27	910.61	A	8.1	A	5.7	A	6.7	A
USGS	12439000	2017-03-28	910.59	A	7.6	A	6.4	A	7.0	A
USGS	12439000	2017-03-29	910.60	A	6.7	A	6.1	A	6.4	A
USGS	12439000	2017-03-30	910.61	A	9.5	A	6.2	A	7.3	A
USGS	12439000	2017-03-31	910.59	A	9.3	A	6.4	A	7.6	A
USGS	12439000	2017-04-01	910.58	A	8.6	A	6.9	A	7.7	A
USGS	12439000	2017-04-02	910.57	A	10.7	A	7.4	A	8.7	A
USGS	12439000	2017-04-03	910.57	A	10.2	A	6.8	A	8.1	A
USGS	12439000	2017-04-04	910.55	A	8.6	A	7.0	A	7.7	A
USGS	12439000	2017-04-05	910.55	A	8.1	A	7.3	A	7.7	A
USGS	12439000	2017-04-06	910.58	A	8.6	A	7.7	A	8.0	A
USGS	12439000	2017-04-07	910.63	A	8.8	A	7.7	A	8.1	A
USGS	12439000	2017-04-08	910.70	A	8.8	A	7.5	A	7.9	A
USGS	12439000	2017-04-09	910.66	A	8.9	A	7.5	A	8.1	A
USGS	12439000	2017-04-10	910.63	A	8.3	A	7.4	A	7.8	A
USGS	12439000	2017-04-11	910.63	A	10.5	A	7.2	A	9.0	A
USGS	12439000	2017-04-12	910.63	A	10.1	A	9.4	A	9.7	A
USGS	12439000	2017-04-13	910.71	A	10.9	A	9.1	A	9.7	A
USGS	12439000	2017-04-14	910.76	A	11.1	A	9.0	A	9.9	A
USGS	12439000	2017-04-15	910.78	A	10.0	A	7.8	A	8.9	A
USGS	12439000	2017-04-16	910.78	A	11.4	A	7.4	A	9.1	A
USGS	12439000	2017-04-17	910.78	A	10.9	A	8.7	A	9.6	A
USGS	12439000	2017-04-18	910.80	A	10.0	A	8.9	A	9.3	A
USGS	12439000	2017-04-19	910.83	A	9.9	A	8.5	A	9.1	A
USGS	12439000	2017-04-20	910.89	A	11.9	A	8.5	A	10.2	A
USGS	12439000	2017-04-21	910.93	A	15.0	A	9.9	A	11.9	A
USGS	12439000	2017-04-22	910.94	A	13.4	A	11.2	A	12.3	A
USGS	12439000	2017-04-23	910.95	A	13.0	A	10.0	A	11.1	A
USGS	12439000	2017-04-24	910.97	A	14.5	A	9.9	A	12.0	A
USGS	12439000	2017-04-25	911.04	A	14.8	A	11.5	A	12.9	A
USGS	12439000	2017-04-26	911.08	A	13.1	A	12.0	A	12.6	A
USGS	12439000	2017-04-27	911.07	A	14.1	A	11.8	A	12.8	A
USGS	12439000	2017-04-28	911.09	A	15.6	A	11.9	A	13.6	A
USGS	12439000	2017-04-29	911.15	A	14.5	A	10.2	A	12.9	A
USGS	12439000	2017-04-30	911.26	A	14.8	A	10.0	A	12.5	A
USGS	12439000	2017-05-01	911.35	A	13.4	A	11.9	A	12.5	A
USGS	12439000	2017-05-02	911.45	A	15.2	A	11.8	A	12.7	A
USGS	12439000	2017-05-03	911.57	A	13.2	A	11.8	A	12.4	A
USGS	12439000	2017-05-04	911.73	A	15.7	A	12.7	A	13.7	A
USGS	12439000	2017-05-05	912.01	A	14.9	A	11.6	A	13.2	A
USGS	12439000	2017-05-06	912.51	A	14.5	A	11.9	A	13.2	A
USGS	12439000	2017-05-07	912.85	A	15.3	A	13.2	A	14.3	A
USGS	12439000	2017-05-08	912.91	A	15.8	A	13.9	A	14.8	A
USGS	12439000	2017-05-09	912.90	A	16.9	A	14.1	A	15.0	A
USGS	12439000	2017-05-10	912.92	A	15.5	A	13.2	A	14.3	A
USGS	12439000	2017-05-11	913.05	A	15.8	A	14.0	A	14.8	A
USGS	12439000	2017-05-12	913.28	A	16.4	A	14.1	A	15.3	A
USGS	12439000	2017-05-13	913.47	A	16.5	A	14.8	A	15.4	A
USGS	12439000	2017-05-14	913.52	A	15.1	A	12.9	A	13.5	A
USGS	12439000	2017-05-15	913.50	A	13.7	A	12.6	A	13.2	A
USGS	12439000	2017-05-16	913.51	A	14.0	A	13.3	A	13.6	A
USGS	12439000	2017-05-17	913.53	A	16.1	A	13.4	A	14.7	A
USGS	12439000	2017-05-18	913.51	A	15.7	A	14.0	A	14.7	A
USGS	12439000	2017-05-19	913.47	A	17.0	A	14.1	A	15.2	A
USGS	12439000	2017-05-20	913.45	A	18.8	A	15.4	A	16.8	A
USGS	12439000	2017-05-21	913.45	A	18.7	A	15.7	A	16.8	A
USGS	12439000	2017-05-22	913.51	A	21.0	A	16.3	A	17.7	A
USGS	12439000	2017-05-23	913.64	A	16.5	A	13.1	A	14.8	A
USGS	12439000	2017-05-24	913.93	A	17.8	A	12.9	A	16.0	A
USGS	12439000	2017-05-25	914.22	A	17.9	A	16.3	A	16.8	A
USGS	12439000	2017-05-26	914.32	A	17.1	A	16.1	A	16.5	A
USGS	12439000	2017-05-27	914.25	A	16.7	A	15.7	A	16.2	A
USGS	12439000	2017-05-28	914.18	A	19.5	A	15.9	A	17.0	A
USGS	12439000	2017-05-29	914.20	A	20.7	A	16.4	A	18.2	A
USGS	12439000	2017-05-30	914.29	A	21.3	A	16.9	A	18.6	A
USGS	12439000	2017-05-31	914.46	A	21.9	A	15.9	A	18.9	A
USGS	12439000	2017-06-01	914.72	A	19.5	A	17.8	A	18.7	A
USGS	12439000	2017-06-02	914.87	A	19.0	A	17.2	A	18.3	A
USGS	12439000	2017-06-03	914.79	A	18.5	A	17.8	A	18.1	A
USGS	12439000	2017-06-04	914.60	A	19.9	A	18.5	A	19.1	A
USGS	12439000	2017-06-05	914.36	A	19.4	A	18.4	A	18.8	A
USGS	12439000	2017-06-06	914.11	A	20.2	A	18.1	A	18.9	A
USGS	12439000	2017-06-07	913.87	A	22.0	A	18.4	A	20.2	A
USGS	12439000	2017-06-08	913.66	A	21.4	A	17.1	A	19.2	A
USGS	12439000	2017-06-09	913.55	A	20.0	A	18.0	A	18.9	A
USGS	12439000	2017-06-10	913.43	A	19.6	A	18.4	A	19.0	A
USGS	12439000	2017-06-11	913.32	A	20.9	A	18.5	A	19.5	A
USGS	12439000	2017-06-12	913.23	A	21.2	A	19.0	A	20.1	A
USGS	12439000	2017-06-13	913.12	A	20.9	A	19.6	A	20.1	A
USGS	12439000	2017-06-14	912.99	A	19.7	A	18.3	A	19.1	A
USGS	12439000	2017-06-15	912.89	A	18.5	A	17.1	A	18.0	A
USGS	12439000	2017-06-16	912.84	A	18.5	A	17.1	A	17.9	A
USGS	12439000	2017-06-17	912.78	A	18.4	A	17.4	A	17.9	A
USGS	12439000	2017-06-18	912.73	A	19.1	A	17.5	A	18.3	A
USGS	12439000	2017-06-19	912.70	A	20.1	A	18.3	A	19.0	A
USGS	12439000	2017-06-20	912.66	A	23.0	A	19.2	A	20.6	A
USGS	12439000	2017-06-21	912.62	A	21.4	A	19.4	A	20.3	A
USGS	12439000	2017-06-22	912.57	A	21.2	A	19.4	A	20.2	A
USGS	12439000	2017-06-23	912.53	A	21.4	A	19.3	A	20.1	A
USGS	12439000	2017-06-24	912.50	A	22.6	A	19.8	A	21.0	A
USGS	12439000	2017-06-25	912.48	A	21.7	A	19.7	A	20.6	A
USGS	12439000	2017-06-26	912.46	A	23.3	A	19.1	A	20.9	A
USGS	12439000	2017-06-27	912.44	A	23.1	A	21.7	A	22.3	A
USGS	12439000	2017-06-28	912.41	A	23.1	A	21.2	A	21.9	A
USGS	12439000	2017-06-29	912.38	A	23.3	A	20.9	A	21.8	A
USGS	12439000	2017-06-30	912.36	A	21.5	A	20.4	A	20.8	A
USGS	12439000	2017-07-01	912.36	A	24.6	A	20.7	A	22.5	A
USGS	12439000	2017-07-02	912.35	A	24.7	A	21.7	A	23.1	A
USGS	12439000	2017-07-03	912.34	A	24.9	A	21.4	A	23.2	A
USGS	12439000	2017-07-04	912.31	A	24.9	A	23.2	A	23.8	A
USGS	12439000	2017-07-05	912.30	A	24.6	A	22.9	A	23.6	A
USGS	12439000	2017-07-06	912.28	A	25.6	A	23.4	A	24.3	A
USGS	12439000	2017-07-07	912.27	A	26.4	A	23.4	A	24.5	A
USGS	12439000	2017-07-08	912.26	A	26.8	A	23.3	A	24.5	A
USGS	12439000	2017-07-09	912.25	A	26.3	A	24.0	A	24.9	A
USGS	12439000	2017-07-10	912.24	A	25.8	A	24.2	A	24.9	A
USGS	12439000	2017-07-11	912.20	A	25.2	A	23.6	A	24.2	A
USGS	12439000	2017-07-12	912.18	A	24.3	A	22.5	A	23.4	A
USGS	12439000	2017-07-13	912.18	A	25.0	A	22.6	A	23.7	A
USGS	12439000	2017-07-14	912.16	A	25.5	A	23.2	A	24.2	A
USGS	12439000	2017-07-15	912.14	A	24.9	A	23.1	A	23.9	A
USGS	12439000	2017-07-16	912.14	A	25.4	A	22.4	A	23.9	A
USGS	12439000	2017-07-17	912.12	A	25.0	A	23.4	A	24.1	A
USGS	12439000	2017-07-18	912.11	A	25.2	A	23.3	A	24.0	A
USGS	12439000	2017-07-19	912.10	A	24.6	A	23.2	A	23.7	A
USGS	12439000	2017-07-20	912.10	A	24.6	A	22.9	A	23.6	A
USGS	12439000	2017-07-21	912.07	A	24.7	A	22.8	A	23.9	A
USGS	12439000	2017-07-22	912.07	A	25.1	A	23.4	A	24.2	A
USGS	12439000	2017-07-23	912.08	A	27.2	A	24.0	A	25.5	A
USGS	12439000	2017-07-24	912.06	A	25.4	A	23.2	A	24.2	A
USGS	12439000	2017-07-25	912.01	A	24.9	A	22.8	A	23.8	A
USGS	12439000	2017-07-26	912.00	A	25.0	A	23.3	A	23.9	A
USGS	12439000	2017-07-27	911.99	A	26.0	A	23.1	A	24.5	A
USGS	12439000	2017-07-28	911.97	A	26.3	A	24.0	A	24.8	A
USGS	12439000	2017-07-29	911.95	A	25.3	A	23.9	A	24.6	A
USGS	12439000	2017-07-30	911.94	A	26.7	A	24.2	A	25.5	A
USGS	12439000	2017-07-31	911.93	A	26.3	A	25.0	A	25.7	A
USGS	12439000	2017-08-01	911.90	A	25.9	A	24.8	A	25.3	A
USGS	12439000	2017-08-02	911.87	A	26.0	A	24.3	A	25.1	A
USGS	12439000	2017-08-03	911.81	A	25.7	A	24.4	A	25.1	A
USGS	12439000	2017-08-04	911.79	A	25.1	A	24.3	A	24.8	A
USGS	12439000	2017-08-05	911.76	A	25.3	A	23.8	A	24.6	A
USGS	12439000	2017-08-06	911.80	A	25.2	A	24.0	A	24.7	A
USGS	12439000	2017-08-07	911.82	A	25.7	A	24.5	A	25.2	A
USGS	12439000	2017-08-08	911.82	A	26.2	A	24.9	A	25.5	A
USGS	12439000	2017-08-09	911.82	A	25.7	A	24.8	A	25.3	A
USGS	12439000	2017-08-10	911.80	A	25.6	A	24.5	A	25.1	A
USGS	12439000	2017-08-11	911.79	A	25.8	A	24.5	A	25.2	A
USGS	12439000	2017-08-12	911.77	A	25.6	A	24.1	A	24.9	A
USGS	12439000	2017-08-13	911.77	A	25.5	A	23.8	A	24.6	A
USGS	12439000	2017-08-14	911.74	A	25.3	A	23.5	A	24.5	A
USGS	12439000	2017-08-15	911.72	A	25.4	A	23.7	A	24.3	A
USGS	12439000	2017-08-16	911.72	A	26.0	A	23.4	A	24.6	A
USGS	12439000	2017-08-17	911.70	A	26.0	A	23.9	A	24.7	A
USGS	12439000	2017-08-18	911.69	A	25.6	A	24.0	A	24.7	A
USGS	12439000	2017-08-19	911.68	A	25.0	A	23.6	A	24.3	A
USGS	12439000	2017-08-20	911.68	A	25.5	A	23.5	A	24.5	A
USGS	12439000	2017-08-21	911.68	A	25.4	A	23.9	A	24.5	A
USGS	12439000	2017-08-22	911.69	A	25.5	A	23.7	A	24.3	A
USGS	12439000	2017-08-23	911.66	A	24.8	A	23.5	A	24.0	A
USGS	12439000	2017-08-24	911.68	A	25.4	A	23.2	A	24.0	A
USGS	12439000	2017-08-25	911.66	A	24.0	A	22.7	A	23.3	A
USGS	12439000	2017-08-26	911.67	A	24.9	A	22.6	A	23.6	A
USGS	12439000	2017-08-27	911.70	A	25.2	A	22.8	A	23.9	A
USGS	12439000	2017-08-28	911.71	A	24.5	A	23.5	A	24.1	A
USGS	12439000	2017-08-29	911.72	A	24.4	A	23.3	A	23.9	A
USGS	12439000	2017-08-30	911.73	A	24.9	A	23.3	A	24.0	A
USGS	12439000	2017-08-31	911.71	A	24.8	A	23.2	A	24.0	A
USGS	12439000	2017-09-01	911.69	A	24.6	A	22.9	A	23.8	A
USGS	12439000	2017-09-02	911.69	A	25.1	A	23.0	A	24.0	A
USGS	12439000	2017-09-03	911.69	A	24.5	A	23.4	A	24.0	A
USGS	12439000	2017-09-04	911.69	A	24.7	A	23.1	A	23.9	A
USGS	12439000	2017-09-05	911.69	A	24.4	A	23.5	A	23.9	A
USGS	12439000	2017-09-06	911.72	A	24.3	A	23.1	A	23.7	A
USGS	12439000	2017-09-07	911.71	A	24.6	A	23.4	A	23.9	A
USGS	12439000	2017-09-08	911.72	A	24.4	A	23.3	A	23.8	A
USGS	12439000	2017-09-09	911.72	A	23.8	A	23.0	A	23.5	A
USGS	12439000	2017-09-10	911.71	A	24.0	A	22.4	A	23.2	A
USGS	12439000	2017-09-11	911.69	A	23.4	A	22.2	A	22.7	A
USGS	12439000	2017-09-12	911.68	A	22.8	A	21.8	A	22.3	A
USGS	12439000	2017-09-13	911.66	A	22.1	A	20.7	A	21.4	A
USGS	12439000	2017-09-14	911.60	A	20.9	A	20.0	A	20.5	A
USGS	12439000	2017-09-15	911.53	A	22.3	A	19.8	A	20.9	A
USGS	12439000	2017-09-16	911.48	A	21.1	A	19.8	A	20.4	A
USGS	12439000	2017-09-17	911.45	A	20.3	A	19.1	A	19.6	A
USGS	12439000	2017-09-18	911.43	A	20.4	A	18.9	A	19.6	A
USGS	12439000	2017-09-19	911.40	A	19.5	A	18.5	A	18.9	A
USGS	12439000	2017-09-20	911.36	A	20.2	A	18.1	A	19.1	A
USGS	12439000	2017-09-21	911.31	A	19.4	A	18.1	A	18.8	A
USGS	12439000	2017-09-22	911.27	A	19.5	A	17.8	A	18.6	A
USGS	12439000	2017-09-23	911.24	A	19.1	A	17.9	A	18.5	A
USGS	12439000	2017-09-24	911.22	A	19.0	A	17.9	A	18.4	A
USGS	12439000	2017-09-25	911.21	A	19.2	A	18.0	A	18.6	A
USGS	12439000	2017-09-26	911.19	A	20.4	A	18.2	A	19.2	A
USGS	12439000	2017-09-27	911.17	A	20.1	A	18.9	A	19.5	A
USGS	12439000	2017-09-28	911.14	A	19.8	A	18.4	A	19.0	A
USGS	12439000	2017-09-29	911.12	A	19.1	A	17.9	A	18.4	A
USGS	12439000	2017-09-30	911.10	A	18.9	A	17.5	A	18.1	A
USGS	12439000	2017-10-01	911.08	A	17.8	A	16.8	A	17.4	A
USGS	12439000	2017-10-02	911.06	A	16.8	A	16.0	A	16.5	A
USGS	12439000	2017-10-03	911.03	A	17.9	A	15.9	A	16.9	A
USGS	12439000	2017-10-04	911.02	A	17.1	A	16.1	A	16.7	A
USGS	12439000	2017-10-05	911.00	A	17.7	A	15.8	A	16.9	A
USGS	12439000	2017-10-06	910.98	A	16.7	A	15.7	A	16.1	A
USGS	12439000	2017-10-07	910.98	A	16.9	A	15.5	A	16.1	A
USGS	12439000	2017-10-08	910.98	A	15.9	A	15.0	A	15.4	A
USGS	12439000	2017-10-09	910.95	A	16.2	A	14.5	A	15.4	A
USGS	12439000	2017-10-10	910.94	A	15.6	A	14.7	A	15.2	A
USGS	12439000	2017-10-11	910.94	A	15.3	A	14.1	A	14.7	A
USGS	12439000	2017-10-12	910.92	A	14.7	A	13.7	A	14.2	A
USGS	12439000	2017-10-13	910.92	A	14.8	A	13.8	A	14.1	A
USGS	12439000	2017-10-14	910.92	A	14.3	A	13.2	A	13.8	A
USGS	12439000	2017-10-15	910.92	A	14.1	A	12.4	A	13.3	A
USGS	12439000	2017-10-16	910.93	A	13.7	A	13.1	A	13.4	A
USGS	12439000	2017-10-17	910.94	A	14.0	A	13.1	A	13.4	A
USGS	12439000	2017-10-18	910.94	A	13.5	A	12.9	A	13.1	A
USGS	12439000	2017-10-19	910.96	A	13.7	A	12.8	A	13.2	A
USGS	12439000	2017-10-20	910.98	A	13.9	A	12.8	A	13.3	A
USGS	12439000	2017-10-21	910.98	A	13.1	A	12.5	A	12.7	A
USGS	12439000	2017-10-22	911.01	A	13.5	A	12.5	A	12.8	A
USGS	12439000	2017-10-23	911.01	A	13.1	A	12.2	A	12.6	A
USGS	12439000	2017-10-24	910.99	A	12.8	A	11.9	A	12.4	A
USGS	12439000	2017-10-25	910.97	A	12.7	A	11.6	A	12.3	A
USGS	12439000	2017-10-26	910.96	A	12.5	A	11.7	A	12.2	A
USGS	12439000	2017-10-27	910.92	A	12.5	A	11.9	A	12.3	A
USGS	12439000	2017-10-28	910.87	A	12.6	A	11.8	A	12.2	A
USGS	12439000	2017-10-29	910.85	A	12.0	A	11.4	A	11.8	A
USGS	12439000	2017-10-30	910.79	A	12.0	A	11.0	A	11.6	A
USGS	12439000	2017-10-31	910.74	A	11.8	A	11.2	A	11.4	A
USGS	12439000	2017-11-01	910.71	A	11.9	A	10.7	A	11.4	A
USGS	12439000	2017-11-02	910.67	A	11.8	A	9.6	A	10.9	A
USGS	12439000	2017-11-03	910.66	A	9.6	A	7.5	A	8.3	A
USGS	12439000	2017-11-04	910.56	A	8.0	A	7.2	A	7.6	A
USGS	12439000	2017-11-05	910.52	A	7.5	A	6.3	A	6.7	A
USGS	12439000	2017-11-06	910.44	A	7.6	A	6.0	A	6.6	A
USGS	12439000	2017-11-07	910.41	A	8.1	A	7.3	A	7.7	A
USGS	12439000	2017-11-08	910.44	A	7.9	A	7.0	A	7.3	A
USGS	12439000	2017-11-09	910.46	A	7.5	A	7.0	A	7.2	A
USGS	12439000	2017-11-10	910.47	A	8.1	A	7.5	A	7.7	A
USGS	12439000	2017-11-11	910.47	A	7.7	A	7.4	A	7.5	A
USGS	12439000	2017-11-12	910.48	A	7.8	A	7.3	A	7.5	A
